Vd Vg Vs Vb Lg PHIG Nch TFIN HFIN tins alpha1_P alpha11_P cgsfe t_FE gauss_n SSrolloff ul QMFACTORCV qs vfe qmguess q0 q1 q2 q3 q4 ids0  
0.1 0.585858585859 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 38.2499183562 -48.9337950171 38.8211762776 -40.9771845139 -40.9768054974 -40.9761236897 -40.9751390625 -40.9738517752 6.56532303697e-07
0.1 0.59595959596 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 38.5530428955 -48.9060097438 38.9531810163 -41.2243784521 -41.2240060135 -41.2233360393 -41.2223685029 -41.2211035628 6.61045694811e-07
0.1 0.606060606061 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 38.8489760628 -48.8693905127 39.085182415 -41.4673420437 -41.4669758903 -41.4663172231 -41.4653660172 -41.4641224299 6.65468070296e-07
0.1 0.616161616162 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 39.1381534864 -48.8244772083 39.2171804723 -41.70626089 -41.7059007498 -41.7052529004 -41.7043173182 -41.7030941597 6.69804168298e-07
0.1 0.626262626263 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 39.4209692126 -48.7717579518 39.3491751867 -41.9413076535 -41.9409532734 -41.9403157861 -41.9393951697 -41.9381915793 6.74058333435e-07
0.1 0.636363636364 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 39.6977810292 -48.711675746 39.4811665566 -42.1726432787 -42.1722944224 -42.1716668723 -42.1707606075 -42.1695757824 6.78234561159e-07
0.1 0.646464646465 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 39.9689149463 -48.6446340666 39.6131545807 -42.400418069 -42.4000745156 -42.3994565052 -42.3985640183 -42.3973972079 6.82336535856e-07
0.1 0.656565656566 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 40.2346689903 -48.5710015941 39.7451392574 -42.6247726396 -42.6244341823 -42.6238253396 -42.6229460931 -42.6217965948 6.86367663752e-07
0.1 0.666666666667 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 40.4953164369 -48.4911162457 39.8771205854 -42.8458387645 -42.8455052093 -42.8449051854 -42.8440386753 -42.84290583 6.90331101448e-07
0.1 0.676767676768 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 40.7511085797 -48.4052886265 40.0090985634 -43.0637401303 -43.063411295 -43.0628197621 -43.061965515 -43.0608487035 6.94229780801e-07
0.1 0.686868686869 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 41.0022771145 -48.3138050002 40.1410731898 -43.2785930098 -43.278268723 -43.2776853727 -43.2768429432 -43.2757415832 6.98066430683e-07
0.1 0.69696969697 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 41.2490362018 -48.2169298587 40.2730444634 -43.4905068653 -43.4901869656 -43.4896115074 -43.4887804759 -43.4876940187 7.01843596109e-07
0.1 0.707070707071 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 41.4915842591 -48.1149081541 40.4050123828 -43.6995848908 -43.6992692258 -43.6987013856 -43.6978813562 -43.6968092842 7.05563655098e-07
0.1 0.717171717172 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 41.7301055247 -48.0079672462 40.5369769468 -43.9059244992 -43.905612925 -43.905052444 -43.9042430429 -43.9031848672 7.09228833595e-07
0.1 0.727272727273 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 41.9647714282 -47.8963186074 40.6689381539 -44.1096177633 -44.1093101438 -44.1087567772 -44.1079576507 -44.1069129089 7.12841218716e-07
0.1 0.737373737374 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 42.195741796 -47.7801593231 40.8008960031 -44.3107518133 -44.3104480197 -44.3099015356 -44.309112349 -44.3080806032 7.16402770551e-07
0.1 0.747474747475 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 42.4231659143 -47.659673414 40.9328504929 -44.5094091983 -44.5091091084 -44.508569287 -44.5077897229 -44.5067705582 7.19915332697e-07
0.1 0.757575757576 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 42.6471834714 -47.5350330077 41.0648016223 -44.7056682138 -44.7053717117 -44.7048383445 -44.7040681016 -44.703061124 7.23380641702e-07
0.1 0.767676767677 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 42.867925394 -47.4063993783 41.1967493898 -44.8996032002 -44.8993101757 -44.8987830647 -44.8980218568 -44.8970266923 7.26800335538e-07
0.1 0.777777777778 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 43.0855145926 -47.2739238736 41.3286937945 -45.091284815 -45.0909951635 -45.0904741201 -45.0897216752 -45.088737968 7.30175961238e-07
0.1 0.787878787879 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 43.3000666281 -47.137748742 41.460634835 -45.2807802814 -45.2804939031 -45.2799787481 -45.2792348072 -45.2782622185 7.33508981785e-07
0.1 0.79797979798 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 43.5116903079 -46.9980078742 41.5925725102 -45.4681536156 -45.4678704156 -45.467360978 -45.4666252944 -45.4656635016 7.36800782344e-07
0.1 0.808080808081 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 43.7204882224 -46.8548274687 41.724506819 -45.6534658354 -45.6531857231 -45.6526818402 -45.6519541784 -45.6510028739 7.40052675912e-07
0.1 0.818181818182 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 43.9265572276 -46.7083266315 41.8564377602 -45.8367751519 -45.8364980409 -45.8359995571 -45.8352796927 -45.8343385828 7.43265908455e-07
0.1 0.828282828283 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 44.1299888811 -46.5586179167 41.9883653327 -46.0181371455 -46.0178629533 -46.0173697201 -46.0166574385 -46.0157262427 7.46441663579e-07
0.1 0.838383838384 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 44.3308698359 -46.4058078157 42.1202895355 -46.1976049281 -46.1973335757 -46.196845451 -46.1961405472 -46.1952189974 7.49581066798e-07
0.1 0.848484848485 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 44.5292821985 -46.2499972007 42.2522103674 -46.3752292925 -46.3749607044 -46.3744775525 -46.3737798302 -46.3728676699 7.52685189425e-07
0.1 0.858585858586 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 44.7253038529 -46.0912817276 42.3841278273 -46.551058851 -46.5507929549 -46.5503146456 -46.5496239171 -46.5487209007 7.55755052142e-07
0.1 0.868686868687 0 0 3e-05 4.57 1e+17 3e-08 3e-08 9e-10 -5100000000.0 611660000000.0 0.0 5e-09 200 0.2 50 0.5 44.9190087568 -45.9297522024 42.5160419143 -46.7251401629 -46.7248768895 -46.7244032984 -46.7237193836 -46.7228252757 7.58791628273e-07
