Vd Vg Vs Vb Lg t_FE  Ids Qg V_FE V_FE_delta  
0.05 0.126262626263 0 0 1e-07 1e-07 2.41245238655e-10 4.75885593013e-22 0 0
0.5 0.126262626263 0 0 1e-07 1e-07 2.91743577869e-10 4.14614177965e-22 0 0
0.05 0.131313131313 0 0 1e-07 1e-07 2.89858619744e-10 5.7174753851e-22 0 0
0.5 0.131313131313 0 0 1e-07 1e-07 3.50475431168e-10 4.98053694849e-22 0 0
0.05 0.136363636364 0 0 1e-07 1e-07 3.48270626987e-10 6.86916634015e-22 0 0
0.5 0.136363636364 0 0 1e-07 1e-07 4.21033451513e-10 5.98282167893e-22 0 0
0.05 0.141414141414 0 0 1e-07 1e-07 4.18457416738e-10 8.25280040556e-22 0 0
0.5 0.141414141414 0 0 1e-07 1e-07 5.05800119897e-10 7.18676428162e-22 0 0
0.05 0.146464646465 0 0 1e-07 1e-07 5.02794186884e-10 9.91506908381e-22 0 0
0.5 0.146464646465 0 0 1e-07 1e-07 6.07638409801e-10 8.63291932032e-22 0 0
0.05 0.151515151515 0 0 1e-07 1e-07 6.04135973623e-10 1.19120541655e-21 0 0
0.5 0.151515151515 0 0 1e-07 1e-07 7.29988921083e-10 1.03699888911e-21 0 0
0.05 0.156565656566 0 0 1e-07 1e-07 7.2591490366e-10 1.43111122766e-21 0 0
0.5 0.156565656566 0 0 1e-07 1e-07 8.76986751372e-10 1.24564558674e-21 0 0
0.05 0.161616161616 0 0 1e-07 1e-07 8.72257294723e-10 1.71931358876e-21 0 0
0.5 0.161616161616 0 0 1e-07 1e-07 1.05360215752e-09 1.49625429335e-21 0 0
0.05 0.166666666667 0 0 1e-07 1e-07 1.04812471532e-09 2.06552652256e-21 0 0
0.5 0.166666666667 0 0 1e-07 1e-07 1.26580991405e-09 1.79725617179e-21 0 0
0.05 0.171717171717 0 0 1e-07 1e-07 1.25948398983e-09 2.48141398891e-21 0 0
0.5 0.171717171717 0 0 1e-07 1e-07 1.52079330979e-09 2.15877286661e-21 0 0
0.05 0.176767676768 0 0 1e-07 1e-07 1.51351220767e-09 2.9809795975e-21 0 0
0.5 0.176767676768 0 0 1e-07 1e-07 1.82718999414e-09 2.59295389494e-21 0 0
0.05 0.181818181818 0 0 1e-07 1e-07 1.81884411583e-09 3.58103345919e-21 0 0
0.5 0.181818181818 0 0 1e-07 1e-07 2.19538843535e-09 3.11438068936e-21 0 0
0.05 0.186868686869 0 0 1e-07 1e-07 2.18587089146e-09 4.30175111011e-21 0 0
0.5 0.186868686869 0 0 1e-07 1e-07 2.63788565988e-09 3.74055015798e-21 0 0
0.05 0.191919191919 0 0 1e-07 1e-07 2.62710130028e-09 5.16734219396e-21 0 0
0.5 0.191919191919 0 0 1e-07 1e-07 3.16971928832e-09 4.49245297569e-21 0 0
0.05 0.19696969697 0 0 1e-07 1e-07 3.15759872684e-09 6.20684977022e-21 0 0
0.5 0.19696969697 0 0 1e-07 1e-07 3.80898978209e-09 5.39526453934e-21 0 0
0.05 0.20202020202 0 0 1e-07 1e-07 3.79551064757e-09 7.45510478148e-21 0 0
0.5 0.20202020202 0 0 1e-07 1e-07 4.57749240038e-09 6.47916963391e-21 0 0
0.05 0.207070707071 0 0 1e-07 1e-07 4.5627109549e-09 8.95386437956e-21 0 0
0.5 0.207070707071 0 0 1e-07 1e-07 5.5014828149e-09 7.78034538606e-21 0 0
0.05 0.212121212121 0 0 1e-07 1e-07 5.48558032752e-09 1.07531674909e-20 0 0
0.5 0.212121212121 0 0 1e-07 1e-07 6.6126058502e-09 9.34213101108e-21 0 0
0.05 0.217171717172 0 0 1e-07 1e-07 6.59595579947e-09 1.29129461415e-20 0 0
0.5 0.217171717172 0 0 1e-07 1e-07 7.94902368108e-09 1.12164171563e-20 0 0
0.05 0.222222222222 0 0 1e-07 1e-07 7.9322880966e-09 1.55049365809e-20 0 0
0.5 0.222222222222 0 0 1e-07 1e-07 9.55678831099e-09 1.34652921607e-20 0 0
0.05 0.227272727273 0 0 1e-07 1e-07 9.54105448111e-09 1.86149399086e-20 0 0
0.5 0.227272727273 0 0 1e-07 1e-07 1.14915136606e-08 1.61629871229e-20 0 0
0.05 0.232323232323 0 0 1e-07 1e-07 1.14784860997e-08 2.23454873899e-20 0 0
0.5 0.232323232323 0 0 1e-07 1e-07 1.38204154498e-08 1.9398165885e-20 0 0
0.05 0.237373737374 0 0 1e-07 1e-07 1.38126824409e-08 2.68189703462e-20 0 0
0.5 0.237373737374 0 0 1e-07 1e-07 1.66248026147e-08 2.32766093531e-20 0 0
0.05 0.242424242424 0 0 1e-07 1e-07 1.66262016087e-08 3.21812975401e-20 0 0
0.5 0.242424242424 0 0 1e-07 1e-07 2.00031224657e-08 2.79243450747e-20 0 0
0.05 0.247474747475 0 0 1e-07 1e-07 2.00192335198e-08 3.86061430186e-20 0 0
0.5 0.247474747475 0 0 1e-07 1e-07 2.40746830334e-08 3.34912713529e-20 0 0
0.05 0.252525252525 0 0 1e-07 1e-07 2.41134830114e-08 4.62998425117e-20 0 0
0.5 0.252525252525 0 0 1e-07 1e-07 2.89841993795e-08 4.01553184734e-20 0 0
0.05 0.257575757576 0 0 1e-07 1e-07 2.90569093322e-08 5.55069840557e-20 0 0
0.5 0.257575757576 0 0 1e-07 1e-07 3.49073342642e-08 4.81271751637e-20 0 0
0.05 0.262626262626 0 0 1e-07 1e-07 3.50294839651e-08 6.65167149896e-20 0 0
0.5 0.262626262626 0 0 1e-07 1e-07 4.20574240345e-08 5.76555825747e-20 0 0
0.05 0.267676767677 0 0 1e-07 1e-07 4.22501340487e-08 7.96697483262e-20 0 0
0.5 0.267676767677 0 0 1e-07 1e-07 5.06935919554e-08 6.90331562171e-20 0 0
0.05 0.272727272727 0 0 1e-07 1e-07 5.09850241751e-08 9.53659914678e-20 0 0
0.5 0.272727272727 0 0 1e-07 1e-07 6.1130444108e-08 8.26026328129e-20 0 0
0.05 0.277777777778 0 0 1e-07 1e-07 6.15572811425e-08 1.14072633657e-19 0 0
0.5 0.277777777778 0 0 1e-07 1e-07 7.37495040084e-08 9.87633479387e-20 0 0
0.05 0.282828282828 0 0 1e-07 1e-07 7.43581660732e-08 1.36332410874e-19 0 0
0.5 0.282828282828 0 0 1e-07 1e-07 8.90124537492e-08 1.17977626431e-19 0 0
0.05 0.287878787879 0 0 1e-07 1e-07 8.98595250346e-08 1.62771616627e-19 0 0
0.5 0.287878787879 0 0 1e-07 1e-07 1.07476091803e-07 1.40776608756e-19 0 0
0.05 0.292929292929 0 0 1e-07 1e-07 1.08627083047e-07 1.94107249595e-19 0 0
0.5 0.292929292929 0 0 1e-07 1e-07 1.29808672484e-07 1.67764847753e-19 0 0
0.05 0.29797979798 0 0 1e-07 1e-07 1.31333776478e-07 2.31152501119e-19 0 0
0.5 0.29797979798 0 0 1e-07 1e-07 1.56806950971e-07 1.99622808385e-19 0 0
0.05 0.30303030303 0 0 1e-07 1e-07 1.58771855824e-07 2.74819620191e-19 0 0
0.5 0.30303030303 0 0 1e-07 1e-07 1.89412833459e-07 2.37106222991e-19 0 0
0.05 0.308080808081 0 0 1e-07 1e-07 1.91861980732e-07 3.26119102841e-19 0 0
0.5 0.308080808081 0 0 1e-07 1e-07 2.28728071418e-07 2.8104115239e-19 0 0
0.05 0.313131313131 0 0 1e-07 1e-07 2.31657064586e-07 3.86154204189e-19 0 0
0.5 0.313131313131 0 0 1e-07 1e-07 2.76025032593e-07 3.32313654042e-19 0 0
0.05 0.318181818182 0 0 1e-07 1e-07 2.79338346816e-07 4.56110033617e-19 0 0
0.5 0.318181818182 0 0 1e-07 1e-07 3.32751360519e-07 3.91853242431e-19 0 0
0.05 0.323232323232 0 0 1e-07 1e-07 3.36201243344e-07 5.37237008752e-19 0 0
0.5 0.323232323232 0 0 1e-07 1e-07 4.00526446696e-07 4.60609900396e-19 0 0
0.05 0.328282828283 0 0 1e-07 1e-07 4.03629095495e-07 6.30829191747e-19 0 0
