VD VG VS VB Ids  
-0.05 -2.0 0 0 -0.00113489698118
-0.2 -2.0 0 0 -0.00447797951908
-0.3 -2.0 0 0 -0.00662735190275
-0.5 -2.0 0 0 -0.0104952625581
-0.7 -2.0 0 0 -0.0132482588838
-0.95 -2.0 0 0 -0.0151955176241
-0.05 -1.9797979798 0 0 -0.00113165790909
-0.2 -1.9797979798 0 0 -0.00446284019494
-0.3 -1.9797979798 0 0 -0.00660092572275
-0.5 -1.9797979798 0 0 -0.0104265852818
-0.7 -1.9797979798 0 0 -0.0131120491716
-0.95 -1.9797979798 0 0 -0.0149933382756
-0.05 -1.9595959596 0 0 -0.00112831843561
-0.2 -1.9595959596 0 0 -0.00444718630505
-0.3 -1.9595959596 0 0 -0.00657350940062
-0.5 -1.9595959596 0 0 -0.0103550313728
-0.7 -1.9595959596 0 0 -0.0129717604681
-0.95 -1.9595959596 0 0 -0.014787436245
-0.05 -1.93939393939 0 0 -0.00112487409146
-0.2 -1.93939393939 0 0 -0.00443099233329
-0.3 -1.93939393939 0 0 -0.0065450487969
-0.5 -1.93939393939 0 0 -0.010280466153
-0.7 -1.93939393939 0 0 -0.0128273212146
-0.95 -1.93939393939 0 0 -0.0145777903843
-0.05 -1.91919191919 0 0 -0.00112132015079
-0.2 -1.91919191919 0 0 -0.00441423110652
-0.3 -1.91919191919 0 0 -0.00651548600477
-0.5 -1.91919191919 0 0 -0.010202750938
-0.7 -1.91919191919 0 0 -0.0126786632842
-0.95 -1.91919191919 0 0 -0.0143643827231
-0.05 -1.89898989899 0 0 -0.00111765161336
-0.2 -1.89898989899 0 0 -0.00439687366289
-0.3 -1.89898989899 0 0 -0.00648475905385
-0.5 -1.89898989899 0 0 -0.0101217433832
-0.7 -1.89898989899 0 0 -0.0125257223823
-0.95 -1.89898989899 0 0 -0.0141471987839
-0.05 -1.87878787879 0 0 -0.00111386318532
-0.2 -1.87878787879 0 0 -0.00437888910811
-0.3 -1.87878787879 0 0 -0.0064528015921
-0.5 -1.87878787879 0 0 -0.0100372979122
-0.7 -1.87878787879 0 0 -0.0123684384659
-0.95 -1.87878787879 0 0 -0.0139262279266
-0.05 -1.85858585859 0 0 -0.00110994925833
-0.2 -1.85858585859 0 0 -0.00436024445844
-0.3 -1.85858585859 0 0 -0.00641954254519
-0.5 -1.85858585859 0 0 -0.00994926623713
-0.7 -1.85858585859 0 0 -0.0122067561836
-0.95 -1.85858585859 0 0 -0.0137014637244
-0.05 -1.83838383838 0 0 -0.00110590388709
-0.2 -1.83838383838 0 0 -0.0043409044691
-0.3 -1.83838383838 0 0 -0.0063849057531
-0.5 -1.83838383838 0 0 -0.00985749797556
-0.7 -1.83838383838 0 0 -0.0120406253362
-0.95 -1.83838383838 0 0 -0.0134729043771
-0.05 -1.81818181818 0 0 -0.00110172076493
