VD VG VS VB Ids Qg  
-0.5 -1.79797979798 0 0 -0.00735057081369 -4.32920453676e-14
-0.7 -1.79797979798 0 0 -0.00911602743702 -4.01329389544e-14
-0.95 -1.79797979798 0 0 -0.0105009774695 -3.78032791641e-14
-0.05 -1.77777777778 0 0 -0.000788600485564 -5.39301799491e-14
-0.2 -1.77777777778 0 0 -0.00312779356221 -4.97745494178e-14
-0.3 -1.77777777778 0 0 -0.0046457084807 -4.70552522046e-14
-0.5 -1.77777777778 0 0 -0.00730683968569 -4.22038070966e-14
-0.7 -1.77777777778 0 0 -0.00902670131634 -3.91335099551e-14
-0.95 -1.77777777778 0 0 -0.0103722208607 -3.68786834028e-14
-0.05 -1.75757575758 0 0 -0.00078729301749 -5.27637128719e-14
-0.2 -1.75757575758 0 0 -0.00312131420198 -4.86203504034e-14
-0.3 -1.75757575758 0 0 -0.00463325585417 -4.59123226648e-14
-0.5 -1.75757575758 0 0 -0.0072606740551 -4.11228545533e-14
-0.7 -1.75757575758 0 0 -0.00893436753401 -3.81423495448e-14
-0.95 -1.75757575758 0 0 -0.0102402959989 -3.59624794454e-14
-0.05 -1.73737373737 0 0 -0.000785931327592 -5.16003912064e-14
-0.2 -1.73737373737 0 0 -0.00311453111883 -4.74696951867e-14
-0.3 -1.73737373737 0 0 -0.00462011750213 -4.47735026738e-14
-0.5 -1.73737373737 0 0 -0.00721194486899 -4.00494978032e-14
-0.7 -1.73737373737 0 0 -0.0088389386017 -3.71596751851e-14
-0.95 -1.73737373737 0 0 -0.0101051257075 -3.50548668745e-14
-0.05 -1.71717171717 0 0 -0.000784512158224 -5.04403050009e-14
-0.2 -1.71717171717 0 0 -0.00310742327139 -4.63226974283e-14
-0.3 -1.71717171717 0 0 -0.00460623784053 -4.36389583033e-14
-0.5 -1.71717171717 0 0 -0.0071605194098 -3.89840562813e-14
-0.7 -1.71717171717 0 0 -0.00874032531133 -3.61857102043e-14
-0.95 -1.71717171717 0 0 -0.00996663267955 -3.41560489455e-14
-0.05 -1.69696969697 0 0 -0.000783031996169 -4.92835486538e-14
-0.2 -1.69696969697 0 0 -0.00309996767614 -4.51794772642e-14
-0.3 -1.69696969697 0 0 -0.00459155555253 -4.25088685405e-14
-0.5 -1.69696969697 0 0 -0.00710626157511 -3.7926858376e-14
-0.7 -1.69696969697 0 0 -0.00863843686407 -3.52206838487e-14
-0.95 -1.69696969697 0 0 -0.00982473987448 -3.32662322008e-14
-0.05 -1.67676767677 0 0 -0.000781487047953 -4.81302212083e-14
-0.2 -1.67676767677 0 0 -0.00309213918306 -4.4040161862e-14
-0.3 -1.67676767677 0 0 -0.00457600292011 -4.13834267175e-14
-0.5 -1.67676767677 0 0 -0.00704903219544 -3.68782409658e-14
-0.7 -1.67676767677 0 0 -0.0085331810403 -3.42648312939e-14
-0.95 -1.67676767677 0 0 -0.00967937099639 -3.23856259685e-14
-0.05 -1.65656565657 0 0 -0.000779873212322 -4.69804266729e-14
-0.2 -1.65656565657 0 0 -0.0030839102204 -4.29048860421e-14
-0.3 -1.65656565657 0 0 -0.00455950507999 -4.02628421177e-14
-0.5 -1.65656565657 0 0 -0.00698868939011 -3.58385489153e-14
-0.7 -1.65656565657 0 0 -0.00842446441796 -3.33183936074e-14
-0.95 -1.65656565657 0 0 -0.00953045106362 -3.15144417312e-14
-0.05 -1.63636363636 0 0 -0.00077818604953 -4.58342743705e-14
-0.2 -1.63636363636 0 0 -0.00307525050367 -4.17737929764e-14
-0.3 -1.63636363636 0 0 -0.0045419791983 -3.91473417738e-14
-0.5 -1.63636363636 0 0 -0.00692508896209 -3.48081345365e-14
-0.7 -1.63636363636 0 0 -0.00831219264714 -3.23816176526e-14
-0.95 -1.63636363636 0 0 -0.00937790706205 -3.065289238e-14
-0.05 -1.61616161616 0 0 -0.000776420747001 -4.46918793183e-14
-0.2 -1.61616161616 0 0 -0.00306612670326 -4.06470349733e-14
-0.3 -1.61616161616 0 0 -0.00452333356007 -3.8037172477e-14
-0.5 -1.61616161616 0 0 -0.00685808483323 -3.37873570212e-14
-0.7 -1.61616161616 0 0 -0.00819627079055 -3.14547559219e-14
-0.95 -1.61616161616 0 0 -0.0092216686331 -2.98011914429e-14
-0.05 -1.59595959596 0 0 -0.000774572080867 -4.35533626434e-14
-0.2 -1.59595959596 0 0 -0.00305650206394 -3.95247743662e-14
-0.3 -1.59595959596 0 0 -0.00450346657122 -3.69326030085e-14
-0.5 -1.59595959596 0 0 -0.00678752952263 -3.27765818479e-14
-0.7 -1.59595959596 0 0 -0.00807660374062 -3.05380662848e-14
-0.95 -1.59595959596 0 0 -0.00906166869123 -2.89595524776e-14
-0.05 -1.57575757576 0 0 -0.000772634372823 -4.24188520374e-14
-0.2 -1.57575757576 0 0 -0.00304633596851 -3.84071845191e-14
-0.3 -1.57575757576 0 0 -0.00448226567384 -3.58339266052e-14
-0.5 -1.57575757576 0 0 -0.00671327467253 -3.17761801666e-14
-0.7 -1.57575757576 0 0 -0.00795309672593 -2.96318116348e-14
-0.95 -1.57575757576 0 0 -0.0088978438941 -2.8128188765e-14
-0.05 -1.55555555556 0 0 -0.000770601441648 -4.12884822535e-14
-0.2 -1.55555555556 0 0 -0.00303558343669 -3.72944509719e-14
-0.3 -1.55555555556 0 0 -0.00445960617961 -3.47414636632e-14
-0.5 -1.55555555556 0 0 -0.00663517162793 -3.07865281592e-14
-0.7 -1.55555555556 0 0 -0.00782565592171 -2.87362594137e-14
-0.95 -1.55555555556 0 0 -0.00873013514926 -2.73073129596e-14
-0.05 -1.53535353535 0 0 -0.000768466548627 -4.01623956533e-14
-0.2 -1.53535353535 0 0 -0.00302419454851 -3.61867727456e-14
-0.3 -1.53535353535 0 0 -0.00443535003257 -3.36555646702e-14
-0.5 -1.53535353535 0 0 -0.00655307207846 -2.98080063717e-14
-0.7 -1.53535353535 0 0 -0.00769418918184 -2.78516809889e-14
-0.95 -1.53535353535 0 0 -0.00855848867615 -2.64971357355e-14
-0.05 -1.51515151515 0 0 -0.000766222336001 -3.90407428067e-14
-0.2 -1.51515151515 0 0 -0.00301211378018 -3.50843638387e-14
-0.3 -1.51515151515 0 0 -0.00440934452007 -3.25766133498e-14
-0.5 -1.51515151515 0 0 -0.00646682877418 -2.88409990106e-14
-0.7 -1.51515151515 0 0 -0.00755860691314 -2.69783508542e-14
-0.95 -1.51515151515 0 0 -0.00838285799859 -2.5697862718e-14
-0.05 -1.49494949495 0 0 -0.000763860757437 -3.79236831533e-14
-0.2 -1.49494949495 0 0 -0.00299927923839 -3.39874549445e-14
-0.3 -1.49494949495 0 0 -0.00438142096156 -3.15050299751e-14
-0.5 -1.49494949495 0 0 -0.00637629632958 -2.78858931874e-14
-0.7 -1.49494949495 0 0 -0.00741882311659 -2.61165456126e-14
-0.95 -1.49494949495 0 0 -0.00820320668738 -2.49096899921e-14
-0.05 -1.47474747475 0 0 -0.000761372999329 -3.68113857316e-14
-0.2 -1.47474747475 0 0 -0.00298562177698 -3.28962954299e-14
-0.3 -1.47474747475 0 0 -0.00435139341811 -3.04412747892e-14
-0.5 -1.47474747475 0 0 -0.00628133213376 -2.69430780941e-14
-0.7 -1.47474747475 0 0 -0.00727475662589 -2.52665426958e-14
-0.95 -1.47474747475 0 0 -0.00801951161531 -2.41327985653e-14
-0.05 -1.45454545455 0 0 -0.00075874939157 -3.57040299853e-14
-0.2 -1.45454545455 0 0 -0.0029710639781 -3.18111556206e-14
-0.3 -1.45454545455 0 0 -0.00431905748228 -2.93858514348e-14
-0.5 -1.45454545455 0 0 -0.00618179738862 -2.60129440839e-14
-0.7 -1.45454545455 0 0 -0.00712633257995 -2.44286187559e-14
-0.95 -1.45454545455 0 0 -0.00783176686235 -2.33673474587e-14
-0.05 -1.43434343434 0 0 -0.000755979306191 -3.46018066562e-14
-0.2 -1.43434343434 0 0 -0.00295551897783 -3.07323294458e-14
-0.3 -1.43434343434 0 0 -0.00428418922694 -2.83393102604e-14
-0.5 -1.43434343434 0 0 -0.00607755830033 -2.50958816231e-14
-0.7 -1.43434343434 0 0 -0.00697348417282 -2.36030476531e-14
-0.95 -1.43434343434 0 0 -0.00763998824201 -2.26134654148e-14
-0.05 -1.41414141414 0 0 -0.000753051042008 -3.35049187753e-14
-0.2 -1.41414141414 0 0 -0.00293888911492 -2.96601375032e-14
-0.3 -1.41414141414 0 0 -0.00424654441459 -2.73022513241e-14
-0.5 -1.41414141414 0 0 -0.00596848745389 -2.41922800787e-14
-0.7 -1.41414141414 0 0 -0.00681615472629 -2.27900979559e-14
-0.95 -1.41414141414 0 0 -0.00744421769052 -2.18712426877e-14
-0.05 -1.39393939394 0 0 -0.000749951693116 -3.24135827645e-14
-0.2 -1.39393939394 0 0 -0.0029210643806 -2.85949306136e-14
-0.3 -1.39393939394 0 0 -0.00420585809186 -2.62753268686e-14
-0.5 -1.39393939394 0 0 -0.00585446540456 -2.33025262914e-14
-0.7 -1.39393939394 0 0 -0.00665430011184 -2.19900298944e-14
-0.95 -1.39393939394 0 0 -0.00724452540477 -2.11407274381e-14
-0.05 -1.37373737374 0 0 -0.000746666998691 -3.13280296653e-14
-0.2 -1.37373737374 0 0 -0.00290192064814 -2.75370939409e-14
-0.3 -1.37373737374 0 0 -0.00416184471854 -2.5259242992e-14
-0.5 -1.37373737374 0 0 -0.00573538252444 -2.24270028826e-14
-0.7 -1.37373737374 0 0 -0.00648789148224 -2.12030918216e-14
-0.95 -1.37373737374 0 0 -0.00704100553398 -2.04219360309e-14
-0.05 -1.35353535354 0 0 -0.000743181171145 -3.02485065105e-14
-0.2 -1.35353535354 0 0 -0.00288131766454 -2.64870517581e-14
-0.3 -1.35353535354 0 0 -0.00411419900164 -2.42547601957e-14
-0.5 -1.35353535354 0 0 -0.00561114114708 -2.15660862283e-14
-0.7 -1.35353535354 0 0 -0.00631691816363 -2.04295164162e-14
-0.95 -1.35353535354 0 0 -0.0068337644263 -1.97148800192e-14
-0.05 -1.33333333333 0 0 -0.000739476699197 -2.91752778605e-14
-0.2 -1.33333333333 0 0 -0.00285909679402 -2.5445272939e-14
-0.3 -1.33333333333 0 0 -0.00406259762112 -2.32626924544e-14
-0.5 -1.33333333333 0 0 -0.00548165805826 -2.07201440284e-14
-0.7 -1.33333333333 0 0 -0.0061413905717 -1.96695168215e-14
-0.95 -1.33333333333 0 0 -0.0066229136251 -1.90195838954e-14
-0.05 -1.31313131313 0 0 -0.000735534121825 -2.81086275267e-14
-0.2 -1.31313131313 0 0 -0.00283507851718 -2.44122772464e-14
-0.3 -1.31313131313 0 0 -0.00400670204001 -2.22839044445e-14
-0.5 -1.31313131313 0 0 -0.00534686738686 -1.98895323803e-14
-0.7 -1.31313131313 0 0 -0.00596134348984 -1.89232820238e-14
-0.95 -1.31313131313 0 0 -0.00640858019901 -1.83360656302e-14
-0.05 -1.29292929293 0 0 -0.000731331768449 -2.7048860511e-14
-0.2 -1.29292929293 0 0 -0.00280905971302 -2.33886424626e-14
-0.3 -1.29292929293 0 0 -0.0039461625839 -2.13193065795e-14
-0.5 -1.29292929293 0 0 -0.00520672395766 -1.90745922516e-14
-0.7 -1.29292929293 0 0 -0.00577684085369 -1.81909692682e-14
-0.95 -1.29292929293 0 0 -0.00619092469178 -1.76643001694e-14
-0.05 -1.27272727273 0 0 -0.000726845459902 -2.59963051922e-14
-0.2 -1.27272727273 0 0 -0.00278081078781 -2.23750123596e-14
-0.3 -1.27272727273 0 0 -0.00388062394905 -2.03698475585e-14
-0.5 -1.27272727273 0 0 -0.00506120717761 -1.82756452184e-14
-0.7 -1.27272727273 0 0 -0.0055879831741 -1.74726912673e-14
-0.95 -1.27272727273 0 0 -0.00597015474274 -1.70041918921e-14
-0.05 -1.25252525253 0 0 -0.000722048163952 -2.49513157982e-14
-0.2 -1.25252525253 0 0 -0.00275007277056 -2.13721054273e-14
-0.3 -1.25252525253 0 0 -0.00380973225309 -1.94365042292e-14
-0.5 -1.25252525253 0 0 -0.00491032554092 -1.74929883026e-14
-0.7 -1.25252525253 0 0 -0.0053949173761 -1.67684984178e-14
-0.95 -1.25252525253 0 0 -0.00574653047345 -1.63555648855e-14
-0.05 -1.23232323232 0 0 -0.000716909598198 -2.39142752083e-14
-0.2 -1.23232323232 0 0 -0.00271655457449 -2.03807241448e-14
-0.3 -1.23232323232 0 0 -0.00373314367619 -1.85202687041e-14
-0.5 -1.23232323232 0 0 -0.004754121853 -1.67268876944e-14
-0.7 -1.23232323232 0 0 -0.00519784712333 -1.60783597243e-14
-0.95 -1.23232323232 0 0 -0.00552035424095 -1.57181877883e-14
-0.05 -1.21212121212 0 0 -0.000711395772214 -2.28855981361e-14
-0.2 -1.21212121212 0 0 -0.00267993073404 -1.94017643908e-14
-0.3 -1.21212121212 0 0 -0.00365053465858 -1.76221328469e-14
-0.5 -1.21212121212 0 0 -0.00459267927906 -1.59775711103e-14
-0.7 -1.21212121212 0 0 -0.00499703855019 -1.54021533353e-14
-0.95 -1.21212121212 0 0 -0.00529195444996 -1.5091812438e-14
-0.05 -1.19191919192 0 0 -0.000705468459856 -2.18657347567e-14
-0.2 -1.19191919192 0 0 -0.00263984007091 -1.84362243187e-14
-0.3 -1.19191919192 0 0 -0.00356161352801 -1.67430704338e-14
-0.5 -1.19191919192 0 0 -0.00442612828593 -1.52452185638e-14
-0.7 -1.19191919192 0 0 -0.00479281148342 -1.47396888065e-14
-0.95 -1.19191919192 0 0 -0.00506168015021 -1.44761895588e-14
-0.05 -1.17171717172 0 0 -0.000699084591833 -2.0855174848e-14
-0.2 -1.17171717172 0 0 -0.00259588591865 -1.74852116696e-14
-0.3 -1.17171717172 0 0 -0.00346613333912 -1.58840174842e-14
-0.5 -1.17171717172 0 0 -0.00425465441983 -1.45299514897e-14
-0.7 -1.17171717172 0 0 -0.00458551402592 -1.4090766986e-14
-0.95 -1.17171717172 0 0 -0.00482990549369 -1.38710632534e-14
-0.05 -1.15151515152 0 0 -0.000692195558125 -1.98544525302e-14
-0.2 -1.15151515152 0 0 -0.00254763873292 -1.65499480747e-14
-0.3 -1.15151515152 0 0 -0.00336390562622 -1.50458514099e-14
-0.5 -1.15151515152 0 0 -0.00407850670652 -1.38318203626e-14
-0.7 -1.15151515152 0 0 -0.00437550733624 -1.3455219313e-14
-0.95 -1.15151515152 0 0 -0.00459703628484 -1.32761612276e-14
-0.05 -1.13131313131 0 0 -0.000684746409988 -1.88641517028e-14
-0.2 -1.13131313131 0 0 -0.0024946421057 -1.56317684474e-14
-0.3 -1.13131313131 0 0 -0.00325481471395 -1.42293697332e-14
-0.5 -1.13131313131 0 0 -0.00389800666873 -1.31507904792e-14
-0.7 -1.13131313131 0 0 -0.00416318579569 -1.28328694741e-14
-0.95 -1.13131313131 0 0 -0.00436351499153 -1.26911887604e-14
-0.05 -1.11111111111 0 0 -0.000676674952638 -1.78849122912e-14
-0.2 -1.11111111111 0 0 -0.00243642333701 -1.47321131727e-14
-0.3 -1.11111111111 0 0 -0.00313883220348 -1.34352691404e-14
-0.5 -1.11111111111 0 0 -0.00371355885407 -1.24867239453e-14
-0.7 -1.11111111111 0 0 -0.00394901077073 -1.2223463942e-14
-0.95 -1.11111111111 0 0 -0.00412982386883 -1.2115827291e-14
-0.05 -1.09090909091 0 0 -0.000667910723185 -1.69174374332e-14
-0.2 -1.09090909091 0 0 -0.00237250972413 -1.38525106174e-14
-0.3 -1.09090909091 0 0 -0.00301603126044 -1.2664125579e-14
-0.5 -1.09090909091 0 0 -0.00352566348769 -1.1839356933e-14
-0.7 -1.09090909091 0 0 -0.00373353473064 -1.16266229902e-14
-0.95 -1.09090909091 0 0 -0.00389648669427 -1.15497366472e-14
-0.05 -1.07070707071 0 0 -0.00065837385544 -1.59625017509e-14
-0.2 -1.07070707071 0 0 -0.00230245151437 -1.29945476946e-14
-0.3 -1.07070707071 0 0 -0.00288660037532 -1.1916375945e-14
-0.5 -1.07070707071 0 0 -0.00333492556509 -1.12082850551e-14
-0.7 -1.07070707071 0 0 -0.00351740728427 -1.10418319935e-14
-0.95 -1.07070707071 0 0 -0.00366406952661 -1.09925601179e-14
-0.05 -1.05050505051 0 0 -0.000647973846227 -1.50209608656e-14
-0.2 -1.05050505051 0 0 -0.00222585194817 -1.21598270189e-14
-0.3 -1.05050505051 0 0 -0.00275085634349 -1.11923016728e-14
-0.5 -1.05050505051 0 0 -0.00314204321835 -1.05929955123e-14
-0.7 -1.05050505051 0 0 -0.00330134889625 -1.04685066694e-14
-0.95 -1.05050505051 0 0 -0.00343318068142 -1.04439320457e-14
-0.05 -1.0303030303 0 0 -0.000636608260542 -1.40937623153e-14
-0.2 -1.0303030303 0 0 -0.00214240395229 -1.1349910719e-14
-0.3 -1.0303030303 0 0 -0.0026092563122 -1.04920142269e-14
-0.5 -1.0303030303 0 0 -0.00294776441444 -9.99297296217e-15
-0.7 -1.0303030303 0 0 -0.00308611490984 -9.906082446e-15
-0.95 -1.0303030303 0 0 -0.00320446995457 -9.90348795117e-15
-0.05 -1.0101010101 0 0 -0.000624161451139 -1.3181958021e-14
-0.2 -1.0101010101 0 0 -0.00205193188182 -1.05662531622e-14
-0.3 -1.0101010101 0 0 -0.00246240883093 -9.8154421607e-15
-0.5 -1.0101010101 0 0 -0.00275284802387 -9.40780036814e-15
-0.7 -1.0101010101 0 0 -0.00287248164371 -9.35405597781e-15
-0.95 -1.0101010101 0 0 -0.0029786270219 -9.37087740648e-15
-0.05 -0.989898989899 0 0 -0.000610503431011 -1.22867183891e-14
-0.2 -0.989898989899 0 0 -0.00195443543603 -9.81012737451e-15
-0.3 -0.989898989899 0 0 -0.00231108380341 -9.16231925551e-15
-0.5 -0.989898989899 0 0 -0.00255808283304 -8.8371300669e-15
-0.7 -0.989898989899 0 0 -0.00266125010807 -8.81198790593e-15
-0.95 -0.989898989899 0 0 -0.00275637887324 -8.84577998365e-15
-0.05 -0.969696969697 0 0 -0.000595489138184 -1.14093480194e-14
-0.2 -0.969696969697 0 0 -0.00185013179422 -9.08255218771e-15
-0.3 -0.969696969697 0 0 -0.00215622074596 -8.53217397736e-15
-0.5 -0.969696969697 0 0 -0.00236433970601 -8.28057524049e-15
-0.7 -0.969696969697 0 0 -0.00245325182124 -8.2795013085e-15
-0.95 -0.969696969697 0 0 -0.00253848608406 -8.32792465744e-15
-0.05 -0.949494949495 0 0 -0.000578958490644 -1.05513027395e-14
-0.2 -0.949494949495 0 0 -0.00173949148706 -8.38422834452e-15
-0.3 -0.949494949495 0 0 -0.00199893292039 -7.92432431553e-15
-0.5 -0.949494949495 0 0 -0.00217260538871 -7.73763840552e-15
-0.7 -0.949494949495 0 0 -0.00224935001857 -7.75629077649e-15
-0.95 -0.949494949495 0 0 -0.00232573768081 -7.81711303687e-15
-0.05 -0.929292929293 0 0 -0.000560737870509 -9.71420723365e-15
-0.2 -0.929292929293 0 0 -0.00162326378297 -7.71549133418e-15
-0.3 -0.929292929293 0 0 -0.00184049951363 -7.33789502887e-15
-0.5 -0.929292929293 0 0 -0.00198398863502 -7.20770102132e-15
-0.7 -0.929292929293 0 0 -0.00205043566661 -7.24214320399e-15
-0.95 -0.929292929293 0 0 -0.00211894431721 -7.31324671926e-15
-0.05 -0.909090909091 0 0 -0.000540644029104 -8.89987173572e-15
-0.2 -0.909090909091 0 0 -0.00150248833173 -7.07628665404e-15
-0.3 -0.909090909091 0 0 -0.00168232720541 -6.77190239772e-15
-0.5 -0.909090909091 0 0 -0.00179967646756 -6.69012927271e-15
-0.7 -0.909090909091 0 0 -0.00185741911303 -6.7369678712e-15
-0.95 -0.909090909091 0 0 -0.00191892945351 -6.81635886366e-15
-0.05 -0.888888888889 0 0 -0.000518491887552 -8.11030491708e-15
-0.2 -0.888888888889 0 0 -0.00137849060534 -6.46617121873e-15
-0.3 -0.888888888889 0 0 -0.00152586116561 -6.22545977061e-15
-0.5 -0.888888888889 0 0 -0.00162085643413 -6.18446156807e-15
-0.7 -0.888888888889 0 0 -0.00167121797826 -6.24083342213e-15
-0.95 -0.888888888889 0 0 -0.0017265182275 -6.32664970688e-15
-0.05 -0.868686868687 0 0 -0.000494108298375 -7.34771797716e-15
-0.2 -0.868686868687 0 0 -0.00125285693412 -5.88434823822e-15
-0.3 -0.868686868687 0 0 -0.00137247624686 -5.69803884173e-15
-0.5 -0.868686868687 0 0 -0.00144866440027 -5.690536509e-15
-0.7 -0.868686868687 0 0 -0.00149274151266 -5.75400951616e-15
-0.95 -0.868686868687 0 0 -0.00154252373313 -5.84452511038e-15
-0.05 -0.848484848485 0 0 -0.000467354400547 -6.61451181143e-15
-0.2 -0.848484848485 0 0 -0.00112737679566 -5.32976229338e-15
-0.3 -0.848484848485 0 0 -0.00122344382723 -5.18955513559e-15
-0.5 -0.848484848485 0 0 -0.0012841668192 -5.20853418716e-15
-0.7 -0.848484848485 0 0 -0.00132287143772 -5.2770104026e-15
-0.95 -0.848484848485 0 0 -0.00136773048164 -5.37063622192e-15
-0.05 -0.828282828283 0 0 -0.000438159381038 -5.91323499759e-15
-0.2 -0.828282828283 0 0 -0.00100392799966 -4.80131395445e-15
-0.3 -0.828282828283 0 0 -0.00107999000209 -4.70021785343e-15
-0.5 -0.828282828283 0 0 -0.00112835130122 -4.73898536627e-15
-0.7 -0.828282828283 0 0 -0.00116243924901 -4.81063628247e-15
-0.95 -0.828282828283 0 0 -0.0012028749013 -4.90591682844e-15
-0.05 -0.808080808081 0 0 -0.0004065674823 -5.24649593569e-15
-0.2 -0.808080808081 0 0 -0.000884296090556 -4.29822430461e-15
-0.3 -0.808080808081 0 0 -0.000943341068491 -4.23037359818e-15
-0.5 -0.808080808081 0 0 -0.000982109771392 -4.2827781879e-15
-0.7 -0.808080808081 0 0 -0.00101220000589 -4.3560060244e-15
-0.95 -0.808080808081 0 0 -0.00104862280498 -4.45161281239e-15
-0.05 -0.787878787879 0 0 -0.000372796588949 -4.61681024107e-15
-0.2 -0.787878787879 0 0 -0.000770002124758 -3.82037734663e-15
-0.3 -0.787878787879 0 0 -0.000814712232407 -3.78044158007e-15
-0.5 -0.787878787879 0 0 -0.000846211848845 -3.84115818006e-15
-0.7 -0.787878787879 0 0 -0.000872802694481 -3.91457152567e-15
-0.95 -0.787878787879 0 0 -0.000905543779507 -4.00929515087e-15
-0.05 -0.767676767677 0 0 -0.000337298499671 -4.0263705671e-15
-0.2 -0.767676767677 0 0 -0.000662261858802 -3.36831519623e-15
-0.3 -0.767676767677 0 0 -0.000695241995309 -3.35092821813e-15
-0.5 -0.767676767677 0 0 -0.000721270628077 -3.41570256158e-15
-0.7 -0.767676767677 0 0 -0.000744757303282 -3.48809985263e-15
-0.95 -0.767676767677 0 0 -0.000774082412821 -3.5808440871e-15
-0.05 -0.747474747475 0 0 -0.000300795169061 -3.47675360859e-15
-0.2 -0.747474747475 0 0 -0.000562053780245 -2.94288517371e-15
-0.3 -0.747474747475 0 0 -0.000585862362679 -2.94254234517e-15
-0.5 -0.747474747475 0 0 -0.00060770362772 -3.00824506691e-15
-0.7 -0.747474747475 0 0 -0.000628398961054 -3.07860511433e-15
-0.95 -0.747474747475 0 0 -0.000654526315701 -3.16838798788e-15
