VD VG VS VB Ids Qg  
-0.05 -0.949494949495 0 0 -0.000803009163568 -1.02267708858e-14
-0.2 -0.949494949495 0 0 -0.00254377078265 -8.68498236088e-15
-0.3 -0.949494949495 0 0 -0.00306022656654 -8.31582694257e-15
-0.5 -0.949494949495 0 0 -0.00349418026173 -8.28589892055e-15
-0.7 -0.949494949495 0 0 -0.0037300327708 -8.50259249533e-15
-0.95 -0.949494949495 0 0 -0.00398897194876 -8.82354363774e-15
-0.05 -0.929292929293 0 0 -0.000778950922481 -9.58910673882e-15
-0.2 -0.929292929293 0 0 -0.00240875422992 -8.13241881231e-15
-0.3 -0.929292929293 0 0 -0.00286644592864 -7.81985477166e-15
-0.5 -0.929292929293 0 0 -0.00325247582169 -7.83448199277e-15
-0.7 -0.929292929293 0 0 -0.00347085661933 -8.06277925698e-15
-0.95 -0.929292929293 0 0 -0.00371837984045 -8.38673811857e-15
-0.05 -0.909090909091 0 0 -0.000753232428525 -8.96276017657e-15
-0.2 -0.909090909091 0 0 -0.0022686808806 -7.59586229997e-15
-0.3 -0.909090909091 0 0 -0.00267131440762 -7.33696776529e-15
-0.5 -0.909090909091 0 0 -0.00301414745351 -7.39114112846e-15
-0.7 -0.909090909091 0 0 -0.00321685777955 -7.62869634167e-15
-0.95 -0.909090909091 0 0 -0.00345344707115 -7.95465202747e-15
-0.05 -0.888888888889 0 0 -0.000725749386105 -8.34858020213e-15
-0.2 -0.888888888889 0 0 -0.00212429916658 -7.07569221203e-15
-0.3 -0.888888888889 0 0 -0.0024759652322 -6.86700615619e-15
-0.5 -0.888888888889 0 0 -0.00278006236699 -6.95585104002e-15
-0.7 -0.888888888889 0 0 -0.00296878463771 -7.20034652466e-15
-0.95 -0.888888888889 0 0 -0.00319480933237 -7.52735280765e-15
-0.05 -0.868686868687 0 0 -0.0006964055645 -7.74750444017e-15
-0.2 -0.868686868687 0 0 -0.00197654497284 -6.57218508093e-15
-0.3 -0.868686868687 0 0 -0.00228163146784 -6.40975764375e-15
-0.5 -0.868686868687 0 0 -0.00255113060826 -6.52859792558e-15
-0.7 -0.868686868687 0 0 -0.00272737639815 -6.77780520249e-15
-0.95 -0.868686868687 0 0 -0.00294311050358 -7.10495598414e-15
-0.05 -0.848484848485 0 0 -0.000665120381975 -7.16056649966e-15
-0.2 -0.848484848485 0 0 -0.00182653607071 -6.08551227228e-15
-0.3 -0.848484848485 0 0 -0.00208962812805 -5.96497167189e-15
-0.5 -0.848484848485 0 0 -0.00232831445848 -6.10936458283e-15
-0.7 -0.848484848485 0 0 -0.00249336493179 -6.36122245569e-15
-0.95 -0.848484848485 0 0 -0.00269899827832 -6.68763467092e-15
-0.05 -0.828282828283 0 0 -0.000631839330341 -6.58890168797e-15
-0.2 -0.828282828283 0 0 -0.00167555785239 -5.61574355764e-15
-0.3 -0.828282828283 0 0 -0.00190131349876 -5.53240056096e-15
-0.5 -0.828282828283 0 0 -0.00211261691794 -5.6981408276e-15
-0.7 -0.828282828283 0 0 -0.00226747284416 -5.95082939834e-15
-0.95 -0.828282828283 0 0 -0.00246311913541 -6.27562996066e-15
-0.05 -0.808080808081 0 0 -0.000596547822987 -6.0337494709e-15
-0.2 -0.808080808081 0 0 -0.00152503975632 -5.16285707804e-15
-0.3 -0.808080808081 0 0 -0.00171802224699 -5.11188249205e-15
-0.5 -0.808080808081 0 0 -0.00190503778607 -5.29497854697e-15
-0.7 -0.808080808081 0 0 -0.00205040846503 -5.54694783048e-15
-0.95 -0.808080808081 0 0 -0.00223611258802 -5.86926209077e-15
-0.05 -0.787878787879 0 0 -0.0005592888573 -5.49645032723e-15
-0.2 -0.787878787879 0 0 -0.00137652002246 -4.72675878695e-15
-0.3 -0.787878787879 0 0 -0.00154098899137 -4.70344620991e-15
-0.5 -0.787878787879 0 0 -0.00170651773887 -4.90006718887e-15
-0.7 -0.787878787879 0 0 -0.00184285851636 -5.15000190051e-15
-0.95 -0.787878787879 0 0 -0.00201860461335 -5.46894219364e-15
-0.05 -0.767676767677 0 0 -0.000520184387609 -4.97843373852e-15
-0.2 -0.767676767677 0 0 -0.00123159213677 -4.30732157174e-15
-0.3 -0.767676767677 0 0 -0.00137131079206 -4.30736775975e-15
-0.5 -0.767676767677 0 0 -0.00151790455431 -4.51378136937e-15
-0.7 -0.767676767677 0 0 -0.00164547889268 -4.76053058571e-15
-0.95 -0.767676767677 0 0 -0.00181120012006 -5.07518431261e-15
-0.05 -0.747474747475 0 0 -0.000479459346684 -4.48119307938e-15
-0.2 -0.747474747475 0 0 -0.00109182266477 -3.90446274668e-15
-0.3 -0.747474747475 0 0 -0.00120996862912 -3.92413741354e-15
-0.5 -0.747474747475 0 0 -0.00133994370015 -4.13669228409e-15
-0.7 -0.747474747475 0 0 -0.00145888367045 -4.37919979672e-15
