Vd Vg Vs Vb Lg Ids Qg  
-0.05 -0.636363636364 0 0 7e-08 -0.000325080329414 -3.26593217442e-15
-0.5 -0.636363636364 0 0 7e-08 -0.00115763764477 -2.18439457414e-15
-0.9 -0.636363636364 0 0 7e-08 -0.00138264353724 -2.47169498196e-15
-0.05 -0.627272727273 0 0 7e-08 -0.000314398013571 -3.01407709838e-15
-0.5 -0.627272727273 0 0 7e-08 -0.00108430810835 -2.05901870952e-15
-0.9 -0.627272727273 0 0 7e-08 -0.00130186951133 -2.34495617333e-15
-0.05 -0.618181818182 0 0 7e-08 -0.000303469558876 -2.77270368323e-15
-0.5 -0.618181818182 0 0 7e-08 -0.00101286218855 -1.93697348042e-15
-0.9 -0.618181818182 0 0 7e-08 -0.00122302560028 -2.2209737717e-15
-0.05 -0.609090909091 0 0 7e-08 -0.000292289322984 -2.54132839053e-15
-0.5 -0.609090909091 0 0 7e-08 -0.000943372868086 -1.81812348842e-15
-0.9 -0.609090909091 0 0 7e-08 -0.00114619944688 -2.09969969091e-15
-0.05 -0.6 0 0 7e-08 -0.000280788076972 -2.31961731758e-15
-0.5 -0.6 0 0 7e-08 -0.000875898880026 -1.70233945725e-15
-0.9 -0.6 0 0 7e-08 -0.00107146474391 -1.9810796674e-15
-0.05 -0.590909090909 0 0 7e-08 -0.000268845806113 -2.10742784195e-15
-0.5 -0.590909090909 0 0 7e-08 -0.00081048905196 -1.58950449315e-15
-0.9 -0.590909090909 0 0 7e-08 -0.000998880714554 -1.86505405101e-15
-0.05 -0.581818181818 0 0 7e-08 -0.000256321595309 -1.90482057062e-15
-0.5 -0.581818181818 0 0 7e-08 -0.000747188379279 -1.47952328592e-15
-0.9 -0.581818181818 0 0 7e-08 -0.000928493013361 -1.75156039705e-15
-0.05 -0.572727272727 0 0 7e-08 -0.000243092665401 -1.71203872898e-15
-0.5 -0.572727272727 0 0 7e-08 -0.000686045215491 -1.37233372877e-15
-0.9 -0.572727272727 0 0 7e-08 -0.000860336399164 -1.64053847124e-15
-0.05 -0.563636363636 0 0 7e-08 -0.000229090488946 -1.52946000581e-15
-0.5 -0.563636363636 0 0 7e-08 -0.000627118468488 -1.26791965631e-15
-0.9 -0.563636363636 0 0 7e-08 -0.000794439303069 -1.53193805903e-15
-0.05 -0.554545454545 0 0 7e-08 -0.000214323222696 -1.35753193711e-15
-0.5 -0.554545454545 0 0 7e-08 -0.000570483356132 -1.16632269314e-15
-0.9 -0.554545454545 0 0 7e-08 -0.000730830024437 -1.42572950105e-15
-0.05 -0.545454545455 0 0 7e-08 -0.000198879648633 -1.19670414173e-15
-0.5 -0.545454545455 0 0 7e-08 -0.000516234288941 -1.06765083147e-15
-0.9 -0.545454545455 0 0 7e-08 -0.000669543789785 -1.32191618367e-15
-0.05 -0.536363636364 0 0 7e-08 -0.00018291704772 -1.04736847511e-15
-0.5 -0.536363636364 0 0 7e-08 -0.000464483898108 -9.72081527317e-16
-0.9 -0.536363636364 0 0 7e-08 -0.000610629440856 -1.22054743976e-15
-0.05 -0.527272727273 0 0 7e-08 -0.000166640333645 -9.09812981412e-16
-0.5 -0.527272727273 0 0 7e-08 -0.000415358026492 -8.79857877486e-16
-0.9 -0.527272727273 0 0 7e-08 -0.000554154271956 -1.12172969703e-15
-0.05 -0.518181818182 0 0 7e-08 -0.000150280563289 -7.84190424731e-16
-0.5 -0.518181818182 0 0 7e-08 -0.00036898740634 -7.91277669233e-16
-0.9 -0.518181818182 0 0 7e-08 -0.00050020567889 -1.02563350789e-15
-0.05 -0.509090909091 0 0 7e-08 -0.000134078184399 -6.7049955199e-16
-0.5 -0.509090909091 0 0 7e-08 -0.000325497465754 -7.06676452186e-16
-0.9 -0.509090909091 0 0 7e-08 -0.000448888851161 -9.32494476472e-16
-0.05 -0.5 0 0 7e-08 -0.000118272153779 -5.68577257928e-16
-0.5 -0.5 0 0 7e-08 -0.000284998013286 -6.26406847993e-16
-0.9 -0.5 0 0 7e-08 -0.000400320597098 -8.4260705539e-16
-0.05 -0.490909090909 0 0 7e-08 -0.000103092634834 -4.78100809763e-16
-0.5 -0.490909090909 0 0 7e-08 -0.000247574369444 -5.50816727673e-16
-0.9 -0.490909090909 0 0 7e-08 -0.000354620268393 -7.56311500496e-16
-0.05 -0.481818181818 0 0 7e-08 -8.87537980177e-05 -3.9859942862e-16
-0.5 -0.481818181818 0 0 7e-08 -0.000213280926976 -4.80228507379e-16
-0.9 -0.481818181818 0 0 7e-08 -0.000311899361028 -6.73975568931e-16
-0.05 -0.472727272727 0 0 7e-08 -7.54444205584e-05 -3.29473368098e-16
-0.5 -0.472727272727 0 0 7e-08 -0.000182137335685 -4.14920810282e-16
-0.9 -0.472727272727 0 0 7e-08 -0.000272251527649 -5.9597340604e-16
-0.05 -0.463636363636 0 0 7e-08 -6.33164538423e-05 -2.70017306088e-16
-0.5 -0.463636363636 0 0 7e-08 -0.000154126795786 -3.55112567696e-16
-0.9 -0.463636363636 0 0 7e-08 -0.000235744413397 -5.2266419305e-16
-0.05 -0.454545454545 0 0 7e-08 -5.2473958169e-05 -2.19444871292e-16
-0.5 -0.454545454545 0 0 7e-08 -0.000129195563264 -3.00948861016e-16
-0.9 -0.454545454545 0 0 7e-08 -0.00020241404975 -4.54372486721e-16
-0.05 -0.445454545455 0 0 7e-08 -4.29656579724e-05 -1.76912755614e-16
-0.5 -0.445454545455 0 0 7e-08 -0.000107252869353 -2.52487891052e-16
-0.9 -0.445454545455 0 0 7e-08 -0.000172261748829 -3.91371056981e-16
-0.05 -0.436363636364 0 0 7e-08 -3.47836122316e-05 -1.41544820974e-16
-0.5 -0.436363636364 0 0 7e-08 -8.81709986158e-05 -2.09689484528e-16
-0.9 -0.436363636364 0 0 7e-08 -0.000145252815395 -3.3386593777e-16
-0.05 -0.427272727273 0 0 7e-08 -2.78686817393e-05 -1.12457240377e-16
-0.5 -0.427272727273 0 0 7e-08 -7.17860142605e-05 -1.72407067334e-16
-0.9 -0.427272727273 0 0 7e-08 -0.000121316167971 -2.81982909352e-16
-0.05 -0.418181818182 0 0 7e-08 -2.21215092397e-05 -8.87845768215e-17
-0.5 -0.418181818182 0 0 7e-08 -5.7900177836e-05 -1.40386161969e-16
-0.9 -0.418181818182 0 0 7e-08 -0.000100344225682 -2.35755071913e-16
-0.05 -0.409090909091 0 0 7e-08 -1.74164175334e-05 -6.97048821753e-17
-0.5 -0.409090909091 0 0 7e-08 -4.62871148014e-05 -1.13272267798e-16
-0.9 -0.409090909091 0 0 7e-08 -8.21930645119e-05 -1.95112452222e-16
-0.05 -0.4 0 0 7e-08 -1.36153706129e-05 -5.44608919808e-17
-0.5 -0.4 0 0 7e-08 -3.67001076379e-05 -9.0629102871e-17
-0.9 -0.4 0 0 7e-08 -6.66835696422e-05 -1.59876081093e-16
-0.05 -0.390909090909 0 0 7e-08 -1.05798019646e-05 -4.23748547744e-17
-0.5 -0.390909090909 0 0 7e-08 -2.88828299553e-05 -7.19652874256e-17
-0.9 -0.390909090909 0 0 7e-08 -5.36047040538e-05 -1.29759721686e-16
-0.05 -0.381818181818 0 0 7e-08 -8.17919965432e-06 -3.28560029195e-17
-0.5 -0.381818181818 0 0 7e-08 -2.25809247438e-05 -5.67650519873e-17
-0.9 -0.381818181818 0 0 7e-08 -4.27197713382e-05 -1.04381616878e-16
-0.05 -0.372727272727 0 0 7e-08 -6.2963375643e-06 -2.54012278339e-17
-0.5 -0.372727272727 0 0 7e-08 -1.75525508751e-05 -4.45177024621e-17
-0.9 -0.372727272727 0 0 7e-08 -3.37756875634e-05 -8.32862469929e-17
-0.05 -0.363636363636 0 0 7e-08 -4.82967673379e-06 -1.95905241153e-17
-0.5 -0.363636363636 0 0 7e-08 -1.35764460753e-05 -3.47415968021e-17
-0.9 -0.363636363636 0 0 7e-08 -2.65141986599e-05 -6.59731557587e-17
-0.05 -0.354545454545 0 0 7e-08 -3.69370927441e-06 -1.5079080543e-17
-0.5 -0.354545454545 0 0 7e-08 -1.04568643086e-05 -2.70004878171e-17
-0.9 -0.354545454545 0 0 7e-08 -2.0683259873e-05 -5.19278943617e-17
-0.05 -0.345454545455 0 0 7e-08 -2.8179989311e-06 -1.15877147005e-17
-0.5 -0.345454545455 0 0 7e-08 -8.02552116332e-06 -2.09121720629e-17
-0.9 -0.345454545455 0 0 7e-08 -1.60467842607e-05 -4.06499924627e-17
-0.05 -0.336363636364 0 0 7e-08 -2.14552510728e-06 -8.89293791647e-18
-0.5 -0.336363636364 0 0 7e-08 -6.14116623571e-06 -1.61507594625e-17
-0.9 -0.336363636364 0 0 7e-08 -1.23915792274e-05 -3.16744000774e-17
-0.05 -0.327272727273 0 0 7e-08 -1.63075919931e-06 -6.8174953865e-18
-0.5 -0.327272727273 0 0 7e-08 -4.68756386304e-06 -1.24444198755e-17
-0.9 -0.327272727273 0 0 7e-08 -9.53113100311e-06 -2.45850543061e-17
-0.05 -0.318181818182 0 0 7e-08 -1.23774433905e-06 -5.22185412388e-18
-0.5 -0.318181818182 0 0 7e-08 -3.57060133212e-06 -9.57040111217e-18
-0.9 -0.318181818182 0 0 7e-08 -7.30658498917e-06 -1.90211035447e-17
-0.05 -0.309090909091 0 0 7e-08 -9.38329825775e-07 -3.99684014602e-18
-0.5 -0.309090909091 0 0 7e-08 -2.71507778282e-06 -7.34875202375e-18
-0.9 -0.309090909091 0 0 7e-08 -5.58563315367e-06 -1.4677386549e-17
-0.05 -0.3 0 0 7e-08 -7.10629605269e-07 -3.05744989843e-18
-0.5 -0.3 0 0 7e-08 -2.06154428781e-06 -5.635751419e-18
-0.9 -0.3 0 0 7e-08 -4.26008664101e-06 -1.13010536012e-17
-0.05 -0.290909090909 0 0 7e-08 -5.37722974152e-07 -2.33775890209e-18
-0.5 -0.290909090909 0 0 7e-08 -1.56341030258e-06 -4.31766021239e-18
-0.9 -0.290909090909 0 0 7e-08 -3.24279933051e-06 -8.68601545621e-18
-0.05 -0.281818181818 0 0 7e-08 -4.06586708229e-07 -1.78680071889e-18
-0.5 -0.281818181818 0 0 7e-08 -1.18441773365e-06 -3.30512372457e-18
-0.9 -0.281818181818 0 0 7e-08 -2.46442836632e-06 -6.66649883906e-18
-0.05 -0.272727272727 0 0 7e-08 -3.07233569106e-07 -1.36527280433e-18
-0.5 -0.272727272727 0 0 7e-08 -8.96509070477e-07 -2.52835371801e-18
-0.9 -0.272727272727 0 0 7e-08 -1.87034156649e-06 -5.11056318419e-18
-0.05 -0.263636363636 0 0 7e-08 -2.32026982466e-07 -1.04292877727e-18
-0.5 -0.263636363636 0 0 7e-08 -6.78072022508e-07 -1.93309816282e-18
-0.9 -0.263636363636 0 0 7e-08 -1.41784068798e-06 -3.91408127807e-18
-0.05 -0.254545454545 0 0 7e-08 -1.75141683742e-07 -7.96529663376e-19
-0.5 -0.254545454545 0 0 7e-08 -5.12520727801e-07 -1.47733982742e-18
-0.9 -0.254545454545 0 0 7e-08 -1.07377040038e-06 -2.995430696e-18
-0.05 -0.245454545455 0 0 7e-08 -1.32142757599e-07 -6.0824383832e-19
-0.5 -0.245454545455 0 0 7e-08 -3.87165118798e-07 -1.12863407601e-18
-0.9 -0.245454545455 0 0 7e-08 -8.1252020677e-07 -2.29097510575e-18
-0.05 -0.236363636364 0 0 7e-08 -9.96592136335e-08 -4.6440323969e-19
-0.5 -0.236363636364 0 0 7e-08 -2.92319721593e-07 -8.61987664565e-19
-0.9 -0.236363636364 0 0 7e-08 -6.14391373194e-07 -1.75131482978e-18
-0.05 -0.227272727273 0 0 7e-08 -7.51321633499e-08 -3.54540092347e-19
-0.5 -0.227272727273 0 0 7e-08 -2.20607150389e-07 -6.58184107318e-19
-0.9 -0.227272727273 0 0 7e-08 -4.64284383933e-07 -1.33823395823e-18
-0.05 -0.218181818182 0 0 7e-08 -5.66213395661e-08 -2.70643067386e-19
-0.5 -0.218181818182 0 0 7e-08 -1.6641739952e-07 -5.0247102352e-19
-0.9 -0.218181818182 0 0 7e-08 -3.5065749527e-07 -1.02224982064e-18
-0.05 -0.209090909091 0 0 7e-08 -4.26569254976e-08 -2.0658422423e-19
-0.5 -0.209090909091 0 0 7e-08 -1.25490303469e-07 -3.83536953795e-19
-0.9 -0.209090909091 0 0 7e-08 -2.64708596343e-07 -7.80667311333e-19
-0.05 -0.2 0 0 7e-08 -3.21263804242e-08 -1.57678343382e-19
-0.5 -0.2 0 0 7e-08 -9.45944660569e-08 -2.92717300489e-19
-0.9 -0.2 0 0 7e-08 -1.997374907e-07 -5.96047020122e-19
-0.05 -0.190909090909 0 0 7e-08 -2.4188179918e-08 -1.20344565941e-19
-0.5 -0.190909090909 0 0 7e-08 -7.12812036776e-08 -2.23380210611e-19
-0.9 -0.190909090909 0 0 7e-08 -1.50651857709e-07 -4.55007038926e-19
-0.05 -0.181818181818 0 0 7e-08 -1.82061836485e-08 -9.18468950011e-20
-0.5 -0.181818181818 0 0 7e-08 -5.36964891169e-08 -1.70452919976e-19
-0.9 -0.181818181818 0 0 7e-08 -1.1358638281e-07 -3.47290555443e-19
-0.05 -0.172727272727 0 0 7e-08 -1.36997691946e-08 -7.00953675746e-20
-0.5 -0.172727272727 0 0 7e-08 -4.04375411217e-08 -1.30057224137e-19
-0.9 -0.172727272727 0 0 7e-08 -8.56102728683e-08 -2.65043194446e-19
-0.05 -0.163636363636 0 0 7e-08 -1.03059891162e-08 -5.34938279893e-20
-0.5 -0.163636363636 0 0 7e-08 -3.04436574272e-08 -9.92294170619e-20
-0.9 -0.163636363636 0 0 7e-08 -6.45033454948e-08 -2.02254701267e-19
-0.05 -0.154545454545 0 0 7e-08 -7.75088084817e-09 -4.08234519322e-20
-0.5 -0.154545454545 0 0 7e-08 -2.29132376371e-08 -7.5705419719e-20
-0.9 -0.154545454545 0 0 7e-08 -4.85850464824e-08 -1.54328679781e-19
-0.05 -0.145454545455 0 0 7e-08 -5.82773399554e-09 -3.11536692641e-20
-0.5 -0.145454545455 0 0 7e-08 -1.72407902042e-08 -5.77561051082e-20
-0.9 -0.145454545455 0 0 7e-08 -3.65841514449e-08 -1.17751676063e-19
-0.05 -0.136363636364 0 0 7e-08 -4.38063990989e-09 -2.37740686839e-20
-0.5 -0.136363636364 0 0 7e-08 -1.29691595405e-08 -4.40612032958e-20
-0.9 -0.136363636364 0 0 7e-08 -2.75396372399e-08 -8.98390737839e-20
-0.05 -0.127272727273 0 0 7e-08 -3.29204771572e-09 -1.81423591096e-20
-0.5 -0.127272727273 0 0 7e-08 -9.75332751689e-09 -3.36128157004e-20
-0.9 -0.127272727273 0 0 7e-08 -2.07253709856e-08 -6.85402191268e-20
-0.05 -0.118181818182 0 0 7e-08 -2.4733564553e-09 -1.3844613093e-20
-0.5 -0.118181818182 0 0 7e-08 -7.33300551412e-09 -2.5641628104e-20
-0.9 -0.118181818182 0 0 7e-08 -1.55929596707e-08 -5.22891202777e-20
-0.05 -0.109090909091 0 0 7e-08 -1.85780624424e-09 -1.05649002719e-20
-0.5 -0.109090909091 0 0 7e-08 -5.51189601785e-09 -1.95605084937e-20
-0.9 -0.109090909091 0 0 7e-08 -1.17284228972e-08 -3.98901552373e-20
-0.05 -0.1 0 0 7e-08 -1.39510920038e-09 -8.06209747228e-21
-0.5 -0.1 0 0 7e-08 -4.1420098272e-09 -1.49214105134e-20
-0.9 -0.1 0 0 7e-08 -8.81937235324e-09 -3.04306369123e-20
-0.05 -0.0909090909091 0 0 7e-08 -1.0473960556e-09 -6.15218217543e-21
-0.5 -0.0909090909091 0 0 7e-08 -3.11181263908e-09 -1.1382453971e-20
-0.9 -0.0909090909091 0 0 7e-08 -6.63016783004e-09 -2.32139589712e-20
-0.05 -0.0818181818182 0 0 7e-08 -7.86157281402e-10 -4.69471437149e-21
-0.5 -0.0818181818182 0 0 7e-08 -2.3372702037e-09 -8.68278589953e-21
-0.9 -0.0818181818182 0 0 7e-08 -4.98312304764e-09 -1.77085008155e-20
-0.05 -0.0727272727273 0 0 7e-08 -5.89935525739e-10 -3.5825171932e-21
-0.5 -0.0727272727273 0 0 7e-08 -1.75508615905e-09 -6.62338746442e-21
-0.9 -0.0727272727273 0 0 7e-08 -3.74429595694e-09 -1.35085908948e-20
-0.05 -0.0636363636364 0 0 7e-08 -4.42585438899e-10 -2.73379998139e-21
-0.5 -0.0636363636364 0 0 7e-08 -1.31759769273e-09 -5.05242285788e-21
-0.9 -0.0636363636364 0 0 7e-08 -2.81275067466e-09 -1.03046913092e-20
-0.05 -0.0545454545455 0 0 7e-08 -3.31961788468e-10 -2.08614606269e-21
-0.5 -0.0545454545455 0 0 7e-08 -9.88923970414e-10 -3.85405724262e-21
-0.9 -0.0545454545455 0 0 7e-08 -2.11244659296e-09 -7.86063130796e-21
-0.05 -0.0454545454545 0 0 7e-08 -2.48930737388e-10 -1.59192412023e-21
-0.5 -0.0454545454545 0 0 7e-08 -7.42060904969e-10 -2.93992306878e-21
-0.9 -0.0454545454545 0 0 7e-08 -1.58611444179e-09 -5.99622658501e-21
-0.05 -0.0363636363636 0 0 7e-08 -1.86624918631e-10 -1.21478609452e-21
-0.5 -0.0363636363636 0 0 7e-08 -5.566903876e-10 -2.24260842984e-21
-0.9 -0.0363636363636 0 0 7e-08 -1.19063434951e-09 -4.57401259061e-21
-0.05 -0.0272727272727 0 0 7e-08 -1.39882328253e-10 -9.26994523078e-22
-0.5 -0.0272727272727 0 0 7e-08 -4.17528873061e-10 -1.71068835506e-21
-0.9 -0.0272727272727 0 0 7e-08 -8.93548730981e-10 -3.48911945892e-21
-0.05 -0.0181818181818 0 0 7e-08 -1.04823807015e-10 -7.07382841983e-22
-0.5 -0.0181818181818 0 0 7e-08 -3.13082801478e-10 -1.30493403844e-21
-0.9 -0.0181818181818 0 0 7e-08 -6.70432290378e-10 -2.66154529992e-21
-0.05 -0.00909090909091 0 0 7e-08 -7.85349474589e-11 -5.39798865943e-22
-0.5 -0.00909090909091 0 0 7e-08 -2.34710939748e-10 -9.95420721403e-22
-0.9 -0.00909090909091 0 0 7e-08 -5.02909050778e-10 -2.03026042827e-21
-0.05 0.0 0 0 7e-08 -5.88267102325e-11 -4.11916870543e-22
-0.5 0.0 0 0 7e-08 -1.75918196057e-10 -7.59321050601e-22
-0.9 0.0 0 0 7e-08 -3.7715771242e-10 -1.54870881538e-21
