Vd Vg Vs Vb Ids  
-0.5 -0.472727272727 0 0 -0.000182137335685
-0.9 -0.472727272727 0 0 -0.000272251527649
-0.05 -0.463636363636 0 0 -6.33164538423e-05
-0.5 -0.463636363636 0 0 -0.000154126795786
-0.9 -0.463636363636 0 0 -0.000235744413397
-0.05 -0.454545454545 0 0 -5.2473958169e-05
-0.5 -0.454545454545 0 0 -0.000129195563264
-0.9 -0.454545454545 0 0 -0.00020241404975
-0.05 -0.445454545455 0 0 -4.29656579724e-05
-0.5 -0.445454545455 0 0 -0.000107252869353
-0.9 -0.445454545455 0 0 -0.000172261748829
-0.05 -0.436363636364 0 0 -3.47836122316e-05
-0.5 -0.436363636364 0 0 -8.81709986158e-05
-0.9 -0.436363636364 0 0 -0.000145252815395
-0.05 -0.427272727273 0 0 -2.78686817393e-05
-0.5 -0.427272727273 0 0 -7.17860142605e-05
-0.9 -0.427272727273 0 0 -0.000121316167971
-0.05 -0.418181818182 0 0 -2.21215092397e-05
-0.5 -0.418181818182 0 0 -5.7900177836e-05
-0.9 -0.418181818182 0 0 -0.000100344225682
-0.05 -0.409090909091 0 0 -1.74164175334e-05
-0.5 -0.409090909091 0 0 -4.62871148014e-05
-0.9 -0.409090909091 0 0 -8.21930645119e-05
-0.05 -0.4 0 0 -1.36153706129e-05
-0.5 -0.4 0 0 -3.67001076379e-05
-0.9 -0.4 0 0 -6.66835696422e-05
-0.05 -0.390909090909 0 0 -1.05798019646e-05
-0.5 -0.390909090909 0 0 -2.88828299553e-05
-0.9 -0.390909090909 0 0 -5.36047040538e-05
-0.05 -0.381818181818 0 0 -8.17919965432e-06
-0.5 -0.381818181818 0 0 -2.25809247438e-05
-0.9 -0.381818181818 0 0 -4.27197713382e-05
-0.05 -0.372727272727 0 0 -6.2963375643e-06
-0.5 -0.372727272727 0 0 -1.75525508751e-05
-0.9 -0.372727272727 0 0 -3.37756875634e-05
-0.05 -0.363636363636 0 0 -4.82967673379e-06
-0.5 -0.363636363636 0 0 -1.35764460753e-05
-0.9 -0.363636363636 0 0 -2.65141986599e-05
-0.05 -0.354545454545 0 0 -3.69370927441e-06
-0.5 -0.354545454545 0 0 -1.04568643086e-05
-0.9 -0.354545454545 0 0 -2.0683259873e-05
-0.05 -0.345454545455 0 0 -2.8179989311e-06
-0.5 -0.345454545455 0 0 -8.02552116332e-06
-0.9 -0.345454545455 0 0 -1.60467842607e-05
-0.05 -0.336363636364 0 0 -2.14552510728e-06
-0.5 -0.336363636364 0 0 -6.14116623571e-06
-0.9 -0.336363636364 0 0 -1.23915792274e-05
-0.05 -0.327272727273 0 0 -1.63075919931e-06
-0.5 -0.327272727273 0 0 -4.68756386304e-06
-0.9 -0.327272727273 0 0 -9.53113100311e-06
-0.05 -0.318181818182 0 0 -1.23774433905e-06
-0.5 -0.318181818182 0 0 -3.57060133212e-06
-0.9 -0.318181818182 0 0 -7.30658498917e-06
-0.05 -0.309090909091 0 0 -9.38329825775e-07
-0.5 -0.309090909091 0 0 -2.71507778282e-06
-0.9 -0.309090909091 0 0 -5.58563315367e-06
-0.05 -0.3 0 0 -7.10629605269e-07
-0.5 -0.3 0 0 -2.06154428781e-06
-0.9 -0.3 0 0 -4.26008664101e-06
-0.05 -0.290909090909 0 0 -5.37722974152e-07
-0.5 -0.290909090909 0 0 -1.56341030258e-06
-0.9 -0.290909090909 0 0 -3.24279933051e-06
-0.05 -0.281818181818 0 0 -4.06586708229e-07
-0.5 -0.281818181818 0 0 -1.18441773365e-06
-0.9 -0.281818181818 0 0 -2.46442836632e-06
-0.05 -0.272727272727 0 0 -3.07233569106e-07
-0.5 -0.272727272727 0 0 -8.96509070477e-07
-0.9 -0.272727272727 0 0 -1.87034156649e-06
-0.05 -0.263636363636 0 0 -2.32026982466e-07
-0.5 -0.263636363636 0 0 -6.78072022508e-07
-0.9 -0.263636363636 0 0 -1.41784068798e-06
-0.05 -0.254545454545 0 0 -1.75141683742e-07
-0.5 -0.254545454545 0 0 -5.12520727801e-07
-0.9 -0.254545454545 0 0 -1.07377040038e-06
-0.05 -0.245454545455 0 0 -1.32142757599e-07
-0.5 -0.245454545455 0 0 -3.87165118798e-07
-0.9 -0.245454545455 0 0 -8.1252020677e-07
-0.05 -0.236363636364 0 0 -9.96592136335e-08
-0.5 -0.236363636364 0 0 -2.92319721593e-07
-0.9 -0.236363636364 0 0 -6.14391373194e-07
-0.05 -0.227272727273 0 0 -7.51321633499e-08
-0.5 -0.227272727273 0 0 -2.20607150389e-07
-0.9 -0.227272727273 0 0 -4.64284383933e-07
-0.05 -0.218181818182 0 0 -5.66213395661e-08
-0.5 -0.218181818182 0 0 -1.6641739952e-07
-0.9 -0.218181818182 0 0 -3.5065749527e-07
-0.05 -0.209090909091 0 0 -4.26569254976e-08
-0.5 -0.209090909091 0 0 -1.25490303469e-07
-0.9 -0.209090909091 0 0 -2.64708596343e-07
-0.05 -0.2 0 0 -3.21263804242e-08
-0.5 -0.2 0 0 -9.45944660569e-08
-0.9 -0.2 0 0 -1.997374907e-07
-0.05 -0.190909090909 0 0 -2.4188179918e-08
-0.5 -0.190909090909 0 0 -7.12812036776e-08
-0.9 -0.190909090909 0 0 -1.50651857709e-07
-0.05 -0.181818181818 0 0 -1.82061836485e-08
-0.5 -0.181818181818 0 0 -5.36964891169e-08
-0.9 -0.181818181818 0 0 -1.1358638281e-07
-0.05 -0.172727272727 0 0 -1.36997691946e-08
-0.5 -0.172727272727 0 0 -4.04375411217e-08
-0.9 -0.172727272727 0 0 -8.56102728683e-08
-0.05 -0.163636363636 0 0 -1.03059891162e-08
-0.5 -0.163636363636 0 0 -3.04436574272e-08
-0.9 -0.163636363636 0 0 -6.45033454948e-08
-0.05 -0.154545454545 0 0 -7.75088084817e-09
-0.5 -0.154545454545 0 0 -2.29132376371e-08
-0.9 -0.154545454545 0 0 -4.85850464824e-08
-0.05 -0.145454545455 0 0 -5.82773399554e-09
-0.5 -0.145454545455 0 0 -1.72407902042e-08
-0.9 -0.145454545455 0 0 -3.65841514449e-08
-0.05 -0.136363636364 0 0 -4.38063990989e-09
-0.5 -0.136363636364 0 0 -1.29691595405e-08
-0.9 -0.136363636364 0 0 -2.75396372399e-08
-0.05 -0.127272727273 0 0 -3.29204771572e-09
-0.5 -0.127272727273 0 0 -9.75332751689e-09
-0.9 -0.127272727273 0 0 -2.07253709856e-08
-0.05 -0.118181818182 0 0 -2.4733564553e-09
-0.5 -0.118181818182 0 0 -7.33300551412e-09
-0.9 -0.118181818182 0 0 -1.55929596707e-08
-0.05 -0.109090909091 0 0 -1.85780624424e-09
-0.5 -0.109090909091 0 0 -5.51189601785e-09
-0.9 -0.109090909091 0 0 -1.17284228972e-08
-0.05 -0.1 0 0 -1.39510920038e-09
-0.5 -0.1 0 0 -4.1420098272e-09
-0.9 -0.1 0 0 -8.81937235324e-09
-0.05 -0.0909090909091 0 0 -1.0473960556e-09
-0.5 -0.0909090909091 0 0 -3.11181263908e-09
-0.9 -0.0909090909091 0 0 -6.63016783004e-09
-0.05 -0.0818181818182 0 0 -7.86157281402e-10
-0.5 -0.0818181818182 0 0 -2.3372702037e-09
-0.9 -0.0818181818182 0 0 -4.98312304764e-09
-0.05 -0.0727272727273 0 0 -5.89935525739e-10
-0.5 -0.0727272727273 0 0 -1.75508615905e-09
-0.9 -0.0727272727273 0 0 -3.74429595694e-09
-0.05 -0.0636363636364 0 0 -4.42585438899e-10
-0.5 -0.0636363636364 0 0 -1.31759769273e-09
-0.9 -0.0636363636364 0 0 -2.81275067466e-09
-0.05 -0.0545454545455 0 0 -3.31961788468e-10
-0.5 -0.0545454545455 0 0 -9.88923970414e-10
-0.9 -0.0545454545455 0 0 -2.11244659296e-09
-0.05 -0.0454545454545 0 0 -2.48930737388e-10
-0.5 -0.0454545454545 0 0 -7.42060904969e-10
-0.9 -0.0454545454545 0 0 -1.58611444179e-09
-0.05 -0.0363636363636 0 0 -1.86624918631e-10
-0.5 -0.0363636363636 0 0 -5.566903876e-10
-0.9 -0.0363636363636 0 0 -1.19063434951e-09
-0.05 -0.0272727272727 0 0 -1.39882328253e-10
-0.5 -0.0272727272727 0 0 -4.17528873061e-10
-0.9 -0.0272727272727 0 0 -8.93548730981e-10
-0.05 -0.0181818181818 0 0 -1.04823807015e-10
-0.5 -0.0181818181818 0 0 -3.13082801478e-10
-0.9 -0.0181818181818 0 0 -6.70432290378e-10
-0.05 -0.00909090909091 0 0 -7.85349474589e-11
-0.5 -0.00909090909091 0 0 -2.34710939748e-10
-0.9 -0.00909090909091 0 0 -5.02909050778e-10
-0.05 0.0 0 0 -5.88267102325e-11
-0.5 0.0 0 0 -1.75918196057e-10
-0.9 0.0 0 0 -3.7715771242e-10
