Vd Vg Vs Vb Id Lg Ig  
-0.5 -0.158 0.0 0.0 -3.15742E-008 70e-9 -9.67E-012 
-0.5 -0.144 0.0 0.0 -1.94476E-008 70e-9 -5.44E-012 
-0.5 -0.13 0.0 0.0 -1.24362E-008 70e-9 6.28E-012 
-0.5 -0.116 0.0 0.0 -0.000000008 70e-9 -1.02E-011 
-0.5 -0.102 0.0 0.0 -5.0849E-009 70e-9 -9.41E-012 
-0.5 -0.088 0.0 0.0 -3.2182E-009 70e-9 -1.042E-011 
-0.5 -0.074 0.0 0.0 -0.000000002 70e-9 -1.009E-011 
-0.5 -0.06 0.0 0.0 -1.2791E-009 70e-9 -1.021E-011 
-0.5 -0.046 0.0 0.0 -7.9502E-010 70e-9 -3.92E-012 
-0.5 -0.032 0.0 0.0 -5.044E-010 70e-9 -2.51E-012 
-0.5 -0.018 0.0 0.0 -3.227E-010 70e-9 -4.58E-012 
-0.5 -0.004 0.0 0.0 -2.1003E-010 70e-9 -3.48E-012 
-0.5 0.01 0.0 0.0 -1.3726E-010 70e-9 -4.59E-012 
-0.5 0.024 0.0 0.0 -9.194E-011 70e-9 -4.85E-012 
-0.5 0.038 0.0 0.0 -6.345E-011 70e-9 -4.92E-012 
-0.5 0.052 0.0 0.0 -4.659E-011 70e-9 -6.24E-012 
-0.5 0.066 0.0 0.0 -3.46E-011 70e-9 -5.57E-012 
-0.5 0.08 0.0 0.0 -2.764E-011 70e-9 -7.05E-012 
-0.5 0.094 0.0 0.0 -2.292E-011 70e-9 -6.46E-012 
-0.5 0.108 0.0 0.0 -1.98E-011 70e-9 -7.15E-012 
-0.5 0.122 0.0 0.0 -1.816E-011 70e-9 -8.21E-012 
-0.5 0.136 0.0 0.0 -1.652E-011 70e-9 -7.73E-012 
-0.5 0.15 0.0 0.0 -1.524E-011 70e-9 -7.4E-012 
-0.5 0.164 0.0 0.0 -1.426E-011 70e-9 -7.66E-012 
-0.5 0.178 0.0 0.0 -1.461E-011 70e-9 -7.27E-012 
-0.5 0.192 0.0 0.0 -1.442E-011 70e-9 -5.3E-012 
-0.5 0.206 0.0 0.0 -1.438E-011 70e-9 -5.5E-012 
-0.5 0.22 0.0 0.0 -1.49E-011 70e-9 -6.4E-012 
-0.5 0.234 0.0 0.0 -1.392E-011 70e-9 -6.36E-012 
-0.5 0.248 0.0 0.0 -1.388E-011 70e-9 -7.06E-012 
-0.5 0.262 0.0 0.0 -1.468E-011 70e-9 -3.51E-012 
-0.5 0.276 0.0 0.0 -1.444E-011 70e-9 -3.98E-012 
-0.5 0.29 0.0 0.0 -1.52E-011 70e-9 -4.72E-012 
-0.5 0.304 0.0 0.0 -1.568E-011 70e-9 -4.69E-012 
-0.5 0.318 0.0 0.0 -1.551E-011 70e-9 -6.36E-012 
-0.5 0.332 0.0 0.0 -1.534E-011 70e-9 -5.55E-012 
-0.5 0.346 0.0 0.0 -1.54E-011 70e-9 -6.35E-012 
-0.5 0.36 0.0 0.0 -1.607E-011 70e-9 -3.72E-012 
-0.5 0.374 0.0 0.0 -1.654E-011 70e-9 -3.14E-012 
-0.5 0.388 0.0 0.0 -1.669E-011 70e-9 -4.73E-012 
-0.5 0.402 0.0 0.0 -1.649E-011 70e-9 -3.81E-012 
-0.5 0.416 0.0 0.0 -1.581E-011 70e-9 -4.53E-012 
-0.5 0.43 0.0 0.0 -1.613E-011 70e-9 -4.52E-012 
-0.5 0.444 0.0 0.0 -1.597E-011 70e-9 -4.78E-012 
-0.5 0.458 0.0 0.0 -1.601E-011 70e-9 -4.33E-012 
-0.5 0.472 0.0 0.0 -1.542E-011 70e-9 -4.9E-012 
-0.5 0.486 0.0 0.0 -1.428E-011 70e-9 -4.05E-012 
-0.5 0.5 0.0 0.0 -1.252E-011 70e-9 -4.42E-012 
-0.9 0.5 0.0 0.0 -1.0367E-010 70e-9 5.735E-011 
-0.9 0.486 0.0 0.0 -5.728E-011 70e-9 5.409E-011 
-0.9 0.472 0.0 0.0 -5.359E-011 70e-9 5.189E-011 
-0.9 0.458 0.0 0.0 -5.112E-011 70e-9 4.766E-011 
-0.9 0.444 0.0 0.0 -4.747E-011 70e-9 4.318E-011 
-0.9 0.43 0.0 0.0 -4.624E-011 70e-9 4.035E-011 
-0.9 0.416 0.0 0.0 -5.53E-011 70e-9 3.496E-011 
-0.9 0.402 0.0 0.0 -6.095E-011 70e-9 2.893E-011 
-0.9 0.388 0.0 0.0 -5.793E-011 70e-9 2.558E-011 
-0.9 0.374 0.0 0.0 -5.663E-011 70e-9 2.303E-011 
-0.9 0.36 0.0 0.0 -5.336E-011 70e-9 2.068E-011 
-0.9 0.346 0.0 0.0 -5.164E-011 70e-9 1.869E-011 
-0.9 0.332 0.0 0.0 -4.984E-011 70e-9 1.626E-011 
-0.9 0.318 0.0 0.0 -4.782E-011 70e-9 1.516E-011 
-0.9 0.304 0.0 0.0 -4.587E-011 70e-9 1.365E-011 
-0.9 0.29 0.0 0.0 -4.408E-011 70e-9 1.136E-011 
-0.9 0.276 0.0 0.0 -4.488E-011 70e-9 9.19E-012 
-0.9 0.262 0.0 0.0 -4.356E-011 70e-9 7.11E-012 
-0.9 0.248 0.0 0.0 -4.358E-011 70e-9 5.5E-012 
-0.9 0.234 0.0 0.0 -4.357E-011 70e-9 4.37E-012 
-0.9 0.22 0.0 0.0 -4.377E-011 70e-9 2.17E-012 
-0.9 0.206 0.0 0.0 -4.192E-011 70e-9 1.21E-012 
-0.9 0.192 0.0 0.0 -4.165E-011 70e-9 1E-014 
-0.9 0.178 0.0 0.0 -4.224E-011 70e-9 -2.9E-013 
-0.9 0.164 0.0 0.0 -4.254E-011 70e-9 -7.6E-013 
-0.9 0.15 0.0 0.0 -4.179E-011 70e-9 -2.32E-012 
-0.9 0.136 0.0 0.0 -4.243E-011 70e-9 -3.1E-012 
-0.9 0.122 0.0 0.0 -4.284E-011 70e-9 -3.59E-012 
-0.9 0.108 0.0 0.0 -4.545E-011 70e-9 -4.23E-012 
-0.9 0.094 0.0 0.0 -5.236E-011 70e-9 -5.19E-012 
-0.9 0.08 0.0 0.0 -6.45E-011 70e-9 -3.9E-012 
-0.9 0.066 0.0 0.0 -8.267E-011 70e-9 -5.16E-012 
-0.9 0.052 0.0 0.0 -1.0985E-010 70e-9 -4.15E-012 
-0.9 0.038 0.0 0.0 -1.4846E-010 70e-9 -4.23E-012 
-0.9 0.024 0.0 0.0 -2.2139E-010 70e-9 -4.92E-012 
-0.9 0.01 0.0 0.0 -3.3948E-010 70e-9 -4.7E-012 
-0.9 -0.004 0.0 0.0 -5.2111E-010 70e-9 -4.04E-012 
-0.9 -0.018 0.0 0.0 -8.1566E-010 70e-9 -4.22E-012 
-0.9 -0.032 0.0 0.0 -1.2299E-009 70e-9 5.7E-013 
-0.9 -0.046 0.0 0.0 -1.9067E-009 70e-9 3.5E-013 
-0.9 -0.06 0.0 0.0 -0.000000003 70e-9 1.1E-013 
-0.9 -0.074 0.0 0.0 -4.6533E-009 70e-9 1.14E-012 
-0.9 -0.088 0.0 0.0 -7.2755E-009 70e-9 2.1E-013 
-0.9 -0.102 0.0 0.0 -1.14178E-008 70e-9 2.58E-012 
-0.9 -0.116 0.0 0.0 -1.867E-008 70e-9 8.48E-012 
-0.9 -0.13 0.0 0.0 -3.07388E-008 70e-9 4.79E-012 
-0.9 -0.144 0.0 0.0 -4.751E-008 70e-9 -3.59E-012 
-0.9 -0.158 0.0 0.0 -6.97614E-008 70e-9 -5.85E-012 
-0.9 -0.172 0.0 0.0 -1.1512E-007 70e-9 7.85E-012 
-0.9 -0.186 0.0 0.0 -1.6978E-007 70e-9 4.48E-012 
-0.9 -0.2 0.0 0.0 -2.5486E-007 70e-9 5.8E-013 
-0.9 -0.214 0.0 0.0 -3.859E-007 70e-9 -3.14E-012 
-0.9 -0.228 0.0 0.0 -5.8872E-007 70e-9 -5.76E-012 
-0.9 -0.242 0.0 0.0 -8.9858E-007 70e-9 -6E-012 
-0.9 -0.256 0.0 0.0 -1.4329E-006 70e-9 5.8E-012 
-0.9 -0.27 0.0 0.0 -2.1058E-006 70e-9 1.45E-012 
-0.9 -0.284 0.0 0.0 -3.0994E-006 70e-9 -2.27E-012 
-0.9 -0.298 0.0 0.0 -0.000004562 70e-9 -4.24E-012 
-0.9 -0.312 0.0 0.0 -6.6715E-006 70e-9 -5.59E-012 
-0.9 -0.326 0.0 0.0 -9.6679E-006 70e-9 -6.09E-012 
-0.9 -0.34 0.0 0.0 -0.000013906 70e-9 -5.87E-012 
-0.9 -0.354 0.0 0.0 -0.000019822 70e-9 -6.48E-012 
-0.9 -0.368 0.0 0.0 -0.000028548 70e-9 -6.67E-012 
-0.9 -0.382 0.0 0.0 -0.000040114 70e-9 -3.52E-012 
-0.9 -0.396 0.0 0.0 -0.000055676 70e-9 2.7E-013 
-0.9 -0.41 0.0 0.0 -0.000075238 70e-9 3.88E-012 
-0.9 -0.424 0.0 0.0 -0.000099552 70e-9 5.7E-012 
-0.9 -0.438 0.0 0.0 -0.00012066 70e-9 -4.55E-012 
-0.9 -0.452 0.0 0.0 -0.00015396 70e-9 -7.91E-012 
-0.9 -0.466 0.0 0.0 -0.00019458 70e-9 -8.78E-012 
-0.9 -0.48 0.0 0.0 -0.00024282 70e-9 -8.95E-012 
-0.9 -0.494 0.0 0.0 -0.00030384 70e-9 -7.64E-012 
-0.9 -0.508 0.0 0.0 -0.00037196 70e-9 -5.38E-012 
-0.9 -0.522 0.0 0.0 -0.00045066 70e-9 -2E-012 
-0.9 -0.536 0.0 0.0 -0.0005341 70e-9 2.29E-012 
-0.9 -0.55 0.0 0.0 -0.00062528 70e-9 3.84E-012 
-0.9 -0.564 0.0 0.0 -0.00071864 70e-9 3.89E-012 
-0.9 -0.578 0.0 0.0 -0.0008139 70e-9 1.66E-012 
-0.9 -0.592 0.0 0.0 -0.00091548 70e-9 -2.75E-012 
-0.9 -0.606 0.0 0.0 -0.00102764 70e-9 -7.18E-012 
-0.9 -0.62 0.0 0.0 -0.0011776 70e-9 2.33E-012 
-0.9 -0.634 0.0 0.0 -0.0012892 70e-9 -1.07E-012 
-0.9 -0.648 0.0 0.0 -0.0014164 70e-9 -6.66E-012 
-0.9 -0.662 0.0 0.0 -0.0015484 70e-9 -1.119E-011 
-0.9 -0.676 0.0 0.0 -0.0016922 70e-9 -1.188E-011 
-0.9 -0.69 0.0 0.0 -0.001842 70e-9 -1.234E-011 
-0.9 -0.704 0.0 0.0 -0.0020076 70e-9 -1.334E-011 
-0.9 -0.718 0.0 0.0 -0.002161 70e-9 -1.281E-011 
-0.9 -0.732 0.0 0.0 -0.0023292 70e-9 -1.316E-011 
-0.9 -0.746 0.0 0.0 -0.0025016 70e-9 -1.116E-011 
-0.9 -0.76 0.0 0.0 -0.0026788 70e-9 -7.31E-012 
-0.9 -0.774 0.0 0.0 -0.0028508 70e-9 -5.74E-012 
-0.9 -0.788 0.0 0.0 -0.0030204 70e-9 -3.42E-012 
-0.9 -0.802 0.0 0.0 -0.0031892 70e-9 -3.12E-012 
-0.9 -0.816 0.0 0.0 -0.0033352 70e-9 -6.53E-012 
-0.9 -0.83 0.0 0.0 -0.0034892 70e-9 -1.075E-011 
-0.9 -0.844 0.0 0.0 -0.0036602 70e-9 -1.47E-011 
-0.9 -0.858 0.0 0.0 -0.0038258 70e-9 -1.93E-011 
-0.9 -0.872 0.0 0.0 -0.003992 70e-9 -2.122E-011 
-0.9 -0.886 0.0 0.0 -0.0041778 70e-9 -2.252E-011 
-0.9 -0.9 0.0 0.0 -0.0043366 70e-9 -2.173E-011 
-0.9 -0.9 0.0 0.0 -0.0043468 70e-9 -1.333E-011 
-0.9 -0.886 0.0 0.0 -0.0041852 70e-9 -1.724E-011 
-0.9 -0.872 0.0 0.0 -0.0039908 70e-9 -1.825E-011 
-0.9 -0.858 0.0 0.0 -0.0038178 70e-9 -1.989E-011 
-0.9 -0.844 0.0 0.0 -0.0036492 70e-9 -1.748E-011 
-0.9 -0.83 0.0 0.0 -0.0034826 70e-9 -1.691E-011 
-0.9 -0.816 0.0 0.0 -0.0033338 70e-9 -1.412E-011 
-0.9 -0.802 0.0 0.0 -0.0031678 70e-9 -9.69E-012 
-0.9 -0.788 0.0 0.0 -0.003012 70e-9 -5.43E-012 
-0.9 -0.774 0.0 0.0 -0.0028416 70e-9 -6.5E-013 
-0.9 -0.76 0.0 0.0 -0.0026436 70e-9 -1.8E-012 
-0.9 -0.746 0.0 0.0 -0.0024704 70e-9 -5.7E-012 
-0.9 -0.732 0.0 0.0 -0.002298 70e-9 -8.92E-012 
-0.9 -0.718 0.0 0.0 -0.0021384 70e-9 -1.207E-011 
-0.9 -0.704 0.0 0.0 -0.0019794 70e-9 -1.247E-011 
-0.9 -0.69 0.0 0.0 -0.0018378 70e-9 -1.237E-011 
-0.9 -0.676 0.0 0.0 -0.0016892 70e-9 -1.104E-011 
-0.9 -0.662 0.0 0.0 -0.0015512 70e-9 -9.21E-012 
-0.9 -0.648 0.0 0.0 -0.0014112 70e-9 -9.55E-012 
-0.9 -0.634 0.0 0.0 -0.0012866 70e-9 -7.02E-012 
-0.9 -0.62 0.0 0.0 -0.0011676 70e-9 -2.99E-012 
-0.9 -0.606 0.0 0.0 -0.0010482 70e-9 1.45E-012 
-0.9 -0.592 0.0 0.0 -0.00089286 70e-9 -1.123E-011 
-0.9 -0.578 0.0 0.0 -0.00078922 70e-9 -9.83E-012 
-0.9 -0.564 0.0 0.0 -0.00069738 70e-9 -7.37E-012 
-0.9 -0.55 0.0 0.0 -0.0006082 70e-9 -3.37E-012 
-0.9 -0.536 0.0 0.0 -0.00052574 70e-9 1.27E-012 
-0.9 -0.522 0.0 0.0 -0.00044738 70e-9 4.85E-012 
-0.9 -0.508 0.0 0.0 -0.00037324 70e-9 7.8E-012 
-0.9 -0.494 0.0 0.0 -0.00030444 70e-9 6.35E-012 
-0.9 -0.48 0.0 0.0 -0.0002411 70e-9 2.44E-012 
-0.9 -0.466 0.0 0.0 -0.0001905 70e-9 -2.62E-012 
-0.9 -0.452 0.0 0.0 -0.00014798 70e-9 -6.44E-012 
-0.9 -0.438 0.0 0.0 -0.00011468 70e-9 -8.04E-012 
-0.9 -0.424 0.0 0.0 -0.000093298 70e-9 5.9E-012 
-0.9 -0.41 0.0 0.0 -0.000068444 70e-9 1.88E-012 
-0.9 -0.396 0.0 0.0 -0.000050126 70e-9 -3.11E-012 
-0.9 -0.382 0.0 0.0 -0.000036586 70e-9 -6.86E-012 
-0.9 -0.368 0.0 0.0 -0.000026352 70e-9 -7.08E-012 
-0.9 -0.354 0.0 0.0 -0.000018702 70e-9 -7.36E-012 
-0.9 -0.34 0.0 0.0 -0.000013332 70e-9 -6.41E-012 
-0.9 -0.326 0.0 0.0 -9.3532E-006 70e-9 2.4E-013 
-0.9 -0.312 0.0 0.0 -6.3742E-006 70e-9 -3.59E-012 
-0.9 -0.298 0.0 0.0 -4.3119E-006 70e-9 -5.07E-012 
-0.9 -0.284 0.0 0.0 -0.000002893 70e-9 -6.47E-012 
-0.9 -0.27 0.0 0.0 -1.9315E-006 70e-9 -7.84E-012 
-0.9 -0.256 0.0 0.0 -0.000001283 70e-9 -7.23E-012 
-0.9 -0.242 0.0 0.0 -9.5166E-007 70e-9 1.006E-011 
-0.9 -0.228 0.0 0.0 -0.000000596 70e-9 8.33E-012 
-0.9 -0.214 0.0 0.0 -3.7416E-007 70e-9 2.56E-012 
-0.9 -0.2 0.0 0.0 -2.3542E-007 70e-9 -2.07E-012 
-0.9 -0.186 0.0 0.0 -0.000000151 70e-9 -4.86E-012 
-0.9 -0.172 0.0 0.0 -1.076932E-007 70e-9 -3.67E-012 
-0.9 -0.158 0.0 0.0 -6.4406E-008 70e-9 -7.03E-012 
-0.9 -0.144 0.0 0.0 -4.03658E-008 70e-9 -1.77E-012 
-0.9 -0.13 0.0 0.0 -2.71588E-008 70e-9 9.99E-012 
-0.9 -0.116 0.0 0.0 -1.8566E-008 70e-9 6.17E-012 
-0.9 -0.102 0.0 0.0 -1.1755E-008 70e-9 -2.09E-012 
-0.9 -0.088 0.0 0.0 -7.4149E-009 70e-9 8.64E-012 
-0.9 -0.074 0.0 0.0 -4.7653E-009 70e-9 8.63E-012 
-0.9 -0.06 0.0 0.0 -0.000000003 70e-9 8.7E-012 
-0.9 -0.046 0.0 0.0 -1.9236E-009 70e-9 9.04E-012 
-0.9 -0.032 0.0 0.0 -1.2153E-009 70e-9 8.33E-012 
-0.9 -0.018 0.0 0.0 -7.7327E-010 70e-9 1.16E-012 
-0.9 -0.004 0.0 0.0 -4.806E-010 70e-9 1.9E-013 
-0.9 0.01 0.0 0.0 -2.9845E-010 70e-9 1.61E-012 
-0.9 0.024 0.0 0.0 -1.8072E-010 70e-9 1.98E-012 
-0.9 0.038 0.0 0.0 -1.0574E-010 70e-9 1.79E-012 
-0.9 0.052 0.0 0.0 -5.873E-011 70e-9 2.96E-012 
-0.9 0.066 0.0 0.0 -2.883E-011 70e-9 3.75E-012 
-0.9 0.08 0.0 0.0 -1.091E-011 70e-9 4.78E-012 
-0.9 0.094 0.0 0.0 -1.1E-013 70e-9 6.02E-012 
-0.9 0.108 0.0 0.0 6.72E-012 70e-9 6.07E-012 
-0.9 0.122 0.0 0.0 1.217E-011 70e-9 7.07E-012 
-0.9 0.136 0.0 0.0 1.512E-011 70e-9 7.1E-012 
-0.9 0.15 0.0 0.0 1.656E-011 70e-9 8.09E-012 
-0.9 0.164 0.0 0.0 1.547E-011 70e-9 9.97E-012 
-0.9 0.178 0.0 0.0 1.555E-011 70e-9 1.04E-011 
-0.9 0.192 0.0 0.0 1.393E-011 70e-9 1.217E-011 
-0.9 0.206 0.0 0.0 1.158E-011 70e-9 1.262E-011 
-0.9 0.22 0.0 0.0 1.05E-011 70e-9 1.317E-011 
-0.9 0.234 0.0 0.0 8.53E-012 70e-9 1.49E-011 
-0.9 0.248 0.0 0.0 3.69E-012 70e-9 1.649E-011 
-0.9 0.262 0.0 0.0 1.79E-012 70e-9 1.69E-011 
-0.9 0.276 0.0 0.0 -3.35E-012 70e-9 1.778E-011 
-0.9 0.29 0.0 0.0 -9.06E-012 70e-9 1.885E-011 
-0.9 0.304 0.0 0.0 -2.454E-011 70e-9 1.905E-011 
-0.9 0.318 0.0 0.0 -2.22E-011 70e-9 2.084E-011 
-0.9 0.332 0.0 0.0 -2.629E-011 70e-9 2.212E-011 
-0.9 0.346 0.0 0.0 -2.96E-011 70e-9 2.435E-011 
-0.9 0.36 0.0 0.0 -3.628E-011 70e-9 2.556E-011 
-0.9 0.374 0.0 0.0 -4.141E-011 70e-9 2.684E-011 
-0.9 0.388 0.0 0.0 -4.67E-011 70e-9 2.861E-011 
-0.9 0.402 0.0 0.0 -5.125E-011 70e-9 3.109E-011 
-0.9 0.416 0.0 0.0 -5.644E-011 70e-9 3.3E-011 
-0.9 0.43 0.0 0.0 -6.204E-011 70e-9 3.339E-011 
-0.9 0.444 0.0 0.0 -6.75E-011 70e-9 3.612E-011 
-0.9 0.458 0.0 0.0 -7.07E-011 70e-9 3.911E-011 
-0.9 0.472 0.0 0.0 -7.7E-011 70e-9 4.173E-011 
-0.9 0.486 0.0 0.0 -8.199E-011 70e-9 4.403E-011 
-0.9 0.5 0.0 0.0 -8.91E-011 70e-9 4.82E-011 
