Vd Vg Vs Vb Lg Ids Qg  
-0.05 -0.636363636364 0 0 7e-08 -0.00033152785121 -2.66579279235e-15
-0.5 -0.636363636364 0 0 7e-08 -0.00115049283473 -1.81740501018e-15
-0.9 -0.636363636364 0 0 7e-08 -0.00137835877415 -2.0324206647e-15
-0.05 -0.627272727273 0 0 7e-08 -0.00032001221968 -2.47414869241e-15
-0.5 -0.627272727273 0 0 7e-08 -0.0010754455801 -1.7211338201e-15
-0.9 -0.627272727273 0 0 7e-08 -0.00129595512586 -1.93764191671e-15
-0.05 -0.618181818182 0 0 7e-08 -0.000307958262981 -2.2886107422e-15
-0.5 -0.618181818182 0 0 7e-08 -0.00100237833653 -1.6264997417e-15
-0.9 -0.618181818182 0 0 7e-08 -0.00121553097349 -1.84393932315e-15
-0.05 -0.609090909091 0 0 7e-08 -0.000295364721011 -2.10925628675e-15
-0.5 -0.609090909091 0 0 7e-08 -0.0009313932495 -1.53348865608e-15
-0.9 -0.609090909091 0 0 7e-08 -0.00113717347891 -1.75132998883e-15
-0.05 -0.6 0 0 7e-08 -0.000282227378942 -1.93620865788e-15
-0.5 -0.6 0 0 7e-08 -0.000862588345425 -1.44210005532e-15
-0.9 -0.6 0 0 7e-08 -0.00106096703037 -1.65983650035e-15
-0.05 -0.590909090909 0 0 7e-08 -0.00026854433772 -1.76964197025e-15
-0.5 -0.590909090909 0 0 7e-08 -0.000796058349847 -1.35234897597e-15
-0.9 -0.590909090909 0 0 7e-08 -0.000986993334395 -1.56948819346e-15
-0.05 -0.581818181818 0 0 7e-08 -0.000254322906102 -1.60978035691e-15
-0.5 -0.581818181818 0 0 7e-08 -0.000731895520136 -1.26426831677e-15
-0.9 -0.581818181818 0 0 7e-08 -0.00091533171239 -1.48032279094e-15
-0.05 -0.572727272727 0 0 7e-08 -0.000239586805041 -1.45689142753e-15
-0.5 -0.572727272727 0 0 7e-08 -0.000670190355473 -1.1779114271e-15
-0.9 -0.572727272727 0 0 7e-08 -0.00084605958055 -1.39238843393e-15
-0.05 -0.563636363636 0 0 7e-08 -0.000224382177001 -1.31127466038e-15
-0.5 -0.563636363636 0 0 7e-08 -0.000611032016925 -1.09335477821e-15
-0.9 -0.563636363636 0 0 7e-08 -0.000779253049429 -1.30574609097e-15
-0.05 -0.554545454545 0 0 7e-08 -0.000208781176028 -1.17324607335e-15
-0.5 -0.554545454545 0 0 7e-08 -0.000554508283554 -1.01070045893e-15
-0.9 -0.554545454545 0 0 7e-08 -0.000714987533782 -1.22047227507e-15
-0.05 -0.545454545455 0 0 7e-08 -0.00019288260326 -1.04312066152e-15
-0.5 -0.545454545455 0 0 7e-08 -0.000500704895489 -9.30078182757e-16
-0.9 -0.545454545455 0 0 7e-08 -0.00065333822177 -1.13666193208e-15
-0.05 -0.536363636364 0 0 7e-08 -0.000176809882246 -9.21193779514e-16
-0.5 -0.536363636364 0 0 7e-08 -0.000449704194631 -8.51646470221e-16
-0.9 -0.536363636364 0 0 7e-08 -0.000594380227069 -1.05443129163e-15
-0.05 -0.527272727273 0 0 7e-08 -0.0001607072855 -8.07722185066e-16
-0.5 -0.527272727273 0 0 7e-08 -0.000401583062269 -7.75592685688e-16
-0.9 -0.527272727273 0 0 7e-08 -0.000538188248674 -9.73920406691e-16
-0.05 -0.518181818182 0 0 7e-08 -0.000144735446148 -7.02905252456e-16
-0.5 -0.518181818182 0 0 7e-08 -0.000356410255009 -7.02131659953e-16
-0.9 -0.518181818182 0 0 7e-08 -0.000484835598926 -8.95295063472e-16
-0.05 -0.509090909091 0 0 7e-08 -0.000129066755858 -6.06867154789e-16
-0.5 -0.509090909091 0 0 7e-08 -0.000314243332641 -6.31502700455e-16
-0.9 -0.509090909091 0 0 7e-08 -0.000434392530879 -8.18747733053e-16
-0.05 -0.5 0 0 7e-08 -0.000113880488002 -5.19641447864e-16
-0.5 -0.5 0 0 7e-08 -0.000275125427647 -5.63964849834e-16
-0.9 -0.5 0 0 7e-08 -0.000386923892569 -7.44497264416e-16
-0.05 -0.490909090909 0 0 7e-08 -9.93568361874e-05 -4.41159924254e-16
-0.5 -0.490909090909 0 0 7e-08 -0.000239082104809 -4.99790267189e-16
-0.9 -0.490909090909 0 0 7e-08 -0.000342486239264 -6.72787078296e-16
-0.05 -0.481818181818 0 0 7e-08 -8.56689766763e-05 -3.71247262061e-16
-0.5 -0.481818181818 0 0 7e-08 -0.000206118495385 -4.39255559464e-16
-0.9 -0.481818181818 0 0 7e-08 -0.000301124619582 -6.03881689886e-16
-0.05 -0.472727272727 0 0 7e-08 -7.29729393449e-05 -3.09621787077e-16
-0.5 -0.472727272727 0 0 7e-08 -0.000176216782332 -3.82630811251e-16
-0.9 -0.472727272727 0 0 7e-08 -0.00026286929149 -5.38061432928e-16
-0.05 -0.463636363636 0 0 7e-08 -6.13962527029e-05 -2.5590129246e-16
-0.5 -0.463636363636 0 0 7e-08 -0.000149334007051 -3.30166044052e-16
-0.9 -0.463636363636 0 0 7e-08 -0.000227732602105 -4.75615248847e-16
-0.05 -0.454545454545 0 0 7e-08 -5.10274090184e-05 -2.09612349981e-16
-0.5 -0.454545454545 0 0 7e-08 -0.000125400127914 -2.82075036349e-16
-0.9 -0.454545454545 0 0 7e-08 -0.000195706183082 -4.16831339437e-16
-0.05 -0.445454545455 0 0 7e-08 -4.19085768617e-05 -1.70202318954e-16
-0.5 -0.445454545455 0 0 7e-08 -0.000104316343764 -2.38517016955e-16
-0.9 -0.445454545455 0 0 7e-08 -0.000166758499727 -3.61985410571e-16
-0.05 -0.436363636364 0 0 7e-08 -3.40334359774e-05 -1.37054561034e-16
-0.5 -0.436363636364 0 0 7e-08 -8.59539161036e-05 -1.99577758398e-16
-0.9 -0.436363636364 0 0 7e-08 -0.000140832701287 -3.11326275834e-16
-0.05 -0.427272727273 0 0 7e-08 -2.73507473772e-05 -1.09507854619e-16
-0.5 -0.427272727273 0 0 7e-08 -7.01540169962e-05 -1.6525283584e-16
-0.9 -0.427272727273 0 0 7e-08 -0.000117844717443 -2.65058910636e-16
-0.05 -0.418181818182 0 0 7e-08 -2.17728155398e-05 -8.68799796642e-17
-0.5 -0.418181818182 0 0 7e-08 -5.67293413488e-05 -1.35436735097e-16
-0.9 -0.418181818182 0 0 7e-08 -9.76816788215e-05 -2.23325789006e-16
-0.05 -0.409090909091 0 0 7e-08 -1.71869016527e-05 -6.84935380253e-17
-0.5 -0.409090909091 0 0 7e-08 -4.54681593237e-05 -1.09921368834e-16
-0.9 -0.409090909091 0 0 7e-08 -8.02009973167e-05 -1.86188471826e-16
-0.05 -0.4 0 0 7e-08 -1.34672636705e-05 -5.37006491335e-17
-0.5 -0.4 0 0 7e-08 -3.61410369091e-05 -8.84059456693e-17
-0.9 -0.4 0 0 7e-08 -6.52307269436e-05 -1.53612616885e-16
-0.05 -0.390909090909 0 0 7e-08 -1.04858488755e-05 -4.19031411842e-17
-0.5 -0.390909090909 0 0 7e-08 -2.85097212701e-05 -7.05173564677e-17
-0.9 -0.390909090909 0 0 7e-08 -5.25719599233e-05 -1.25460204402e-16
-0.05 -0.381818181818 0 0 7e-08 -8.12045916159e-06 -3.25661182955e-17
-0.5 -0.381818181818 0 0 7e-08 -2.23369899612e-05 -5.58374337763e-17
-0.9 -0.381818181818 0 0 7e-08 -4.20038156916e-05 -1.01492130393e-16
-0.05 -0.372727272727 0 0 7e-08 -6.26005575545e-06 -2.52244963173e-17
-0.5 -0.372727272727 0 0 7e-08 -1.73959508446e-05 -4.39319061299e-17
-0.9 -0.372727272727 0 0 7e-08 -3.32910068253e-05 -8.13822000344e-17
-0.05 -0.363636363636 0 0 7e-08 -4.80748921218e-06 -1.94834696633e-17
-0.5 -0.363636363636 0 0 7e-08 -1.34774932505e-05 -3.43761927232e-17
-0.9 -0.363636363636 0 0 7e-08 -2.61932035693e-05 -6.47406033192e-17
-0.05 -0.354545454545 0 0 7e-08 -3.68024895443e-06 -1.50145594784e-17
-0.5 -0.354545454545 0 0 7e-08 -1.03951767233e-05 -2.67749136176e-17
-0.9 -0.354545454545 0 0 7e-08 -2.04748262668e-05 -5.11424769136e-17
-0.05 -0.345454545455 0 0 7e-08 -2.8098834661e-06 -1.15489743128e-17
-0.5 -0.345454545455 0 0 7e-08 -7.98749678677e-06 -2.07741125287e-17
-0.9 -0.345454545455 0 0 7e-08 -1.59137721021e-05 -4.01562796268e-17
-0.05 -0.336363636364 0 0 7e-08 -2.1406541894e-06 -8.86973612512e-18
-0.5 -0.336363636364 0 0 7e-08 -6.11794330255e-06 -1.60668507578e-17
-0.9 -0.336363636364 0 0 7e-08 -1.23079604268e-05 -3.13676360516e-17
-0.05 -0.327272727273 0 0 7e-08 -1.62784419896e-06 -6.80361855943e-18
-0.5 -0.327272727273 0 0 7e-08 -4.67348416689e-06 -1.2393702953e-17
-0.9 -0.327272727273 0 0 7e-08 -9.47922665997e-06 -2.43962955589e-17
-0.05 -0.318181818182 0 0 7e-08 -1.23600224107e-06 -5.21355579856e-18
-0.5 -0.318181818182 0 0 7e-08 -3.56211216554e-06 -9.53987318196e-18
-0.9 -0.318181818182 0 0 7e-08 -7.2747041825e-06 -1.89058832407e-17
-0.05 -0.309090909091 0 0 7e-08 -9.37288479417e-07 -3.99187232426e-18
-0.5 -0.309090909091 0 0 7e-08 -2.70997901463e-06 -7.33042883528e-18
-0.9 -0.309090909091 0 0 7e-08 -5.56621746802e-06 -1.4607507024e-17
-0.05 -0.3 0 0 7e-08 -7.10005990507e-07 -3.05446862581e-18
-0.5 -0.3 0 0 7e-08 -2.05848863535e-06 -5.62477124262e-18
-0.9 -0.3 0 0 7e-08 -4.24834082545e-06 -1.12588846612e-17
-0.05 -0.290909090909 0 0 7e-08 -5.37348182036e-07 -2.33596276528e-18
-0.5 -0.290909090909 0 0 7e-08 -1.56158014342e-06 -4.31108256141e-18
-0.9 -0.290909090909 0 0 7e-08 -3.23572837043e-06 -8.6606620043e-18
-0.05 -0.281818181818 0 0 7e-08 -4.06360230171e-07 -1.78571256784e-18
-0.5 -0.281818181818 0 0 7e-08 -1.18332038175e-06 -3.30117954616e-18
-0.9 -0.281818181818 0 0 7e-08 -2.46018548304e-06 -6.6512920879e-18
-0.05 -0.272727272727 0 0 7e-08 -3.07095693979e-07 -1.36460870731e-18
-0.5 -0.272727272727 0 0 7e-08 -8.95849232547e-07 -2.52598301017e-18
-0.9 -0.272727272727 0 0 7e-08 -1.86779978338e-06 -5.10145282978e-18
-0.05 -0.263636363636 0 0 7e-08 -2.31942246079e-07 -1.04251969798e-18
-0.5 -0.263636363636 0 0 7e-08 -6.7767338908e-07 -1.9316676128e-18
-0.9 -0.263636363636 0 0 7e-08 -1.41631795737e-06 -3.90862258965e-18
-0.05 -0.254545454545 0 0 7e-08 -1.75088999397e-07 -7.96274809697e-19
-0.5 -0.254545454545 0 0 7e-08 -5.12278280384e-07 -1.47647173494e-18
-0.9 -0.254545454545 0 0 7e-08 -1.07285659758e-06 -2.9921551833e-18
-0.05 -0.245454545455 0 0 7e-08 -1.32109554863e-07 -6.08082943373e-19
-0.5 -0.245454545455 0 0 7e-08 -3.87016363796e-07 -1.12810335147e-18
-0.9 -0.245454545455 0 0 7e-08 -8.11969898683e-07 -2.28900387007e-18
-0.05 -0.236363636364 0 0 7e-08 -9.96379674222e-08 -4.64300119272e-19
-0.5 -0.236363636364 0 0 7e-08 -2.92227453768e-07 -8.61660119836e-19
-0.9 -0.236363636364 0 0 7e-08 -6.14058166718e-07 -1.7501231564e-18
-0.05 -0.227272727273 0 0 7e-08 -7.5118342038e-08 -3.54472898513e-19
-0.5 -0.227272727273 0 0 7e-08 -2.20549176584e-07 -6.57979625724e-19
-0.9 -0.227272727273 0 0 7e-08 -4.64081122755e-07 -1.33750903036e-18
-0.05 -0.218181818182 0 0 7e-08 -5.6612192668e-08 -2.70598511252e-19
-0.5 -0.218181818182 0 0 7e-08 -1.66380434221e-07 -5.02341639384e-19
-0.9 -0.218181818182 0 0 7e-08 -3.50532313695e-07 -1.02180521396e-18
-0.05 -0.209090909091 0 0 7e-08 -4.26507670498e-08 -2.06554148178e-19
-0.5 -0.209090909091 0 0 7e-08 -1.25466351305e-07 -3.83453830416e-19
-0.9 -0.209090909091 0 0 7e-08 -2.64630599105e-07 -7.8039184238e-19
-0.05 -0.2 0 0 7e-08 -3.21221646285e-08 -1.57657683602e-19
-0.5 -0.2 0 0 7e-08 -9.45786806673e-08 -2.92663001758e-19
-0.9 -0.2 0 0 7e-08 -1.99688227779e-07 -5.95874250539e-19
-0.05 -0.190909090909 0 0 7e-08 -2.41852490135e-08 -1.20330137551e-19
-0.5 -0.190909090909 0 0 7e-08 -7.12706203456e-08 -2.2334411458e-19
-0.9 -0.190909090909 0 0 7e-08 -1.5062026497e-07 -4.54897139045e-19
-0.05 -0.181818181818 0 0 7e-08 -1.8204117457e-08 -9.18366646948e-20
-0.5 -0.181818181818 0 0 7e-08 -5.3689273659e-08 -1.70428494795e-19
-0.9 -0.181818181818 0 0 7e-08 -1.13565785652e-07 -3.47219534892e-19
-0.05 -0.172727272727 0 0 7e-08 -1.36982947575e-08 -7.00880157141e-20
-0.5 -0.172727272727 0 0 7e-08 -4.04325437001e-08 -1.30040407343e-19
-0.9 -0.172727272727 0 0 7e-08 -8.55966127429e-08 -2.64996511169e-19
-0.05 -0.163636363636 0 0 7e-08 -1.03049259986e-08 -5.34884830022e-20
-0.5 -0.163636363636 0 0 7e-08 -3.04401462924e-08 -9.92176479614e-20
-0.9 -0.163636363636 0 0 7e-08 -6.44941298911e-08 -2.02223468328e-19
-0.05 -0.154545454545 0 0 7e-08 -7.75010767976e-09 -4.08195277721e-20
-0.5 -0.154545454545 0 0 7e-08 -2.29107394276e-08 -7.56970596888e-20
-0.9 -0.154545454545 0 0 7e-08 -4.85787262553e-08 -1.54307411164e-19
-0.05 -0.145454545455 0 0 7e-08 -5.82716773099e-09 -3.11507648607e-20
-0.5 -0.145454545455 0 0 7e-08 -1.72389933611e-08 -5.77500880401e-20
-0.9 -0.145454545455 0 0 7e-08 -3.65797502325e-08 -1.17736943979e-19
-0.05 -0.136363636364 0 0 7e-08 -4.38022283825e-09 -2.37719048468e-20
-0.5 -0.136363636364 0 0 7e-08 -1.29678554011e-08 -4.40568232732e-20
-0.9 -0.136363636364 0 0 7e-08 -2.75365300385e-08 -8.98287062616e-20
-0.05 -0.127272727273 0 0 7e-08 -3.29173916475e-09 -1.81407384937e-20
-0.5 -0.127272727273 0 0 7e-08 -9.75237392112e-09 -3.36095968827e-20
-0.9 -0.127272727273 0 0 7e-08 -2.07231509341e-08 -6.85328181872e-20
-0.05 -0.118181818182 0 0 7e-08 -2.47312739555e-09 -1.38433942332e-20
-0.5 -0.118181818182 0 0 7e-08 -7.33230405912e-09 -2.56392439993e-20
-0.9 -0.118181818182 0 0 7e-08 -1.55913572769e-08 -5.22837705823e-20
-0.05 -0.109090909091 0 0 7e-08 -1.85763574303e-09 -1.05639805492e-20
-0.5 -0.109090909091 0 0 7e-08 -5.51137758355e-09 -1.95587313807e-20
-0.9 -0.109090909091 0 0 7e-08 -1.17272565135e-08 -3.98862468704e-20
-0.05 -0.1 0 0 7e-08 -1.39498203045e-09 -8.0614016865e-21
-0.5 -0.1 0 0 7e-08 -4.14162523616e-09 -1.49200790927e-20
-0.9 -0.1 0 0 7e-08 -8.81851748813e-09 -3.04277560273e-20
-0.05 -0.0909090909091 0 0 7e-08 -1.04730106085e-09 -6.1516547497e-21
-0.5 -0.0909090909091 0 0 7e-08 -3.11152651998e-09 -1.13814524245e-20
-0.9 -0.0909090909091 0 0 7e-08 -6.62953782954e-09 -2.32118199179e-20
-0.05 -0.0818181818182 0 0 7e-08 -7.86086240618e-10 -4.69431395289e-21
-0.5 -0.0818181818182 0 0 7e-08 -2.33705687553e-09 -8.68203012354e-21
-0.9 -0.0818181818182 0 0 7e-08 -4.98265674271e-09 -1.77069032167e-20
-0.05 -0.0727272727273 0 0 7e-08 -5.89882355956e-10 -3.58221283477e-21
-0.5 -0.0727272727273 0 0 7e-08 -1.75492684472e-09 -6.62281571846e-21
-0.9 -0.0727272727273 0 0 7e-08 -3.74394964581e-09 -1.35073920876e-20
-0.05 -0.0636363636364 0 0 7e-08 -4.42545623867e-10 -2.73356841871e-21
-0.5 -0.0636363636364 0 0 7e-08 -1.31747856924e-09 -5.05198950789e-21
-0.9 -0.0636363636364 0 0 7e-08 -2.81249280984e-09 -1.03037884177e-20
-0.05 -0.0545454545455 0 0 7e-08 -3.31931960774e-10 -2.0859697687e-21
-0.5 -0.0545454545455 0 0 7e-08 -9.88834822977e-10 -3.85372829165e-21
-0.9 -0.0545454545455 0 0 7e-08 -2.1122542077e-09 -7.85994930632e-21
-0.05 -0.0454545454545 0 0 7e-08 -2.48908387679e-10 -1.59178982498e-21
-0.5 -0.0454545454545 0 0 7e-08 -7.41994142624e-10 -2.9396731034e-21
-0.9 -0.0454545454545 0 0 7e-08 -1.5859706978e-09 -5.99571026703e-21
-0.05 -0.0363636363636 0 0 7e-08 -1.86608169995e-10 -1.21468375104e-21
-0.5 -0.0363636363636 0 0 7e-08 -5.56640375679e-10 -2.24241828616e-21
-0.9 -0.0363636363636 0 0 7e-08 -1.19052683114e-09 -4.57362102466e-21
-0.05 -0.0272727272727 0 0 7e-08 -1.39869776107e-10 -9.26916505718e-22
-0.5 -0.0272727272727 0 0 7e-08 -4.17491397334e-10 -1.71054362391e-21
-0.9 -0.0272727272727 0 0 7e-08 -8.93468244245e-10 -3.48882210461e-21
-0.05 -0.0181818181818 0 0 7e-08 -1.04814399126e-10 -7.07323358671e-22
-0.5 -0.0181818181818 0 0 7e-08 -3.13054709561e-10 -1.30482384179e-21
-0.9 -0.0181818181818 0 0 7e-08 -6.70372005506e-10 -2.66131925923e-21
-0.05 -0.00909090909091 0 0 7e-08 -7.85278981712e-11 -5.39753498925e-22
-0.5 -0.00909090909091 0 0 7e-08 -2.34689885006e-10 -9.95336766823e-22
-0.9 -0.00909090909091 0 0 7e-08 -5.02863887067e-10 -2.03008843384e-21
-0.05 0.0 0 0 7e-08 -5.88214293289e-11 -4.11882262803e-22
-0.5 0.0 0 0 7e-08 -1.75902414995e-10 -7.59257073107e-22
-0.9 0.0 0 0 7e-08 -3.77123861718e-10 -1.54857789835e-21
