Vd Vg Vs Vb Lg Ids qd  
0.78 0.111111111111 0 0 1e-06 7.09722931625e-13 -4.55971625982e-18
0.89 0.111111111111 0 0 1e-06 7.09722931625e-13 -6.50925032495e-20
1.0 0.111111111111 0 0 1e-06 7.09722931625e-13 -9.29231938537e-22
0.01 0.121212121212 0 0 1e-06 3.62007147077e-13 -5.57459983851e-05
0.12 0.121212121212 0 0 1e-06 1.1047205671e-12 -7.9586112921e-07
0.23 0.121212121212 0 0 1e-06 1.11517731971e-12 -1.13613747222e-08
0.34 0.121212121212 0 0 1e-06 1.11532656477e-12 -1.62189989352e-10
0.45 0.121212121212 0 0 1e-06 1.11532869534e-12 -2.31535293199e-12
0.56 0.121212121212 0 0 1e-06 1.11532872573e-12 -3.30529598024e-14
0.67 0.121212121212 0 0 1e-06 1.11532872617e-12 -4.71849512268e-16
0.78 0.121212121212 0 0 1e-06 1.11532872617e-12 -6.73591604399e-18
0.89 0.121212121212 0 0 1e-06 1.11532872617e-12 -9.61589739357e-20
1.0 0.121212121212 0 0 1e-06 1.11532872617e-12 -1.37272320616e-21
0.01 0.131313131313 0 0 1e-06 5.67653560996e-13 -8.23489038968e-05
0.12 0.131313131313 0 0 1e-06 1.73297122577e-12 -1.17569840822e-06
0.23 0.131313131313 0 0 1e-06 1.74938498079e-12 -1.67837780651e-08
0.34 0.131313131313 0 0 1e-06 1.7496192493e-12 -2.39597836591e-10
0.45 0.131313131313 0 0 1e-06 1.74962259362e-12 -3.42039330368e-12
0.56 0.131313131313 0 0 1e-06 1.74962264136e-12 -4.88280299794e-14
0.67 0.131313131313 0 0 1e-06 1.74962264205e-12 -6.97047473774e-16
0.78 0.131313131313 0 0 1e-06 1.74962264204e-12 -9.95074306521e-18
0.89 0.131313131313 0 0 1e-06 1.74962264204e-12 -1.42052430107e-19
1.0 0.131313131313 0 0 1e-06 1.74962264204e-12 -2.02787799536e-21
0.01 0.141414141414 0 0 1e-06 8.88456711761e-13 -0.000121645188423
0.12 0.141414141414 0 0 1e-06 2.71348213085e-12 -1.73681861855e-06
0.23 0.141414141414 0 0 1e-06 2.73919977049e-12 -2.47941126918e-08
0.34 0.141414141414 0 0 1e-06 2.73956683299e-12 -3.53949855512e-10
0.45 0.141414141414 0 0 1e-06 2.73957207304e-12 -5.05283241717e-12
0.56 0.141414141414 0 0 1e-06 2.7395721478e-12 -7.21320125616e-14
0.67 0.141414141414 0 0 1e-06 2.73957214891e-12 -1.02972487639e-15
0.78 0.141414141414 0 0 1e-06 2.73957214888e-12 -1.46998993015e-17
0.89 0.141414141414 0 0 1e-06 2.73957214888e-12 -2.09849295115e-19
1.0 0.141414141414 0 0 1e-06 2.73957214888e-12 -2.99571621255e-21
0.01 0.151515151515 0 0 1e-06 1.38784803939e-12 -0.00017968908633
0.12 0.151515151515 0 0 1e-06 4.24060113498e-12 -2.56574123206e-06
0.23 0.151515151515 0 0 1e-06 4.28082071579e-12 -3.66275113259e-08
0.34 0.151515151515 0 0 1e-06 4.28139476556e-12 -5.22878261324e-10
0.45 0.151515151515 0 0 1e-06 4.28140296041e-12 -7.46438001993e-12
0.56 0.151515151515 0 0 1e-06 4.2814030774e-12 -1.06558205166e-13
0.67 0.151515151515 0 0 1e-06 4.28140307906e-12 -1.52117805595e-15
0.78 0.151515151515 0 0 1e-06 4.28140307914e-12 -2.17156686749e-17
0.89 0.151515151515 0 0 1e-06 4.28140307914e-12 -3.10003332059e-19
1.0 0.151515151515 0 0 1e-06 4.28140307914e-12 -4.42547118057e-21
0.01 0.161616161616 0 0 1e-06 2.16352747915e-12 -0.00026541972846
0.12 0.161616161616 0 0 1e-06 6.61390782679e-12 -3.79027762276e-06
0.23 0.161616161616 0 0 1e-06 6.67668439127e-12 -5.41085939623e-08
0.34 0.161616161616 0 0 1e-06 6.67758040147e-12 -7.72430534614e-10
0.45 0.161616161616 0 0 1e-06 6.6775931924e-12 -1.1026878487e-11
0.56 0.161616161616 0 0 1e-06 6.67759337501e-12 -1.57414865943e-13
0.67 0.161616161616 0 0 1e-06 6.67759337766e-12 -2.24718537052e-15
0.78 0.161616161616 0 0 1e-06 6.67759337771e-12 -3.20798296864e-17
0.89 0.161616161616 0 0 1e-06 6.67759337771e-12 -4.57957534881e-19
1.0 0.161616161616 0 0 1e-06 6.67759337771e-12 -6.53760028669e-21
0.01 0.171717171717 0 0 1e-06 3.36552621936e-12 -0.000392032606413
0.12 0.171717171717 0 0 1e-06 1.02938871832e-11 -5.59923719606e-06
0.23 0.171717171717 0 0 1e-06 1.03916737106e-11 -7.99328101584e-08
0.34 0.171717171717 0 0 1e-06 1.03930694298e-11 -1.1410857457e-09
0.45 0.171717171717 0 0 1e-06 1.03930893544e-11 -1.62896381019e-11
0.56 0.171717171717 0 0 1e-06 1.03930896388e-11 -2.32543706814e-13
0.67 0.171717171717 0 0 1e-06 1.03930896429e-11 -3.31969164935e-15
0.78 0.171717171717 0 0 1e-06 1.03930896429e-11 -4.73904574671e-17
0.89 0.171717171717 0 0 1e-06 1.03930896429e-11 -6.76525321072e-19
1.0 0.171717171717 0 0 1e-06 1.03930896429e-11 -9.65777784209e-21
0.01 0.181818181818 0 0 1e-06 5.22344921916e-12 -0.000578999246903
0.12 0.181818181818 0 0 1e-06 1.59861086965e-11 -8.27153727383e-06
0.23 0.181818181818 0 0 1e-06 1.61381092431e-11 -1.18082056304e-07
0.34 0.181818181818 0 0 1e-06 1.6140278786e-11 -1.68568773554e-09
0.45 0.181818181818 0 0 1e-06 1.61403097573e-11 -2.40641365346e-11
0.56 0.181818181818 0 0 1e-06 1.61403101995e-11 -3.43529026014e-13
0.67 0.181818181818 0 0 1e-06 1.61403102058e-11 -4.9040692376e-15
0.78 0.181818181818 0 0 1e-06 1.61403102059e-11 -7.00083348601e-17
0.89 0.181818181818 0 0 1e-06 1.61403102059e-11 -9.99408187859e-19
1.0 0.181818181818 0 0 1e-06 1.61403102059e-11 -1.4267111594e-20
0.01 0.191919191919 0 0 1e-06 8.08725638501e-12 -0.000855037041284
0.12 0.191919191919 0 0 1e-06 2.47676902446e-11 -1.22192032861e-05
0.23 0.191919191919 0 0 1e-06 2.5003439758e-11 -1.74438652537e-07
0.34 0.191919191919 0 0 1e-06 2.50068047075e-11 -2.49021000534e-09
0.45 0.191919191919 0 0 1e-06 2.50068527439e-11 -3.55491425638e-11
0.56 0.191919191919 0 0 1e-06 2.50068534297e-11 -5.0748391919e-13
0.67 0.191919191919 0 0 1e-06 2.50068534394e-11 -7.24461715952e-15
0.78 0.191919191919 0 0 1e-06 2.50068534396e-11 -1.03420967255e-16
0.89 0.191919191919 0 0 1e-06 2.50068534395e-11 -1.47639222783e-18
1.0 0.191919191919 0 0 1e-06 2.50068534395e-11 -2.10763258965e-20
0.01 0.20202020202 0 0 1e-06 1.24876892494e-11 -0.00126246664831
0.12 0.20202020202 0 0 1e-06 3.8275658061e-11 -1.80508852491e-05
0.23 0.20202020202 0 0 1e-06 3.86404433284e-11 -2.57692348916e-07
0.34 0.20202020202 0 0 1e-06 3.86456501241e-11 -3.67870379347e-09
0.45 0.20202020202 0 0 1e-06 3.86457244539e-11 -5.25155571285e-11
0.56 0.20202020202 0 0 1e-06 3.8645725515e-11 -7.49688989095e-13
0.67 0.20202020202 0 0 1e-06 3.86457255301e-11 -1.07022301781e-14
0.78 0.20202020202 0 0 1e-06 3.86457255303e-11 -1.52780329503e-16
0.89 0.20202020202 0 0 1e-06 3.86457255304e-11 -2.18102476733e-18
1.0 0.20202020202 0 0 1e-06 3.86457255304e-11 -3.11353500229e-20
0.01 0.212121212121 0 0 1e-06 1.9224523445e-11 -0.00186358458483
0.12 0.212121212121 0 0 1e-06 5.89841732873e-11 -2.66656748768e-05
0.23 0.212121212121 0 0 1e-06 5.95471944356e-11 -3.80680212506e-07
0.34 0.212121212121 0 0 1e-06 5.95552308939e-11 -5.43442583626e-09
0.45 0.212121212121 0 0 1e-06 5.95553456186e-11 -7.75794728553e-11
0.56 0.212121212121 0 0 1e-06 5.95553472565e-11 -1.10749042307e-12
0.67 0.212121212121 0 0 1e-06 5.95553472798e-11 -1.58100460325e-14
0.78 0.212121212121 0 0 1e-06 5.95553472801e-11 -2.25697261423e-16
0.89 0.212121212121 0 0 1e-06 5.95553472802e-11 -3.22195480715e-18
1.0 0.212121212121 0 0 1e-06 5.95553472802e-11 -4.59952093078e-20
0.01 0.222222222222 0 0 1e-06 2.94927899968e-11 -0.00274993844207
0.12 0.222222222222 0 0 1e-06 9.06057020873e-11 -3.93916686828e-05
0.23 0.222222222222 0 0 1e-06 9.1472267566e-11 -5.62365991623e-07
0.34 0.222222222222 0 0 1e-06 9.14846370025e-11 -8.02809516471e-09
0.45 0.222222222222 0 0 1e-06 9.14848135829e-11 -1.14605555723e-10
0.56 0.222222222222 0 0 1e-06 9.14848161037e-11 -1.63605849229e-12
0.67 0.222222222222 0 0 1e-06 9.14848161397e-11 -2.33556512419e-14
0.78 0.222222222222 0 0 1e-06 9.14848161402e-11 -3.33415001653e-16
0.89 0.222222222222 0 0 1e-06 9.14848161402e-11 -4.75968587558e-18
1.0 0.222222222222 0 0 1e-06 9.14848161402e-11 -6.79471815062e-20
0.01 0.232323232323 0 0 1e-06 4.50577632105e-11 -0.00405573141886
0.12 0.232323232323 0 0 1e-06 1.38657457462e-10 -5.81905976806e-05
0.23 0.232323232323 0 0 1e-06 1.39987023243e-10 -8.3076415088e-07
0.34 0.232323232323 0 0 1e-06 1.40006002079e-10 -1.18596359238e-08
0.45 0.232323232323 0 0 1e-06 1.40006273012e-10 -1.69302947259e-10
0.56 0.232323232323 0 0 1e-06 1.4000627688e-10 -2.41689438965e-12
0.67 0.232323232323 0 0 1e-06 1.40006276935e-10 -3.450252098e-14
0.78 0.232323232323 0 0 1e-06 1.40006276936e-10 -4.92542809896e-16
0.89 0.232323232323 0 0 1e-06 1.40006276936e-10 -7.03132445679e-18
1.0 0.232323232323 0 0 1e-06 1.40006276936e-10 -1.0037609447e-19
0.01 0.242424242424 0 0 1e-06 6.84862253453e-11 -0.00597699141563
0.12 0.242424242424 0 0 1e-06 2.11232651061e-10 -8.59599785048e-05
0.23 0.242424242424 0 0 1e-06 2.13265145521e-10 -1.22725942143e-06
0.34 0.242424242424 0 0 1e-06 2.13294159293e-10 -1.75198426323e-08
0.45 0.242424242424 0 0 1e-06 2.13294573481e-10 -2.50105570965e-10
0.56 0.242424242424 0 0 1e-06 2.13294579393e-10 -3.57039709672e-12
0.67 0.242424242424 0 0 1e-06 2.13294579478e-10 -5.09694181353e-14
0.78 0.242424242424 0 0 1e-06 2.13294579479e-10 -7.27616988971e-16
0.89 0.242424242424 0 0 1e-06 2.13294579479e-10 -1.03871400149e-17
1.0 0.242424242424 0 0 1e-06 2.13294579479e-10 -1.48282240966e-19
0.01 0.252525252525 0 0 1e-06 1.03429422979e-10 -0.00879855500838
0.12 0.252525252525 0 0 1e-06 3.19994277652e-10 -0.000126979162822
0.23 0.252525252525 0 0 1e-06 3.23087826664e-10 -1.81298786419e-06
0.34 0.252525252525 0 0 1e-06 3.23131989055e-10 -2.58814761902e-08
0.45 0.252525252525 0 0 1e-06 3.23132619498e-10 -3.69472579422e-10
0.56 0.252525252525 0 0 1e-06 3.23132628498e-10 -5.27442799435e-12
0.67 0.252525252525 0 0 1e-06 3.23132628626e-10 -7.52954135308e-14
0.78 0.252525252525 0 0 1e-06 3.23132628628e-10 -1.07488419687e-15
0.89 0.252525252525 0 0 1e-06 3.23132628628e-10 -1.53445738925e-17
1.0 0.252525252525 0 0 1e-06 3.23132628628e-10 -2.19052385948e-19
0.01 0.262626262626 0 0 1e-06 1.54925048047e-10 -0.0129311581348
0.12 0.262626262626 0 0 1e-06 4.81348784909e-10 -0.000187567599662
0.23 0.262626262626 0 0 1e-06 4.86032503775e-10 -2.67826326292e-06
0.34 0.262626262626 0 0 1e-06 4.86099371321e-10 -3.82338369383e-08
0.45 0.262626262626 0 0 1e-06 4.86100325894e-10 -5.45809461191e-10
0.56 0.262626262626 0 0 1e-06 4.86100339521e-10 -7.79173574083e-12
0.67 0.262626262626 0 0 1e-06 4.86100339715e-10 -1.11231391419e-13
0.78 0.262626262626 0 0 1e-06 4.86100339718e-10 -1.58789040689e-15
0.89 0.262626262626 0 0 1e-06 4.86100339718e-10 -2.26680248465e-17
1.0 0.262626262626 0 0 1e-06 4.86100339718e-10 -3.2359874977e-19
0.01 0.272727272727 0 0 1e-06 2.29634906931e-10 -0.0189605832615
0.12 0.272727272727 0 0 1e-06 7.17639286073e-10 -0.000277055802654
0.23 0.272727272727 0 0 1e-06 7.2468499726e-10 -3.95650211749e-06
0.34 0.272727272727 0 0 1e-06 7.24785595476e-10 -5.64815648551e-08
0.45 0.272727272727 0 0 1e-06 7.24787031576e-10 -8.06306027804e-10
0.56 0.272727272727 0 0 1e-06 7.24787052077e-10 -1.15104701252e-11
0.67 0.272727272727 0 0 1e-06 7.24787052369e-10 -1.64318407405e-13
0.78 0.272727272727 0 0 1e-06 7.24787052374e-10 -2.34573729119e-15
0.89 0.272727272727 0 0 1e-06 7.24787052374e-10 -3.34867135472e-17
1.0 0.272727272727 0 0 1e-06 7.24787052374e-10 -4.78041589911e-19
0.01 0.282828282828 0 0 1e-06 3.35865162317e-10 -0.0277090896741
0.12 0.282828282828 0 0 1e-06 1.05802676842e-09 -0.000409216547948
0.23 0.282828282828 0 0 1e-06 1.06854321869e-09 -5.84479391305e-06
0.34 0.282828282828 0 0 1e-06 1.06869339193e-09 -8.34383203048e-08
0.45 0.282828282828 0 0 1e-06 1.06869553574e-09 -1.19112887666e-09
0.56 0.282828282828 0 0 1e-06 1.06869556635e-09 -1.70040318243e-11
0.67 0.282828282828 0 0 1e-06 1.06869556678e-09 -2.42742077292e-13
0.78 0.282828282828 0 0 1e-06 1.06869556679e-09 -3.46527909948e-15
0.89 0.282828282828 0 0 1e-06 1.06869556679e-09 -4.9468799853e-17
1.0 0.282828282828 0 0 1e-06 1.06869556679e-09 -7.06194822593e-19
0.01 0.292929292929 0 0 1e-06 4.83157621779e-10 -0.0403049473254
0.12 0.292929292929 0 0 1e-06 1.5385718328e-09 -0.000604372226417
0.23 0.292929292929 0 0 1e-06 1.55412476582e-09 -8.63428745535e-06
0.34 0.292929292929 0 0 1e-06 1.55434690134e-09 -1.23260628476e-07
0.45 0.292929292929 0 0 1e-06 1.55435007247e-09 -1.75961477596e-09
0.56 0.292929292929 0 0 1e-06 1.55435011774e-09 -2.51194864431e-11
0.67 0.292929292929 0 0 1e-06 1.55435011839e-09 -3.58594736994e-13
0.78 0.292929292929 0 0 1e-06 1.5543501184e-09 -5.11914069934e-15
0.89 0.292929292929 0 0 1e-06 1.5543501184e-09 -7.30786004259e-17
1.0 0.292929292929 0 0 1e-06 1.5543501184e-09 -1.04323794829e-18
0.01 0.30303030303 0 0 1e-06 6.81261987025e-10 -0.0582472318003
0.12 0.30303030303 0 0 1e-06 2.20105015568e-09 -0.000892492972938
0.23 0.30303030303 0 0 1e-06 2.22381346453e-09 -1.27550764573e-05
0.34 0.30303030303 0 0 1e-06 2.22413867034e-09 -1.82088782554e-07
0.45 0.30303030303 0 0 1e-06 2.22414331288e-09 -2.5994199446e-09
0.56 0.30303030303 0 0 1e-06 2.22414337916e-09 -3.71081756198e-11
0.67 0.30303030303 0 0 1e-06 2.2241433801e-09 -5.29739989224e-13
0.78 0.30303030303 0 0 1e-06 2.22414338012e-09 -7.56233502334e-15
0.89 0.30303030303 0 0 1e-06 2.22414338012e-09 -1.07956567697e-16
1.0 0.30303030303 0 0 1e-06 2.22414338012e-09 -1.54114046427e-18
0.01 0.313131313131 0 0 1e-06 9.38478583084e-10 -0.0834395651491
0.12 0.313131313131 0 0 1e-06 3.09040399472e-09 -0.00131774095952
0.23 0.313131313131 0 0 1e-06 3.12335477992e-09 -1.88425006936e-05
0.34 0.313131313131 0 0 1e-06 3.12382570941e-09 -2.68993627183e-07
0.45 0.313131313131 0 0 1e-06 3.1238324323e-09 -3.84003597692e-09
0.56 0.313131313131 0 0 1e-06 3.12383252827e-09 -5.48186644239e-11
0.67 0.313131313131 0 0 1e-06 3.12383252964e-09 -7.82567135559e-13
0.78 0.313131313131 0 0 1e-06 3.12383252966e-09 -1.11715841317e-14
0.89 0.313131313131 0 0 1e-06 3.12383252966e-09 -1.59480620058e-16
1.0 0.313131313131 0 0 1e-06 3.12383252966e-09 -2.27667516745e-18
0.01 0.323232323232 0 0 1e-06 1.25970263828e-09 -0.118151933495
0.12 0.323232323232 0 0 1e-06 4.25138800256e-09 -0.00194511338478
0.23 0.323232323232 0 0 1e-06 4.29857478146e-09 -2.78350755907e-05
0.34 0.323232323232 0 0 1e-06 4.29924954209e-09 -3.97375206843e-07
0.45 0.323232323232 0 0 1e-06 4.29925917491e-09 -5.67275646398e-09
0.56 0.323232323232 0 0 1e-06 4.29925931242e-09 -8.09817760931e-11
0.67 0.323232323232 0 0 1e-06 4.29925931439e-09 -1.15606020715e-12
0.78 0.323232323232 0 0 1e-06 4.29925931441e-09 -1.65034069011e-14
0.89 0.323232323232 0 0 1e-06 4.29925931441e-09 -2.35595376146e-16
1.0 0.323232323232 0 0 1e-06 4.29925931441e-09 -3.3632559382e-18
0.01 0.333333333333 0 0 1e-06 1.64485706887e-09 -0.164866602836
0.12 0.333333333333 0 0 1e-06 5.72544823089e-09 -0.00287010496183
0.23 0.333333333333 0 0 1e-06 5.7923848778e-09 -4.1119127899e-05
0.34 0.333333333333 0 0 1e-06 5.79334281529e-09 -5.87028935655e-07
0.45 0.333333333333 0 0 1e-06 5.79335649088e-09 -8.38017301252e-09
0.56 0.333333333333 0 0 1e-06 5.79335668611e-09 -1.19631664285e-10
0.67 0.333333333333 0 0 1e-06 5.7933566889e-09 -1.70780900682e-12
0.78 0.333333333333 0 0 1e-06 5.79335668894e-09 -2.43799300212e-14
0.89 0.333333333333 0 0 1e-06 5.79335668894e-09 -3.48037154868e-16
1.0 0.333333333333 0 0 1e-06 5.79335668894e-09 -4.96842530177e-18
