Vd Vg Vs Vb Lg Ids mu  
1.0 0.10101010101 0 0 1e-07 1.20906054075e-11 0.0205431824231
0.01 0.111111111111 0 0 1e-07 7.66017778086e-12 0.0219451170684
0.12 0.111111111111 0 0 1e-07 1.73482895237e-11 0.0214457198131
0.23 0.111111111111 0 0 1e-07 1.74932654734e-11 0.0214433891629
0.34 0.111111111111 0 0 1e-07 1.75631201769e-11 0.0214533160896
0.45 0.111111111111 0 0 1e-07 1.76448974964e-11 0.0214654062087
0.56 0.111111111111 0 0 1e-07 1.77369392546e-11 0.0214789782261
0.67 0.111111111111 0 0 1e-07 1.78368435868e-11 0.0214936567811
0.78 0.111111111111 0 0 1e-07 1.79427972193e-11 0.0215091643473
0.89 0.111111111111 0 0 1e-07 1.80534246726e-11 0.0215252908574
1.0 0.111111111111 0 0 1e-07 1.81676675958e-11 0.0215418751995
0.01 0.121212121212 0 0 1e-07 1.16526895795e-11 0.0231628743441
0.12 0.121212121212 0 0 1e-07 2.621759378e-11 0.0225921797506
0.23 0.121212121212 0 0 1e-07 2.64316967258e-11 0.0225893028203
0.34 0.121212121212 0 0 1e-07 2.65358323035e-11 0.0226004204919
0.45 0.121212121212 0 0 1e-07 2.66577308963e-11 0.0226139577194
0.56 0.121212121212 0 0 1e-07 2.67948872538e-11 0.0226291461503
0.67 0.121212121212 0 0 1e-07 2.69437242639e-11 0.0226455649932
0.78 0.121212121212 0 0 1e-07 2.71015418764e-11 0.0226629032206
0.89 0.121212121212 0 0 1e-07 2.72662919782e-11 0.0226809254725
1.0 0.121212121212 0 0 1e-07 2.74363988191e-11 0.0226994513143
0.01 0.131313131313 0 0 1e-07 1.77922698635e-11 0.0245330567701
0.12 0.131313131313 0 0 1e-07 3.97948621174e-11 0.0238941241382
0.23 0.131313131313 0 0 1e-07 4.0111812833e-11 0.0238906642383
0.34 0.131313131313 0 0 1e-07 4.02673126092e-11 0.0239028446961
0.45 0.131313131313 0 0 1e-07 4.04493104582e-11 0.0239176733304
0.56 0.131313131313 0 0 1e-07 4.0654019681e-11 0.0239343025756
0.67 0.131313131313 0 0 1e-07 4.08761041526e-11 0.0239522712377
0.78 0.131313131313 0 0 1e-07 4.11115367564e-11 0.023971238533
0.89 0.131313131313 0 0 1e-07 4.13572628499e-11 0.0239909466453
1.0 0.131313131313 0 0 1e-07 4.1610932448e-11 0.0240111979914
0.01 0.141414141414 0 0 1e-07 2.72390784597e-11 0.0260473901752
0.12 0.141414141414 0 0 1e-07 6.06143710338e-11 0.0253440825892
0.23 0.141414141414 0 0 1e-07 6.10849065526e-11 0.0253400114371
0.34 0.141414141414 0 0 1e-07 6.13172641199e-11 0.0253531123807
0.45 0.141414141414 0 0 1e-07 6.15891466034e-11 0.0253690594943
0.56 0.141414141414 0 0 1e-07 6.18948464765e-11 0.0253869349959
0.67 0.141414141414 0 0 1e-07 6.22263995605e-11 0.0254062429272
0.78 0.141414141414 0 0 1e-07 6.25777960063e-11 0.0254266169266
0.89 0.141414141414 0 0 1e-07 6.29444774721e-11 0.025447779882
1.0 0.141414141414 0 0 1e-07 6.33229374796e-11 0.0254695194885
0.01 0.151515151515 0 0 1e-07 4.17721149766e-11 0.0276967796642
0.12 0.151515151515 0 0 1e-07 9.25631602917e-11 0.026933172495
0.23 0.151515151515 0 0 1e-07 9.3263938433e-11 0.0269284673907
0.34 0.151515151515 0 0 1e-07 9.36110850353e-11 0.0269423460774
0.45 0.151515151515 0 0 1e-07 9.40171135718e-11 0.0269592383386
0.56 0.151515151515 0 0 1e-07 9.4473468721e-11 0.0269781653229
0.67 0.151515151515 0 0 1e-07 9.49682689841e-11 0.026998601974
0.78 0.151515151515 0 0 1e-07 9.54925490083e-11 0.0270201605625
0.89 0.151515151515 0 0 1e-07 9.60395090566e-11 0.0270425478578
1.0 0.151515151515 0 0 1e-07 9.66039190893e-11 0.0270655392593
0.01 0.161616161616 0 0 1e-07 6.41137011447e-11 0.0294721545844
0.12 0.161616161616 0 0 1e-07 1.41589553902e-10 0.0286522203066
0.23 0.161616161616 0 0 1e-07 1.42636633498e-10 0.0286468618707
0.34 0.161616161616 0 0 1e-07 1.43154830947e-10 0.0286613823983
0.45 0.161616161616 0 0 1e-07 1.43760557879e-10 0.0286790548433
0.56 0.161616161616 0 0 1e-07 1.44441084934e-10 0.0286988480458
0.67 0.161616161616 0 0 1e-07 1.4517870813e-10 0.0287202132529
0.78 0.161616161616 0 0 1e-07 1.4596006827e-10 0.0287427453687
0.89 0.161616161616 0 0 1e-07 1.46775033686e-10 0.0287661380684
1.0 0.161616161616 0 0 1e-07 1.47615812532e-10 0.0287901567688
0.01 0.171717171717 0 0 1e-07 9.84203787839e-11 0.0313647419161
0.12 0.171717171717 0 0 1e-07 2.16775080437e-10 0.0304922760835
0.23 0.171717171717 0 0 1e-07 2.18344179802e-10 0.0304862470105
0.34 0.171717171717 0 0 1e-07 2.19116605449e-10 0.0305012821416
0.45 0.171717171717 0 0 1e-07 2.20018778714e-10 0.0305195803617
0.56 0.171717171717 0 0 1e-07 2.21031921312e-10 0.0305400664011
0.67 0.171717171717 0 0 1e-07 2.22129701828e-10 0.0305621728597
0.78 0.171717171717 0 0 1e-07 2.23292248674e-10 0.0305854810143
0.89 0.171717171717 0 0 1e-07 2.24504492012e-10 0.0306096742725
1.0 0.171717171717 0 0 1e-07 2.25754843733e-10 0.0306345102245
0.01 0.181818181818 0 0 1e-07 1.5102225875e-10 0.0333658977524
0.12 0.181818181818 0 0 1e-07 3.31950788262e-10 0.0324446219675
0.23 0.181818181818 0 0 1e-07 3.34307594258e-10 0.0324379068218
0.34 0.181818181818 0 0 1e-07 3.35456780579e-10 0.0324533361988
0.45 0.181818181818 0 0 1e-07 3.36797659184e-10 0.0324721141455
0.56 0.181818181818 0 0 1e-07 3.38302782723e-10 0.0324931290329
0.67 0.181818181818 0 0 1e-07 3.39933079586e-10 0.0325157995655
0.78 0.181818181818 0 0 1e-07 3.41659057544e-10 0.0325396969168
0.89 0.181818181818 0 0 1e-07 3.43458352267e-10 0.0325644968846
1.0 0.181818181818 0 0 1e-07 3.45313768711e-10 0.0325899512672
0.01 0.191919191919 0 0 1e-07 2.31530270534e-10 0.0354666177647
0.12 0.191919191919 0 0 1e-07 5.08123737488e-10 0.0345004083091
0.23 0.191919191919 0 0 1e-07 5.11669114055e-10 0.0344929943121
0.34 0.191919191919 0 0 1e-07 5.13374850722e-10 0.0345087005375
0.45 0.191919191919 0 0 1e-07 5.15362747716e-10 0.0345278157722
0.56 0.191919191919 0 0 1e-07 5.17593073468e-10 0.0345491995782
0.67 0.191919191919 0 0 1e-07 5.20008012671e-10 0.034572261367
0.78 0.191919191919 0 0 1e-07 5.22563912512e-10 0.0345965656192
0.89 0.191919191919 0 0 1e-07 5.25227672502e-10 0.0346217830984
1.0 0.191919191919 0 0 1e-07 5.27973846576e-10 0.0346476617787
0.01 0.20202020202 0 0 1e-07 3.54482106123e-10 0.0376567914945
0.12 0.20202020202 0 0 1e-07 7.77098921598e-10 0.0366500098925
0.23 0.20202020202 0 0 1e-07 7.82436131793e-10 0.0366418886857
0.34 0.20202020202 0 0 1e-07 7.84961007264e-10 0.0366577521699
0.45 0.20202020202 0 0 1e-07 7.87899501788e-10 0.0366770596113
0.56 0.20202020202 0 0 1e-07 7.91194689658e-10 0.0366986494819
0.67 0.20202020202 0 0 1e-07 7.94761293296e-10 0.0367219265371
0.78 0.20202020202 0 0 1e-07 7.98534901702e-10 0.0367464520026
0.89 0.20202020202 0 0 1e-07 8.02466677194e-10 0.0367718942063
1.0 0.20202020202 0 0 1e-07 8.065190811e-10 0.0367979992852
0.01 0.212121212121 0 0 1e-07 5.41764527489e-10 0.0399242040444
0.12 0.212121212121 0 0 1e-07 1.18684498684e-09 0.0388821328797
0.23 0.212121212121 0 0 1e-07 1.19487925046e-09 0.0388733034318
0.34 0.212121212121 0 0 1e-07 1.19860468651e-09 0.0388891963519
0.45 0.212121212121 0 0 1e-07 1.202933675e-09 0.0389085409675
0.56 0.212121212121 0 0 1e-07 1.20778556423e-09 0.0389301629664
0.67 0.212121212121 0 0 1e-07 1.21303503061e-09 0.0389534673477
0.78 0.212121212121 0 0 1e-07 1.21858737468e-09 0.0389780157092
0.89 0.212121212121 0 0 1e-07 1.22437079817e-09 0.0390034766857
1.0 0.212121212121 0 0 1e-07 1.23033012185e-09 0.0390295966749
0.01 0.222222222222 0 0 1e-07 8.26129135881e-10 0.0422532430188
0.12 0.222222222222 0 0 1e-07 1.80936366143e-09 0.0411826500836
0.23 0.222222222222 0 0 1e-07 1.82144884066e-09 0.0411731231222
0.34 0.222222222222 0 0 1e-07 1.82692517995e-09 0.0411889025688
0.45 0.222222222222 0 0 1e-07 1.8332776624e-09 0.0412081110771
0.56 0.222222222222 0 0 1e-07 1.84039347112e-09 0.0412295709543
0.67 0.222222222222 0 0 1e-07 1.84808920843e-09 0.0412526928459
0.78 0.222222222222 0 0 1e-07 1.85622622048e-09 0.0412770427206
0.89 0.222222222222 0 0 1e-07 1.86469939093e-09 0.041302292543
1.0 0.222222222222 0 0 1e-07 1.87342794702e-09 0.0413281912878
0.01 0.232323232323 0 0 1e-07 1.25619623674e-09 0.0446232526632
0.12 0.232323232323 0 0 1e-07 2.75207376636e-09 0.0435331141796
0.23 0.232323232323 0 0 1e-07 2.77022707274e-09 0.0435229187821
0.34 0.232323232323 0 0 1e-07 2.77824180442e-09 0.043538419153
0.45 0.232323232323 0 0 1e-07 2.78752076376e-09 0.0435572908199
0.56 0.232323232323 0 0 1e-07 2.79790853233e-09 0.0435783637921
0.67 0.232323232323 0 0 1e-07 2.80913804844e-09 0.0436010605374
0.78 0.232323232323 0 0 1e-07 2.82100728492e-09 0.0436249559621
0.89 0.232323232323 0 0 1e-07 2.83336309135e-09 0.0436497288148
1.0 0.232323232323 0 0 1e-07 2.84608780346e-09 0.0436751332922
0.01 0.242424242424 0 0 1e-07 1.90337837491e-09 0.0470065126428
0.12 0.242424242424 0 0 1e-07 4.1739690838e-09 0.0459089136784
0.23 0.242424242424 0 0 1e-07 4.20118280137e-09 0.0458981068882
0.34 0.242424242424 0 0 1e-07 4.2128509117e-09 0.0459131319605
0.45 0.242424242424 0 0 1e-07 4.22633029914e-09 0.0459314290013
0.56 0.242424242424 0 0 1e-07 4.241410934e-09 0.0459518491352
0.67 0.242424242424 0 0 1e-07 4.25770619179e-09 0.0459738338772
0.78 0.242424242424 0 0 1e-07 4.27492339441e-09 0.0459969724071
0.89 0.242424242424 0 0 1e-07 4.29284068746e-09 0.0460209542936
1.0 0.242424242424 0 0 1e-07 4.31128765016e-09 0.0460455420479
0.01 0.252525252525 0 0 1e-07 2.87106823227e-09 0.0493659423102
0.12 0.252525252525 0 0 1e-07 6.30794731011e-09 0.0482771256579
0.23 0.252525252525 0 0 1e-07 6.34863693991e-09 0.0482658061152
0.34 0.252525252525 0 0 1e-07 6.36551586045e-09 0.0482801220745
0.45 0.252525252525 0 0 1e-07 6.3849675918e-09 0.0482975611991
0.56 0.252525252525 0 0 1e-07 6.4067154612e-09 0.0483170121287
0.67 0.252525252525 0 0 1e-07 6.43020367527e-09 0.0483379439354
0.78 0.252525252525 0 0 1e-07 6.45501115071e-09 0.0483599663499
0.89 0.252525252525 0 0 1e-07 6.48081872317e-09 0.0483827845091
1.0 0.252525252525 0 0 1e-07 6.50738126436e-09 0.0484061728757
0.01 0.262626262626 0 0 1e-07 4.30607328577e-09 0.051652890167
0.12 0.262626262626 0 0 1e-07 9.49051523773e-09 0.0505943265051
0.23 0.262626262626 0 0 1e-07 9.55115646844e-09 0.050582652912
0.34 0.262626262626 0 0 1e-07 9.57538396755e-09 0.0505959850282
0.45 0.262626262626 0 0 1e-07 9.60322754149e-09 0.050612233351
0.56 0.262626262626 0 0 1e-07 9.63433561125e-09 0.0506303439368
0.67 0.262626262626 0 0 1e-07 9.66791599792e-09 0.0506498233133
0.78 0.262626262626 0 0 1e-07 9.70336794658e-09 0.0506703090526
0.89 0.262626262626 0 0 1e-07 9.74023614353e-09 0.0506915273724
1.0 0.262626262626 0 0 1e-07 9.77817095781e-09 0.05071326891
0.01 0.272727272727 0 0 1e-07 6.41141490713e-09 0.0538057901957
0.12 0.272727272727 0 0 1e-07 1.41991840482e-08 0.0528049841505
0.23 0.272727272727 0 0 1e-07 1.42892071087e-08 0.0527931986538
0.34 0.272727272727 0 0 1e-07 1.43236523836e-08 0.0528052360635
0.45 0.272727272727 0 0 1e-07 1.4363113664e-08 0.0528199167198
0.56 0.272727272727 0 0 1e-07 1.44071679066e-08 0.0528362676011
0.67 0.272727272727 0 0 1e-07 1.44546977567e-08 0.0528538437929
0.78 0.272727272727 0 0 1e-07 1.4504854873e-08 0.0528723188686
0.89 0.272727272727 0 0 1e-07 1.45569963466e-08 0.0528914462962
1.0 0.272727272727 0 0 1e-07 1.46106285902e-08 0.0529110376099
0.01 0.282828282828 0 0 1e-07 9.4580029119e-09 0.0557509816976
0.12 0.282828282828 0 0 1e-07 2.1095793311e-08 0.0548415401945
0.23 0.282828282828 0 0 1e-07 2.12288245104e-08 0.0548299952072
0.34 0.282828282828 0 0 1e-07 2.12772301209e-08 0.0548404095503
0.45 0.282828282828 0 0 1e-07 2.13324803436e-08 0.0548531238727
0.56 0.282828282828 0 0 1e-07 2.13941109509e-08 0.0548672725032
0.67 0.282828282828 0 0 1e-07 2.14605659246e-08 0.0548824707216
0.78 0.282828282828 0 0 1e-07 2.15306621823e-08 0.054898436629
0.89 0.282828282828 0 0 1e-07 2.16035032068e-08 0.0549149573857
1.0 0.282828282828 0 0 1e-07 2.16784008485e-08 0.0549318703505
0.01 0.292929292929 0 0 1e-07 1.37903193931e-08 0.057407310213
0.12 0.292929292929 0 0 1e-07 3.10703703325e-08 0.0566276865484
0.23 0.292929292929 0 0 1e-07 3.12659425829e-08 0.0566168712053
0.34 0.292929292929 0 0 1e-07 3.13330198736e-08 0.0566253538259
0.45 0.292929292929 0 0 1e-07 3.14092476123e-08 0.0566357256495
0.56 0.292929292929 0 0 1e-07 3.14942043441e-08 0.0566472559015
0.67 0.292929292929 0 0 1e-07 3.15857563369e-08 0.0566596309147
0.78 0.292929292929 0 0 1e-07 3.16822783445e-08 0.0566726212317
0.89 0.292929292929 0 0 1e-07 3.17825388876e-08 0.0566860536791
1.0 0.292929292929 0 0 1e-07 3.18855929143e-08 0.0566997960039
0.01 0.30303030303 0 0 1e-07 1.98187331134e-08 0.0586956947494
0.12 0.30303030303 0 0 1e-07 4.52752277669e-08 0.058086169651
0.23 0.30303030303 0 0 1e-07 4.55611371941e-08 0.0580767298795
0.34 0.30303030303 0 0 1e-07 4.56525677353e-08 0.0580830466456
0.45 0.30303030303 0 0 1e-07 4.57559239027e-08 0.0580907874924
0.56 0.30303030303 0 0 1e-07 4.58710092566e-08 0.0580993822439
0.67 0.30303030303 0 0 1e-07 4.59949508771e-08 0.0581085964597
0.78 0.30303030303 0 0 1e-07 4.61255554595e-08 0.0581182590099
0.89 0.30303030303 0 0 1e-07 4.62611612255e-08 0.0581282408206
1.0 0.30303030303 0 0 1e-07 4.64004932004e-08 0.0581384434051
0.01 0.313131313131 0 0 1e-07 2.79902541591e-08 0.0595530876403
0.12 0.313131313131 0 0 1e-07 6.51345404653e-08 0.0591511158475
0.23 0.313131313131 0 0 1e-07 6.55501259753e-08 0.0591438619624
0.34 0.313131313131 0 0 1e-07 6.567242906e-08 0.0591479140168
0.45 0.313131313131 0 0 1e-07 6.58097927445e-08 0.0591528950519
0.56 0.313131313131 0 0 1e-07 6.59625958497e-08 0.0591584158569
0.67 0.313131313131 0 0 1e-07 6.61270509974e-08 0.0591643246326
0.78 0.313131313131 0 0 1e-07 6.63002580945e-08 0.0591705108956
0.89 0.313131313131 0 0 1e-07 6.6480020006e-08 0.0591768914039
1.0 0.313131313131 0 0 1e-07 6.66646514092e-08 0.059183402741
0.01 0.323232323232 0 0 1e-07 3.87334253741e-08 0.059947335074
0.12 0.323232323232 0 0 1e-07 9.23141134644e-08 0.0597822669707
0.23 0.323232323232 0 0 1e-07 9.2914905165e-08 0.0597781671719
0.34 0.323232323232 0 0 1e-07 9.30751689912e-08 0.0597800348966
0.45 0.323232323232 0 0 1e-07 9.32537239698e-08 0.0597823384561
0.56 0.323232323232 0 0 1e-07 9.34521453939e-08 0.0597848819892
0.67 0.323232323232 0 0 1e-07 9.36655566851e-08 0.0597875935522
0.78 0.323232323232 0 0 1e-07 9.38902089363e-08 0.0597904209989
0.89 0.323232323232 0 0 1e-07 9.41232620736e-08 0.0597933251497
1.0 0.323232323232 0 0 1e-07 9.43625381149e-08 0.0597962762821
0.01 0.333333333333 0 0 1e-07 5.23839088855e-08 0.0598870348378
0.12 0.333333333333 0 0 1e-07 1.28643381904e-07 0.0599758940576
0.23 0.333333333333 0 0 1e-07 1.2950781697e-07 0.0599760615815
0.34 0.333333333333 0 0 1e-07 1.29713357345e-07 0.0599760079155
0.45 0.333333333333 0 0 1e-07 1.29940042614e-07 0.0599759302032
0.56 0.333333333333 0 0 1e-07 1.30191681868e-07 0.0599758301338
0.67 0.333333333333 0 0 1e-07 1.30462153287e-07 0.0599757066538
0.78 0.333333333333 0 0 1e-07 1.30746725711e-07 0.0599755590378
0.89 0.333333333333 0 0 1e-07 1.31041814977e-07 0.0599753869201
1.0 0.333333333333 0 0 1e-07 1.31344673093e-07 0.0599751902381
0.01 0.343434343434 0 0 1e-07 6.91123864663e-08 0.0594211323054
0.12 0.343434343434 0 0 1e-07 1.75997386661e-07 0.0597669533859
0.23 0.343434343434 0 0 1e-07 1.77236617387e-07 0.0597726452249
0.34 0.343434343434 0 0 1e-07 1.77494694478e-07 0.0597710703425
0.45 0.343434343434 0 0 1e-07 1.77775662945e-07 0.0597690659397
0.56 0.343434343434 0 0 1e-07 1.78087218028e-07 0.0597668303071
0.67 0.343434343434 0 0 1e-07 1.78421873614e-07 0.0597644198721
0.78 0.343434343434 0 0 1e-07 1.78773802685e-07 0.0597618750933
0.89 0.343434343434 0 0 1e-07 1.79138590704e-07 0.0597592266678
1.0 0.343434343434 0 0 1e-07 1.79512853722e-07 0.0597564982525
0.01 0.353535353535 0 0 1e-07 8.88847854631e-08 0.0586275441968
0.12 0.353535353535 0 0 1e-07 2.36163695552e-07 0.0592206811445
0.23 0.353535353535 0 0 1e-07 2.37935887282e-07 0.059233329949
0.34 0.353535353535 0 0 1e-07 2.38253633153e-07 0.0592306946851
0.45 0.353535353535 0 0 1e-07 2.38593867638e-07 0.059227283652
0.56 0.353535353535 0 0 1e-07 2.38970710749e-07 0.059223491249
0.67 0.353535353535 0 0 1e-07 2.39375244675e-07 0.0592194163383
0.78 0.353535353535 0 0 1e-07 2.39800460204e-07 0.0592151290742
0.89 0.353535353535 0 0 1e-07 2.40241046555e-07 0.059210682527
1.0 0.353535353535 0 0 1e-07 2.40692933499e-07 0.0592061174249
0.01 0.363636363636 0 0 1e-07 1.11474542531e-07 0.0575957111336
0.12 0.363636363636 0 0 1e-07 3.10726115244e-07 0.0584172596612
0.23 0.363636363636 0 0 1e-07 3.13257043798e-07 0.058438553591
0.34 0.363636363636 0 0 1e-07 3.13641710855e-07 0.0584353041947
0.45 0.363636363636 0 0 1e-07 3.14044882219e-07 0.0584309803484
0.56 0.363636363636 0 0 1e-07 3.14490902829e-07 0.0584261790366
0.67 0.363636363636 0 0 1e-07 3.14969416917e-07 0.0584210276043
