Vd Vgf Vs Vgb L IDS qicore xg1 xg2  
1.0 -0.28 0 2.5 5.5e-08 1.117e-08 1.367e-04 5.6422 8.8759 
1.0 -0.26 0 2.5 5.5e-08 1.936e-08 2.431e-04 6.4058 8.8758 
1.0 -0.24 0 2.5 5.5e-08 3.368e-08 4.335e-04 7.1707 8.8757 
1.0 -0.22 0 2.5 5.5e-08 5.882e-08 7.753e-04 7.9364 8.8754 
1.0 -0.2 0 2.5 5.5e-08 1.030e-07 1.390e-03 8.7028 8.8748 
1.0 -0.18 0 2.5 5.5e-08 1.811e-07 2.496e-03 9.4695 8.8739 
1.0 -0.16 0 2.5 5.5e-08 3.189e-07 4.490e-03 10.2360 8.8721 
1.0 -0.14 0 2.5 5.5e-08 5.619e-07 8.077e-03 11.0016 8.8690 
1.0 -0.12 0 2.5 5.5e-08 9.884e-07 1.451e-02 11.7653 8.8635 
1.0 -0.1 0 2.5 5.5e-08 1.729e-06 2.593e-02 12.5253 8.8539 
1.0 -0.08 0 2.5 5.5e-08 2.988e-06 4.589e-02 13.2788 8.8376 
1.0 -0.06 0 2.5 5.5e-08 5.061e-06 7.991e-02 14.0226 8.8111 
1.0 -0.04 0 2.5 5.5e-08 8.315e-06 0.1357 14.7528 8.7709 
1.0 -0.02 0 2.5 5.5e-08 1.313e-05 0.2229 15.4668 8.7142 
1.0 1.33226762955e-15 0 2.5 5.5e-08 1.982e-05 0.3520 16.1644 8.6410 
1.0 0.02 0 2.5 5.5e-08 2.855e-05 0.5326 16.8478 8.5534 
1.0 0.04 0 2.5 5.5e-08 3.938e-05 0.7721 17.5207 8.4551 
1.0 0.06 0 2.5 5.5e-08 5.223e-05 1.0746 18.1871 8.3501 
1.0 0.08 0 2.5 5.5e-08 6.701e-05 1.4410 18.8501 8.2417 
1.0 0.1 0 2.5 5.5e-08 8.357e-05 1.8694 19.5122 8.1322 
1.0 0.12 0 2.5 5.5e-08 1.017e-04 2.3560 20.1750 8.0233 
1.0 0.14 0 2.5 5.5e-08 1.214e-04 2.8961 20.8393 7.9158 
1.0 0.16 0 2.5 5.5e-08 1.423e-04 3.4845 21.5056 7.8103 
1.0 0.18 0 2.5 5.5e-08 1.644e-04 4.1163 22.1741 7.7068 
1.0 0.2 0 2.5 5.5e-08 1.874e-04 4.7867 22.8448 7.6055 
1.0 0.22 0 2.5 5.5e-08 2.114e-04 5.4916 23.5175 7.5061 
1.0 0.24 0 2.5 5.5e-08 2.361e-04 6.2270 24.1922 7.4087 
1.0 0.26 0 2.5 5.5e-08 2.614e-04 6.9896 24.8686 7.3129 
1.0 0.28 0 2.5 5.5e-08 2.874e-04 7.7764 25.5465 7.2185 
1.0 0.3 0 2.5 5.5e-08 3.138e-04 8.5848 26.2258 7.1255 
1.0 0.32 0 2.5 5.5e-08 3.407e-04 9.4125 26.9063 7.0337 
1.0 0.34 0 2.5 5.5e-08 3.679e-04 10.2575 27.5877 6.9428 
1.0 0.36 0 2.5 5.5e-08 3.954e-04 11.1180 28.2701 6.8527 
1.0 0.38 0 2.5 5.5e-08 4.232e-04 11.9924 28.9532 6.7633 
1.0 0.4 0 2.5 5.5e-08 4.513e-04 12.8794 29.6369 6.6745 
1.0 0.42 0 2.5 5.5e-08 4.796e-04 13.7778 30.3211 6.5861 
1.0 0.44 0 2.5 5.5e-08 5.080e-04 14.6865 31.0057 6.4982 
1.0 0.46 0 2.5 5.5e-08 5.366e-04 15.6045 31.6906 6.4105 
1.0 0.48 0 2.5 5.5e-08 5.653e-04 16.5310 32.3757 6.3230 
1.0 0.5 0 2.5 5.5e-08 5.942e-04 17.4653 33.0610 6.2357 
1.0 0.52 0 2.5 5.5e-08 6.231e-04 18.4066 33.7464 6.1484 
1.0 0.54 0 2.5 5.5e-08 6.521e-04 19.3544 34.4319 6.0612 
1.0 0.56 0 2.5 5.5e-08 6.812e-04 20.3080 35.1173 5.9739 
1.0 0.58 0 2.5 5.5e-08 7.104e-04 21.2670 35.8027 5.8865 
1.0 0.6 0 2.5 5.5e-08 7.396e-04 22.2310 36.4879 5.7990 
1.0 0.62 0 2.5 5.5e-08 7.688e-04 23.1994 37.1730 5.7114 
1.0 0.64 0 2.5 5.5e-08 7.981e-04 24.1720 37.8580 5.6235 
1.0 0.66 0 2.5 5.5e-08 8.275e-04 25.1484 38.5427 5.5354 
1.0 0.68 0 2.5 5.5e-08 8.568e-04 26.1283 39.2271 5.4470 
1.0 0.7 0 2.5 5.5e-08 8.862e-04 27.1114 39.9113 5.3584 
1.0 0.72 0 2.5 5.5e-08 9.156e-04 28.0974 40.5951 5.2694 
1.0 0.74 0 2.5 5.5e-08 9.451e-04 29.0861 41.2786 5.1800 
1.0 0.76 0 2.5 5.5e-08 9.745e-04 30.0773 41.9618 5.0903 
1.0 0.78 0 2.5 5.5e-08 1.004e-03 31.0707 42.6446 5.0002 
1.0 0.8 0 2.5 5.5e-08 1.033e-03 32.0662 43.3269 4.9097 
1.0 0.82 0 2.5 5.5e-08 1.063e-03 33.0635 44.0089 4.8187 
1.0 0.84 0 2.5 5.5e-08 1.092e-03 34.0625 44.6904 4.7273 
1.0 0.86 0 2.5 5.5e-08 1.122e-03 35.0631 45.3714 4.6354 
1.0 0.88 0 2.5 5.5e-08 1.151e-03 36.0651 46.0520 4.5430 
1.0 0.9 0 2.5 5.5e-08 1.181e-03 37.0683 46.7320 4.4501 
1.0 0.92 0 2.5 5.5e-08 1.211e-03 38.0727 47.4116 4.3567 
1.0 0.94 0 2.5 5.5e-08 1.240e-03 39.0781 48.0906 4.2628 
1.0 0.96 0 2.5 5.5e-08 1.270e-03 40.0844 48.7691 4.1683 
1.0 0.98 0 2.5 5.5e-08 1.299e-03 41.0915 49.4470 4.0732 
1.0 1.0 0 2.5 5.5e-08 1.329e-03 42.0993 50.1244 3.9776 
1.0 1.02 0 2.5 5.5e-08 1.358e-03 43.1077 50.8012 3.8814 
1.0 1.04 0 2.5 5.5e-08 1.388e-03 44.1165 51.4774 3.7847 
1.0 1.06 0 2.5 5.5e-08 1.417e-03 45.1258 52.1531 3.6873 
1.0 1.08 0 2.5 5.5e-08 1.447e-03 46.1355 52.8281 3.5893 
1.0 1.1 0 2.5 5.5e-08 1.477e-03 47.1454 53.5025 3.4906 
1.0 1.12 0 2.5 5.5e-08 1.506e-03 48.1555 54.1762 3.3914 
1.0 1.14 0 2.5 5.5e-08 1.536e-03 49.1657 54.8493 3.2914 
1.0 1.16 0 2.5 5.5e-08 1.566e-03 50.1759 55.5218 3.1909 
1.0 1.18 0 2.5 5.5e-08 1.595e-03 51.1862 56.1936 3.0896 
1.0 1.2 0 2.5 5.5e-08 1.625e-03 52.1964 56.8648 2.9877 
1.0 1.22 0 2.5 5.5e-08 1.654e-03 53.2064 57.5353 2.8852 
1.0 1.24 0 2.5 5.5e-08 1.684e-03 54.2163 58.2051 2.7819 
1.0 1.26 0 2.5 5.5e-08 1.714e-03 55.2260 58.8742 2.6779 
1.0 1.28 0 2.5 5.5e-08 1.743e-03 56.2353 59.5426 2.5733 
1.0 1.3 0 2.5 5.5e-08 1.773e-03 57.2444 60.2103 2.4679 
1.0 1.32 0 2.5 5.5e-08 1.803e-03 58.2530 60.8772 2.3618 
1.0 1.34 0 2.5 5.5e-08 1.833e-03 59.2613 61.5435 2.2550 
1.0 1.36 0 2.5 5.5e-08 1.862e-03 60.2691 62.2091 2.1474 
1.0 1.38 0 2.5 5.5e-08 1.892e-03 61.2763 62.8739 2.0392 
1.0 1.4 0 2.5 5.5e-08 1.922e-03 62.2831 63.5379 1.9301 
1.0 1.42 0 2.5 5.5e-08 1.952e-03 63.2892 64.2013 1.8204 
1.0 1.44 0 2.5 5.5e-08 1.981e-03 64.2948 64.8638 1.7098 
1.0 1.46 0 2.5 5.5e-08 2.011e-03 65.2997 65.5257 1.5986 
1.0 1.48 0 2.5 5.5e-08 2.041e-03 66.3039 66.1867 1.4865 
1.0 -1.5 0 2.0 5.5e-08 5.232e-13 8.237e-09 -1.2862 -10.4557 
1.0 -1.48 0 2.0 5.5e-08 5.235e-13 8.241e-09 -1.2856 -10.4557 
1.0 -1.46 0 2.0 5.5e-08 5.237e-13 8.245e-09 -1.2850 -10.4557 
1.0 -1.44 0 2.0 5.5e-08 5.240e-13 8.250e-09 -1.2844 -10.4557 
1.0 -1.42 0 2.0 5.5e-08 5.243e-13 8.254e-09 -1.2837 -10.4557 
1.0 -1.4 0 2.0 5.5e-08 5.246e-13 8.259e-09 -1.2830 -10.4557 
1.0 -1.38 0 2.0 5.5e-08 5.249e-13 8.264e-09 -1.2822 -10.4557 
1.0 -1.36 0 2.0 5.5e-08 5.252e-13 8.269e-09 -1.2815 -10.4557 
1.0 -1.34 0 2.0 5.5e-08 5.255e-13 8.274e-09 -1.2807 -10.4557 
1.0 -1.32 0 2.0 5.5e-08 5.259e-13 8.280e-09 -1.2798 -10.4557 
1.0 -1.3 0 2.0 5.5e-08 5.263e-13 8.285e-09 -1.2789 -10.4557 
1.0 -1.28 0 2.0 5.5e-08 5.266e-13 8.292e-09 -1.2780 -10.4557 
1.0 -1.26 0 2.0 5.5e-08 5.271e-13 8.298e-09 -1.2770 -10.4557 
1.0 -1.24 0 2.0 5.5e-08 5.275e-13 8.305e-09 -1.2760 -10.4557 
1.0 -1.22 0 2.0 5.5e-08 5.279e-13 8.312e-09 -1.2749 -10.4557 
1.0 -1.2 0 2.0 5.5e-08 5.284e-13 8.319e-09 -1.2738 -10.4557 
1.0 -1.18 0 2.0 5.5e-08 5.289e-13 8.327e-09 -1.2726 -10.4557 
1.0 -1.16 0 2.0 5.5e-08 5.294e-13 8.336e-09 -1.2713 -10.4557 
1.0 -1.14 0 2.0 5.5e-08 5.300e-13 8.345e-09 -1.2700 -10.4557 
1.0 -1.12 0 2.0 5.5e-08 5.306e-13 8.354e-09 -1.2686 -10.4557 
1.0 -1.1 0 2.0 5.5e-08 5.312e-13 8.364e-09 -1.2671 -10.4557 
1.0 -1.08 0 2.0 5.5e-08 5.319e-13 8.375e-09 -1.2655 -10.4557 
1.0 -1.06 0 2.0 5.5e-08 5.326e-13 8.386e-09 -1.2637 -10.4557 
1.0 -1.04 0 2.0 5.5e-08 5.334e-13 8.398e-09 -1.2619 -10.4557 
1.0 -1.02 0 2.0 5.5e-08 5.342e-13 8.411e-09 -1.2600 -10.4557 
1.0 -1.0 0 2.0 5.5e-08 5.351e-13 8.425e-09 -1.2579 -10.4557 
1.0 -0.98 0 2.0 5.5e-08 5.361e-13 8.441e-09 -1.2556 -10.4557 
1.0 -0.96 0 2.0 5.5e-08 5.371e-13 8.457e-09 -1.2532 -10.4557 
1.0 -0.94 0 2.0 5.5e-08 5.382e-13 8.475e-09 -1.2506 -10.4557 
1.0 -0.92 0 2.0 5.5e-08 5.394e-13 8.494e-09 -1.2477 -10.4557 
1.0 -0.9 0 2.0 5.5e-08 5.408e-13 8.515e-09 -1.2446 -10.4557 
1.0 -0.88 0 2.0 5.5e-08 5.422e-13 8.538e-09 -1.2412 -10.4557 
1.0 -0.86 0 2.0 5.5e-08 5.438e-13 8.564e-09 -1.2375 -10.4557 
1.0 -0.84 0 2.0 5.5e-08 5.456e-13 8.592e-09 -1.2334 -10.4557 
1.0 -0.82 0 2.0 5.5e-08 5.476e-13 8.623e-09 -1.2288 -10.4557 
1.0 -0.8 0 2.0 5.5e-08 5.498e-13 8.658e-09 -1.2237 -10.4557 
1.0 -0.78 0 2.0 5.5e-08 5.523e-13 8.697e-09 -1.2180 -10.4557 
1.0 -0.76 0 2.0 5.5e-08 5.551e-13 8.742e-09 -1.2116 -10.4557 
1.0 -0.74 0 2.0 5.5e-08 5.583e-13 8.793e-09 -1.2043 -10.4557 
1.0 -0.72 0 2.0 5.5e-08 5.620e-13 8.852e-09 -1.1959 -10.4557 
1.0 -0.7 0 2.0 5.5e-08 5.664e-13 8.921e-09 -1.1862 -10.4557 
1.0 -0.68 0 2.0 5.5e-08 5.715e-13 9.002e-09 -1.1748 -10.4557 
1.0 -0.66 0 2.0 5.5e-08 5.777e-13 9.100e-09 -1.1613 -10.4557 
1.0 -0.64 0 2.0 5.5e-08 5.852e-13 9.218e-09 -1.1451 -10.4557 
1.0 -0.62 0 2.0 5.5e-08 5.945e-13 9.366e-09 -1.1251 -10.4557 
1.0 -0.6 0 2.0 5.5e-08 6.064e-13 9.554e-09 -1.1002 -10.4557 
1.0 -0.58 0 2.0 5.5e-08 6.220e-13 9.801e-09 -1.0681 -10.4557 
1.0 -0.56 0 2.0 5.5e-08 6.433e-13 1.014e-08 -1.0257 -10.4557 
1.0 -0.54 0 2.0 5.5e-08 6.738e-13 1.062e-08 -0.9673 -10.4557 
1.0 -0.52 0 2.0 5.5e-08 7.201e-13 1.136e-08 -0.8837 -10.4557 
1.0 -0.5 0 2.0 5.5e-08 7.957e-13 1.255e-08 -0.7581 -10.4557 
1.0 -0.48 0 2.0 5.5e-08 9.292e-13 1.467e-08 -0.5630 -10.4557 
1.0 -0.46 0 2.0 5.5e-08 1.181e-12 1.866e-08 -0.2622 -10.4557 
1.0 -0.44 0 2.0 5.5e-08 1.665e-12 2.633e-08 0.1679 -10.4557 
1.0 -0.42 0 2.0 5.5e-08 2.581e-12 4.082e-08 0.7146 -10.4557 
1.0 -0.4 0 2.0 5.5e-08 4.276e-12 6.762e-08 1.3427 -10.4557 
1.0 -0.38 0 2.0 5.5e-08 7.391e-12 1.167e-07 2.0205 -10.4557 
1.0 -0.36 0 2.0 5.5e-08 1.312e-11 2.067e-07 2.7282 -10.4557 
1.0 -0.34 0 2.0 5.5e-08 2.368e-11 3.721e-07 3.4545 -10.4557 
1.0 -0.32 0 2.0 5.5e-08 4.326e-11 6.773e-07 4.1927 -10.4557 
1.0 -0.3 0 2.0 5.5e-08 7.972e-11 1.242e-06 4.9389 -10.4557 
1.0 -0.28 0 2.0 5.5e-08 1.479e-10 2.292e-06 5.6907 -10.4557 
1.0 -0.26 0 2.0 5.5e-08 2.758e-10 4.250e-06 6.4466 -10.4557 
1.0 -0.24 0 2.0 5.5e-08 5.166e-10 7.907e-06 7.2055 -10.4557 
1.0 -0.22 0 2.0 5.5e-08 9.712e-10 1.476e-05 7.9668 -10.4557 
1.0 -0.2 0 2.0 5.5e-08 1.831e-09 2.762e-05 8.7298 -10.4557 
1.0 -0.18 0 2.0 5.5e-08 3.462e-09 5.181e-05 9.4943 -10.4557 
1.0 -0.16 0 2.0 5.5e-08 6.562e-09 9.736e-05 10.2598 -10.4558 
1.0 -0.14 0 2.0 5.5e-08 1.246e-08 1.833e-04 11.0263 -10.4559 
1.0 -0.12 0 2.0 5.5e-08 2.370e-08 3.456e-04 11.7935 -10.4560 
1.0 -0.1 0 2.0 5.5e-08 4.516e-08 6.526e-04 12.5613 -10.4563 
1.0 -0.08 0 2.0 5.5e-08 8.612e-08 1.233e-03 13.3293 -10.4568 
1.0 -0.06 0 2.0 5.5e-08 1.643e-07 2.332e-03 14.0973 -10.4577 
1.0 -0.04 0 2.0 5.5e-08 3.134e-07 4.408e-03 14.8649 -10.4596 
1.0 -0.02 0 2.0 5.5e-08 5.963e-07 8.319e-03 15.6313 -10.4630 
1.0 1.33226762955e-15 0 2.0 5.5e-08 1.129e-06 1.564e-02 16.3951 -10.4693 
1.0 0.02 0 2.0 5.5e-08 2.116e-06 2.919e-02 17.1539 -10.4807 
1.0 0.04 0 2.0 5.5e-08 3.896e-06 5.370e-02 17.9044 -10.5008 
1.0 0.06 0 2.0 5.5e-08 6.964e-06 9.659e-02 18.6419 -10.5341 
1.0 0.08 0 2.0 5.5e-08 1.192e-05 0.1681 19.3618 -10.5852 
1.0 0.1 0 2.0 5.5e-08 1.934e-05 0.2805 20.0620 -10.6561 
1.0 0.12 0 2.0 5.5e-08 2.952e-05 0.4462 20.7437 -10.7457 
1.0 0.14 0 2.0 5.5e-08 4.247e-05 0.6760 21.4115 -10.8493 
1.0 0.16 0 2.0 5.5e-08 5.797e-05 0.9766 22.0707 -10.9616 
1.0 0.18 0 2.0 5.5e-08 7.566e-05 1.3503 22.7260 -11.0779 
1.0 0.2 0 2.0 5.5e-08 9.523e-05 1.7952 23.3806 -11.1950 
1.0 0.22 0 2.0 5.5e-08 1.164e-04 2.3062 24.0366 -11.3108 
1.0 0.24 0 2.0 5.5e-08 1.388e-04 2.8768 24.6951 -11.4243 
1.0 0.26 0 2.0 5.5e-08 1.624e-04 3.4999 25.3565 -11.5349 
1.0 0.28 0 2.0 5.5e-08 1.870e-04 4.1690 26.0209 -11.6426 
1.0 0.3 0 2.0 5.5e-08 2.123e-04 4.8779 26.6881 -11.7474 
1.0 0.32 0 2.0 5.5e-08 2.383e-04 5.6214 27.3581 -11.8496 
1.0 0.34 0 2.0 5.5e-08 2.650e-04 6.3951 28.0305 -11.9495 
1.0 0.36 0 2.0 5.5e-08 2.921e-04 7.1949 28.7050 -12.0472 
1.0 0.38 0 2.0 5.5e-08 3.196e-04 8.0178 29.3815 -12.1431 
1.0 0.4 0 2.0 5.5e-08 3.474e-04 8.8608 30.0596 -12.2374 
1.0 0.42 0 2.0 5.5e-08 3.756e-04 9.7215 30.7391 -12.3303 
1.0 0.44 0 2.0 5.5e-08 4.040e-04 10.5981 31.4199 -12.4219 
1.0 0.46 0 2.0 5.5e-08 4.326e-04 11.4886 32.1017 -12.5126 
1.0 0.48 0 2.0 5.5e-08 4.614e-04 12.3917 32.7845 -12.6023 
1.0 0.5 0 2.0 5.5e-08 4.904e-04 13.3059 33.4680 -12.6914 
1.0 0.52 0 2.0 5.5e-08 5.194e-04 14.2302 34.1521 -12.7798 
1.0 0.54 0 2.0 5.5e-08 5.486e-04 15.1636 34.8368 -12.8677 
1.0 0.56 0 2.0 5.5e-08 5.779e-04 16.1052 35.5219 -12.9553 
1.0 0.58 0 2.0 5.5e-08 6.072e-04 17.0542 36.2074 -13.0425 
1.0 0.6 0 2.0 5.5e-08 6.366e-04 18.0099 36.8931 -13.1294 
1.0 0.62 0 2.0 5.5e-08 6.660e-04 18.9718 37.5790 -13.2163 
1.0 0.64 0 2.0 5.5e-08 6.954e-04 19.9392 38.2650 -13.3030 
1.0 0.66 0 2.0 5.5e-08 7.249e-04 20.9118 38.9511 -13.3896 
1.0 0.68 0 2.0 5.5e-08 7.544e-04 21.8889 39.6371 -13.4763 
1.0 0.7 0 2.0 5.5e-08 7.839e-04 22.8704 40.3232 -13.5630 
1.0 0.72 0 2.0 5.5e-08 8.134e-04 23.8557 41.0092 -13.6499 
1.0 0.74 0 2.0 5.5e-08 8.430e-04 24.8445 41.6950 -13.7368 
1.0 0.76 0 2.0 5.5e-08 8.725e-04 25.8366 42.3807 -13.8240 
1.0 0.78 0 2.0 5.5e-08 9.020e-04 26.8317 43.0662 -13.9114 
1.0 0.8 0 2.0 5.5e-08 9.315e-04 27.8296 43.7514 -13.9990 
1.0 0.82 0 2.0 5.5e-08 9.611e-04 28.8299 44.4364 -14.0868 
1.0 0.84 0 2.0 5.5e-08 9.906e-04 29.8325 45.1211 -14.1750 
1.0 0.86 0 2.0 5.5e-08 1.020e-03 30.8372 45.8055 -14.2635 
1.0 0.88 0 2.0 5.5e-08 1.050e-03 31.8437 46.4896 -14.3523 
1.0 0.9 0 2.0 5.5e-08 1.079e-03 32.8520 47.1733 -14.4415 
1.0 0.92 0 2.0 5.5e-08 1.109e-03 33.8619 47.8566 -14.5312 
1.0 0.94 0 2.0 5.5e-08 1.138e-03 34.8732 48.5395 -14.6212 
1.0 0.96 0 2.0 5.5e-08 1.168e-03 35.8858 49.2220 -14.7116 
1.0 0.98 0 2.0 5.5e-08 1.197e-03 36.8996 49.9041 -14.8025 
1.0 1.0 0 2.0 5.5e-08 1.226e-03 37.9143 50.5857 -14.8938 
1.0 1.02 0 2.0 5.5e-08 1.256e-03 38.9300 51.2668 -14.9857 
1.0 1.04 0 2.0 5.5e-08 1.285e-03 39.9465 51.9475 -15.0780 
1.0 1.06 0 2.0 5.5e-08 1.315e-03 40.9637 52.6276 -15.1708 
1.0 1.08 0 2.0 5.5e-08 1.344e-03 41.9816 53.3073 -15.2642 
1.0 1.1 0 2.0 5.5e-08 1.374e-03 42.9999 53.9864 -15.3581 
1.0 1.12 0 2.0 5.5e-08 1.403e-03 44.0187 54.6650 -15.4525 
1.0 1.14 0 2.0 5.5e-08 1.432e-03 45.0379 55.3430 -15.5475 
1.0 1.16 0 2.0 5.5e-08 1.462e-03 46.0574 56.0204 -15.6431 
1.0 1.18 0 2.0 5.5e-08 1.491e-03 47.0770 56.6973 -15.7393 
1.0 1.2 0 2.0 5.5e-08 1.521e-03 48.0968 57.3736 -15.8360 
1.0 1.22 0 2.0 5.5e-08 1.550e-03 49.1167 58.0492 -15.9334 
1.0 1.24 0 2.0 5.5e-08 1.580e-03 50.1366 58.7243 -16.0314 
1.0 1.26 0 2.0 5.5e-08 1.609e-03 51.1565 59.3987 -16.1300 
1.0 1.28 0 2.0 5.5e-08 1.638e-03 52.1762 60.0726 -16.2292 
1.0 1.3 0 2.0 5.5e-08 1.668e-03 53.1958 60.7457 -16.3291 
1.0 1.32 0 2.0 5.5e-08 1.697e-03 54.2152 61.4183 -16.4296 
1.0 1.34 0 2.0 5.5e-08 1.727e-03 55.2344 62.0901 -16.5308 
1.0 1.36 0 2.0 5.5e-08 1.756e-03 56.2532 62.7614 -16.6327 
1.0 1.38 0 2.0 5.5e-08 1.785e-03 57.2717 63.4319 -16.7352 
1.0 1.4 0 2.0 5.5e-08 1.815e-03 58.2898 64.1017 -16.8384 
1.0 1.42 0 2.0 5.5e-08 1.844e-03 59.3074 64.7709 -16.9424 
1.0 1.44 0 2.0 5.5e-08 1.874e-03 60.3246 65.4394 -17.0470 
1.0 1.46 0 2.0 5.5e-08 1.903e-03 61.3413 66.1071 -17.1523 
1.0 1.48 0 2.0 5.5e-08 1.933e-03 62.3574 66.7742 -17.2584 
1.0 -1.5 0 1.5 5.5e-08 1.782e-13 2.324e-09 1.3657 -29.7875 
1.0 -1.48 0 1.5 5.5e-08 1.783e-13 2.325e-09 1.3662 -29.7875 
1.0 -1.46 0 1.5 5.5e-08 1.783e-13 2.326e-09 1.3667 -29.7875 
1.0 -1.44 0 1.5 5.5e-08 1.784e-13 2.328e-09 1.3673 -29.7875 
1.0 -1.42 0 1.5 5.5e-08 1.785e-13 2.329e-09 1.3679 -29.7875 
1.0 -1.4 0 1.5 5.5e-08 1.786e-13 2.330e-09 1.3685 -29.7875 
1.0 -1.38 0 1.5 5.5e-08 1.787e-13 2.331e-09 1.3692 -29.7875 
1.0 -1.36 0 1.5 5.5e-08 1.788e-13 2.333e-09 1.3698 -29.7875 
1.0 -1.34 0 1.5 5.5e-08 1.789e-13 2.334e-09 1.3705 -29.7875 
1.0 -1.32 0 1.5 5.5e-08 1.790e-13 2.335e-09 1.3713 -29.7875 
1.0 -1.3 0 1.5 5.5e-08 1.791e-13 2.337e-09 1.3720 -29.7875 
1.0 -1.28 0 1.5 5.5e-08 1.793e-13 2.338e-09 1.3728 -29.7875 
1.0 -1.26 0 1.5 5.5e-08 1.794e-13 2.340e-09 1.3736 -29.7875 
1.0 -1.24 0 1.5 5.5e-08 1.795e-13 2.342e-09 1.3745 -29.7875 
1.0 -1.22 0 1.5 5.5e-08 1.797e-13 2.343e-09 1.3754 -29.7875 
1.0 -1.2 0 1.5 5.5e-08 1.798e-13 2.345e-09 1.3764 -29.7875 
1.0 -1.18 0 1.5 5.5e-08 1.800e-13 2.347e-09 1.3774 -29.7875 
1.0 -1.16 0 1.5 5.5e-08 1.801e-13 2.349e-09 1.3784 -29.7875 
1.0 -1.14 0 1.5 5.5e-08 1.803e-13 2.352e-09 1.3795 -29.7875 
1.0 -1.12 0 1.5 5.5e-08 1.805e-13 2.354e-09 1.3807 -29.7875 
1.0 -1.1 0 1.5 5.5e-08 1.807e-13 2.356e-09 1.3819 -29.7875 
1.0 -1.08 0 1.5 5.5e-08 1.809e-13 2.359e-09 1.3833 -29.7875 
1.0 -1.06 0 1.5 5.5e-08 1.811e-13 2.362e-09 1.3846 -29.7875 
1.0 -1.04 0 1.5 5.5e-08 1.813e-13 2.365e-09 1.3861 -29.7875 
1.0 -1.02 0 1.5 5.5e-08 1.815e-13 2.368e-09 1.3877 -29.7875 
1.0 -1.0 0 1.5 5.5e-08 1.818e-13 2.371e-09 1.3893 -29.7875 
1.0 -0.98 0 1.5 5.5e-08 1.821e-13 2.374e-09 1.3911 -29.7875 
1.0 -0.96 0 1.5 5.5e-08 1.824e-13 2.378e-09 1.3930 -29.7875 
1.0 -0.94 0 1.5 5.5e-08 1.827e-13 2.382e-09 1.3950 -29.7875 
1.0 -0.92 0 1.5 5.5e-08 1.830e-13 2.387e-09 1.3972 -29.7875 
1.0 -0.9 0 1.5 5.5e-08 1.834e-13 2.391e-09 1.3996 -29.7875 
1.0 -0.88 0 1.5 5.5e-08 1.838e-13 2.397e-09 1.4021 -29.7875 
1.0 -0.86 0 1.5 5.5e-08 1.842e-13 2.402e-09 1.4049 -29.7875 
1.0 -0.84 0 1.5 5.5e-08 1.847e-13 2.408e-09 1.4078 -29.7875 
1.0 -0.82 0 1.5 5.5e-08 1.852e-13 2.415e-09 1.4111 -29.7875 
1.0 -0.8 0 1.5 5.5e-08 1.858e-13 2.422e-09 1.4147 -29.7875 
1.0 -0.78 0 1.5 5.5e-08 1.864e-13 2.430e-09 1.4186 -29.7875 
1.0 -0.76 0 1.5 5.5e-08 1.871e-13 2.439e-09 1.4230 -29.7875 
1.0 -0.74 0 1.5 5.5e-08 1.879e-13 2.449e-09 1.4278 -29.7875 
1.0 -0.72 0 1.5 5.5e-08 1.887e-13 2.460e-09 1.4333 -29.7875 
1.0 -0.7 0 1.5 5.5e-08 1.897e-13 2.473e-09 1.4394 -29.7875 
1.0 -0.68 0 1.5 5.5e-08 1.908e-13 2.487e-09 1.4463 -29.7875 
1.0 -0.66 0 1.5 5.5e-08 1.921e-13 2.503e-09 1.4542 -29.7875 
1.0 -0.64 0 1.5 5.5e-08 1.936e-13 2.523e-09 1.4633 -29.7875 
1.0 -0.62 0 1.5 5.5e-08 1.954e-13 2.545e-09 1.4739 -29.7875 
1.0 -0.6 0 1.5 5.5e-08 1.975e-13 2.572e-09 1.4864 -29.7875 
1.0 -0.58 0 1.5 5.5e-08 2.000e-13 2.605e-09 1.5013 -29.7875 
1.0 -0.56 0 1.5 5.5e-08 2.031e-13 2.645e-09 1.5195 -29.7875 
1.0 -0.54 0 1.5 5.5e-08 2.071e-13 2.695e-09 1.5421 -29.7875 
1.0 -0.52 0 1.5 5.5e-08 2.122e-13 2.761e-09 1.5708 -29.7875 
1.0 -0.5 0 1.5 5.5e-08 2.190e-13 2.849e-09 1.6082 -29.7875 
1.0 -0.48 0 1.5 5.5e-08 2.287e-13 2.972e-09 1.6588 -29.7875 
1.0 -0.46 0 1.5 5.5e-08 2.430e-13 3.155e-09 1.7300 -29.7875 
1.0 -0.44 0 1.5 5.5e-08 2.657e-13 3.446e-09 1.8349 -29.7875 
1.0 -0.42 0 1.5 5.5e-08 3.047e-13 3.944e-09 1.9958 -29.7875 
1.0 -0.4 0 1.5 5.5e-08 3.773e-13 4.867e-09 2.2465 -29.7875 
1.0 -0.38 0 1.5 5.5e-08 5.187e-13 6.660e-09 2.6200 -29.7875 
1.0 -0.36 0 1.5 5.5e-08 7.945e-13 1.014e-08 3.1201 -29.7875 
1.0 -0.34 0 1.5 5.5e-08 1.323e-12 1.675e-08 3.7175 -29.7875 
1.0 -0.32 0 1.5 5.5e-08 2.322e-12 2.917e-08 4.3769 -29.7875 
1.0 -0.3 0 1.5 5.5e-08 4.210e-12 5.243e-08 5.0736 -29.7875 
