Vd Vgf Vs Vgb L IDS qicore xg1 xg2  
1.0 0.5 0 0.0 5.5e-08 1.125e-04 1.0413 35.1832 -88.3168 
1.0 0.52 0 0.0 5.5e-08 1.407e-04 1.4436 35.8333 -88.4386 
1.0 0.54 0 0.0 5.5e-08 1.700e-04 1.9217 36.4835 -88.5604 
1.0 0.56 0 0.0 5.5e-08 1.997e-04 2.4693 37.1358 -88.6802 
1.0 0.58 0 0.0 5.5e-08 2.297e-04 3.0788 37.7911 -88.7970 
1.0 0.6 0 0.0 5.5e-08 2.600e-04 3.7420 38.4499 -88.9104 
1.0 0.62 0 0.0 5.5e-08 2.903e-04 4.4515 39.1120 -89.0205 
1.0 0.64 0 0.0 5.5e-08 3.208e-04 5.2008 39.7774 -89.1274 
1.0 0.66 0 0.0 5.5e-08 3.513e-04 5.9842 40.4457 -89.2315 
1.0 0.68 0 0.0 5.5e-08 3.819e-04 6.7968 41.1166 -89.3329 
1.0 0.7 0 0.0 5.5e-08 4.125e-04 7.6347 41.7900 -89.4320 
1.0 0.72 0 0.0 5.5e-08 4.432e-04 8.4946 42.4654 -89.5290 
1.0 0.74 0 0.0 5.5e-08 4.738e-04 9.3735 43.1427 -89.6243 
1.0 0.76 0 0.0 5.5e-08 5.045e-04 10.2692 43.8216 -89.7179 
1.0 0.78 0 0.0 5.5e-08 5.351e-04 11.1797 44.5020 -89.8100 
1.0 0.8 0 0.0 5.5e-08 5.657e-04 12.1032 45.1837 -89.9009 
1.0 0.82 0 0.0 5.5e-08 5.962e-04 13.0383 45.8665 -89.9907 
1.0 0.84 0 0.0 5.5e-08 6.267e-04 13.9839 46.5504 -90.0795 
1.0 0.86 0 0.0 5.5e-08 6.571e-04 14.9387 47.2351 -90.1674 
1.0 0.88 0 0.0 5.5e-08 6.874e-04 15.9021 47.9207 -90.2545 
1.0 0.9 0 0.0 5.5e-08 7.177e-04 16.8730 48.6070 -90.3410 
1.0 0.92 0 0.0 5.5e-08 7.479e-04 17.8509 49.2939 -90.4268 
1.0 0.94 0 0.0 5.5e-08 7.780e-04 18.8351 49.9814 -90.5120 
1.0 0.96 0 0.0 5.5e-08 8.080e-04 19.8250 50.6694 -90.5967 
1.0 0.98 0 0.0 5.5e-08 8.379e-04 20.8203 51.3579 -90.6811 
1.0 1.0 0 0.0 5.5e-08 8.678e-04 21.8202 52.0467 -90.7651 
1.0 1.02 0 0.0 5.5e-08 8.975e-04 22.8245 52.7358 -90.8488 
1.0 1.04 0 0.0 5.5e-08 9.272e-04 23.8328 53.4250 -90.9324 
1.0 1.06 0 0.0 5.5e-08 9.568e-04 24.8446 54.1145 -91.0158 
1.0 1.08 0 0.0 5.5e-08 9.863e-04 25.8598 54.8040 -91.0991 
1.0 1.1 0 0.0 5.5e-08 1.016e-03 26.8780 55.4936 -91.1823 
1.0 1.12 0 0.0 5.5e-08 1.045e-03 27.8989 56.1833 -91.2656 
1.0 1.14 0 0.0 5.5e-08 1.074e-03 28.9223 56.8729 -91.3489 
1.0 1.16 0 0.0 5.5e-08 1.103e-03 29.9481 57.5625 -91.4322 
1.0 1.18 0 0.0 5.5e-08 1.133e-03 30.9760 58.2519 -91.5157 
1.0 1.2 0 0.0 5.5e-08 1.162e-03 32.0058 58.9413 -91.5992 
1.0 1.22 0 0.0 5.5e-08 1.191e-03 33.0374 59.6305 -91.6830 
1.0 1.24 0 0.0 5.5e-08 1.220e-03 34.0706 60.3195 -91.7669 
1.0 1.26 0 0.0 5.5e-08 1.248e-03 35.1053 61.0084 -91.8510 
1.0 1.28 0 0.0 5.5e-08 1.277e-03 36.1413 61.6970 -91.9353 
1.0 1.3 0 0.0 5.5e-08 1.306e-03 37.1785 62.3853 -92.0200 
1.0 1.32 0 0.0 5.5e-08 1.335e-03 38.2167 63.0734 -92.1048 
1.0 1.34 0 0.0 5.5e-08 1.363e-03 39.2560 63.7612 -92.1900 
1.0 1.36 0 0.0 5.5e-08 1.392e-03 40.2961 64.4487 -92.2755 
1.0 1.38 0 0.0 5.5e-08 1.420e-03 41.3370 65.1359 -92.3614 
1.0 1.4 0 0.0 5.5e-08 1.449e-03 42.3785 65.8227 -92.4476 
1.0 1.42 0 0.0 5.5e-08 1.477e-03 43.4207 66.5091 -92.5341 
1.0 1.44 0 0.0 5.5e-08 1.506e-03 44.4633 67.1952 -92.6211 
1.0 1.46 0 0.0 5.5e-08 1.534e-03 45.5064 67.8809 -92.7085 
1.0 1.48 0 0.0 5.5e-08 1.562e-03 46.5498 68.5661 -92.7963 
1.0 -1.5 0 -0.5 5.5e-08 4.631e-14 2.796e-10 11.9752 -107.1145 
1.0 -1.48 0 -0.5 5.5e-08 4.634e-14 2.797e-10 11.9756 -107.1145 
1.0 -1.46 0 -0.5 5.5e-08 4.634e-14 2.798e-10 11.9759 -107.1145 
1.0 -1.44 0 -0.5 5.5e-08 4.636e-14 2.798e-10 11.9763 -107.1145 
1.0 -1.42 0 -0.5 5.5e-08 4.637e-14 2.799e-10 11.9766 -107.1145 
1.0 -1.4 0 -0.5 5.5e-08 4.638e-14 2.800e-10 11.9770 -107.1145 
1.0 -1.38 0 -0.5 5.5e-08 4.640e-14 2.801e-10 11.9774 -107.1145 
1.0 -1.36 0 -0.5 5.5e-08 4.642e-14 2.802e-10 11.9778 -107.1145 
1.0 -1.34 0 -0.5 5.5e-08 4.644e-14 2.803e-10 11.9782 -107.1145 
1.0 -1.32 0 -0.5 5.5e-08 4.646e-14 2.804e-10 11.9787 -107.1145 
1.0 -1.3 0 -0.5 5.5e-08 4.648e-14 2.805e-10 11.9791 -107.1145 
1.0 -1.28 0 -0.5 5.5e-08 4.649e-14 2.806e-10 11.9796 -107.1145 
1.0 -1.26 0 -0.5 5.5e-08 4.652e-14 2.808e-10 11.9801 -107.1145 
1.0 -1.24 0 -0.5 5.5e-08 4.653e-14 2.809e-10 11.9806 -107.1145 
1.0 -1.22 0 -0.5 5.5e-08 4.655e-14 2.810e-10 11.9811 -107.1145 
1.0 -1.2 0 -0.5 5.5e-08 4.657e-14 2.811e-10 11.9816 -107.1145 
1.0 -1.18 0 -0.5 5.5e-08 4.659e-14 2.813e-10 11.9822 -107.1145 
1.0 -1.16 0 -0.5 5.5e-08 4.662e-14 2.814e-10 11.9828 -107.1145 
1.0 -1.14 0 -0.5 5.5e-08 4.665e-14 2.816e-10 11.9834 -107.1145 
1.0 -1.12 0 -0.5 5.5e-08 4.667e-14 2.817e-10 11.9840 -107.1145 
1.0 -1.1 0 -0.5 5.5e-08 4.670e-14 2.819e-10 11.9846 -107.1145 
1.0 -1.08 0 -0.5 5.5e-08 4.672e-14 2.820e-10 11.9853 -107.1145 
1.0 -1.06 0 -0.5 5.5e-08 4.676e-14 2.822e-10 11.9860 -107.1145 
1.0 -1.04 0 -0.5 5.5e-08 4.678e-14 2.824e-10 11.9868 -107.1145 
1.0 -1.02 0 -0.5 5.5e-08 4.682e-14 2.826e-10 11.9875 -107.1145 
1.0 -1.0 0 -0.5 5.5e-08 4.685e-14 2.828e-10 11.9883 -107.1145 
1.0 -0.98 0 -0.5 5.5e-08 4.687e-14 2.830e-10 11.9892 -107.1145 
1.0 -0.96 0 -0.5 5.5e-08 4.691e-14 2.832e-10 11.9901 -107.1145 
1.0 -0.94 0 -0.5 5.5e-08 4.696e-14 2.834e-10 11.9910 -107.1145 
1.0 -0.92 0 -0.5 5.5e-08 4.699e-14 2.836e-10 11.9919 -107.1145 
1.0 -0.9 0 -0.5 5.5e-08 4.703e-14 2.839e-10 11.9930 -107.1145 
1.0 -0.88 0 -0.5 5.5e-08 4.707e-14 2.842e-10 11.9940 -107.1145 
1.0 -0.86 0 -0.5 5.5e-08 4.712e-14 2.844e-10 11.9951 -107.1145 
1.0 -0.84 0 -0.5 5.5e-08 4.718e-14 2.847e-10 11.9963 -107.1145 
1.0 -0.82 0 -0.5 5.5e-08 4.722e-14 2.850e-10 11.9976 -107.1145 
1.0 -0.8 0 -0.5 5.5e-08 4.728e-14 2.854e-10 11.9989 -107.1145 
1.0 -0.78 0 -0.5 5.5e-08 4.734e-14 2.857e-10 12.0003 -107.1145 
1.0 -0.76 0 -0.5 5.5e-08 4.739e-14 2.861e-10 12.0018 -107.1145 
1.0 -0.74 0 -0.5 5.5e-08 4.746e-14 2.865e-10 12.0034 -107.1145 
1.0 -0.72 0 -0.5 5.5e-08 4.754e-14 2.869e-10 12.0051 -107.1145 
1.0 -0.7 0 -0.5 5.5e-08 4.761e-14 2.873e-10 12.0069 -107.1145 
1.0 -0.68 0 -0.5 5.5e-08 4.768e-14 2.878e-10 12.0088 -107.1145 
1.0 -0.66 0 -0.5 5.5e-08 4.776e-14 2.883e-10 12.0109 -107.1145 
1.0 -0.64 0 -0.5 5.5e-08 4.786e-14 2.889e-10 12.0131 -107.1145 
1.0 -0.62 0 -0.5 5.5e-08 4.796e-14 2.895e-10 12.0155 -107.1145 
1.0 -0.6 0 -0.5 5.5e-08 4.807e-14 2.901e-10 12.0181 -107.1145 
1.0 -0.58 0 -0.5 5.5e-08 4.820e-14 2.908e-10 12.0209 -107.1145 
1.0 -0.56 0 -0.5 5.5e-08 4.832e-14 2.916e-10 12.0240 -107.1145 
1.0 -0.54 0 -0.5 5.5e-08 4.846e-14 2.924e-10 12.0274 -107.1145 
1.0 -0.52 0 -0.5 5.5e-08 4.862e-14 2.934e-10 12.0310 -107.1145 
1.0 -0.5 0 -0.5 5.5e-08 4.880e-14 2.944e-10 12.0351 -107.1145 
1.0 -0.48 0 -0.5 5.5e-08 4.897e-14 2.955e-10 12.0396 -107.1145 
1.0 -0.46 0 -0.5 5.5e-08 4.919e-14 2.968e-10 12.0446 -107.1145 
1.0 -0.44 0 -0.5 5.5e-08 4.943e-14 2.983e-10 12.0501 -107.1145 
1.0 -0.42 0 -0.5 5.5e-08 4.970e-14 2.999e-10 12.0564 -107.1145 
1.0 -0.4 0 -0.5 5.5e-08 5.000e-14 3.017e-10 12.0636 -107.1145 
1.0 -0.38 0 -0.5 5.5e-08 5.037e-14 3.039e-10 12.0718 -107.1145 
1.0 -0.36 0 -0.5 5.5e-08 5.079e-14 3.064e-10 12.0813 -107.1145 
1.0 -0.34 0 -0.5 5.5e-08 5.127e-14 3.093e-10 12.0924 -107.1145 
1.0 -0.32 0 -0.5 5.5e-08 5.186e-14 3.128e-10 12.1055 -107.1145 
1.0 -0.3 0 -0.5 5.5e-08 5.258e-14 3.171e-10 12.1212 -107.1145 
1.0 -0.28 0 -0.5 5.5e-08 5.347e-14 3.224e-10 12.1405 -107.1145 
1.0 -0.26 0 -0.5 5.5e-08 5.459e-14 3.292e-10 12.1645 -107.1145 
1.0 -0.24 0 -0.5 5.5e-08 5.607e-14 3.380e-10 12.1953 -107.1145 
1.0 -0.22 0 -0.5 5.5e-08 5.807e-14 3.500e-10 12.2358 -107.1145 
1.0 -0.2 0 -0.5 5.5e-08 6.092e-14 3.671e-10 12.2911 -107.1145 
1.0 -0.18 0 -0.5 5.5e-08 6.524e-14 3.929e-10 12.3698 -107.1145 
1.0 -0.16 0 -0.5 5.5e-08 7.224e-14 4.347e-10 12.4872 -107.1145 
1.0 -0.14 0 -0.5 5.5e-08 8.457e-14 5.084e-10 12.6688 -107.1145 
1.0 -0.12 0 -0.5 5.5e-08 1.080e-13 6.481e-10 12.9504 -107.1145 
1.0 -0.1 0 -0.5 5.5e-08 1.541e-13 9.224e-10 13.3597 -107.1145 
1.0 -0.08 0 -0.5 5.5e-08 2.442e-13 1.457e-09 13.8900 -107.1145 
1.0 -0.06 0 -0.5 5.5e-08 4.174e-13 2.481e-09 14.5074 -107.1145 
1.0 -0.04 0 -0.5 5.5e-08 7.479e-13 4.428e-09 15.1789 -107.1145 
1.0 -0.02 0 -0.5 5.5e-08 1.378e-12 8.124e-09 15.8828 -107.1145 
1.0 1.33226762955e-15 0 -0.5 5.5e-08 2.584e-12 1.517e-08 16.6067 -107.1145 
1.0 0.02 0 -0.5 5.5e-08 4.898e-12 2.863e-08 17.3433 -107.1145 
1.0 0.04 0 -0.5 5.5e-08 9.355e-12 5.444e-08 18.0884 -107.1145 
1.0 0.06 0 -0.5 5.5e-08 1.796e-11 1.040e-07 18.8394 -107.1145 
1.0 0.08 0 -0.5 5.5e-08 3.461e-11 1.996e-07 19.5948 -107.1145 
1.0 0.1 0 -0.5 5.5e-08 6.688e-11 3.840e-07 20.3533 -107.1145 
1.0 0.12 0 -0.5 5.5e-08 1.295e-10 7.403e-07 21.1142 -107.1145 
1.0 0.14 0 -0.5 5.5e-08 2.512e-10 1.430e-06 21.8770 -107.1145 
1.0 0.16 0 -0.5 5.5e-08 4.878e-10 2.764e-06 22.6412 -107.1145 
1.0 0.18 0 -0.5 5.5e-08 9.485e-10 5.351e-06 23.4067 -107.1145 
1.0 0.2 0 -0.5 5.5e-08 1.846e-09 1.037e-05 24.1731 -107.1145 
1.0 0.22 0 -0.5 5.5e-08 3.594e-09 2.010e-05 24.9403 -107.1145 
1.0 0.24 0 -0.5 5.5e-08 7.002e-09 3.899e-05 25.7082 -107.1146 
1.0 0.26 0 -0.5 5.5e-08 1.365e-08 7.567e-05 26.4766 -107.1146 
1.0 0.28 0 -0.5 5.5e-08 2.661e-08 1.469e-04 27.2455 -107.1147 
1.0 0.3 0 -0.5 5.5e-08 5.190e-08 2.853e-04 28.0148 -107.1148 
1.0 0.32 0 -0.5 5.5e-08 1.012e-07 5.543e-04 28.7842 -107.1150 
1.0 0.34 0 -0.5 5.5e-08 1.974e-07 1.077e-03 29.5538 -107.1155 
1.0 0.36 0 -0.5 5.5e-08 3.847e-07 2.090e-03 30.3232 -107.1164 
1.0 0.38 0 -0.5 5.5e-08 7.482e-07 4.054e-03 31.0920 -107.1181 
1.0 0.4 0 -0.5 5.5e-08 1.450e-06 7.844e-03 31.8595 -107.1214 
1.0 0.42 0 -0.5 5.5e-08 2.791e-06 1.511e-02 32.6241 -107.1277 
1.0 0.44 0 -0.5 5.5e-08 5.304e-06 2.884e-02 33.3835 -107.1393 
1.0 0.46 0 -0.5 5.5e-08 9.852e-06 5.422e-02 34.1339 -107.1602 
1.0 0.48 0 -0.5 5.5e-08 1.764e-05 9.943e-02 34.8700 -107.1955 
1.0 0.5 0 -0.5 5.5e-08 2.993e-05 0.1759 35.5867 -107.2503 
1.0 0.52 0 -0.5 5.5e-08 4.751e-05 0.2971 36.2818 -107.3268 
1.0 0.54 0 -0.5 5.5e-08 7.017e-05 0.4769 36.9571 -107.4232 
1.0 0.56 0 -0.5 5.5e-08 9.683e-05 0.7267 37.6181 -107.5340 
1.0 0.58 0 -0.5 5.5e-08 1.261e-04 1.0536 38.2710 -107.6531 
1.0 0.6 0 -0.5 5.5e-08 1.568e-04 1.4595 38.9207 -107.7753 
1.0 0.62 0 -0.5 5.5e-08 1.882e-04 1.9413 39.5706 -107.8974 
1.0 0.64 0 -0.5 5.5e-08 2.198e-04 2.4928 40.2228 -108.0174 
1.0 0.66 0 -0.5 5.5e-08 2.515e-04 3.1061 40.8780 -108.1343 
1.0 0.68 0 -0.5 5.5e-08 2.831e-04 3.7731 41.5366 -108.2479 
1.0 0.7 0 -0.5 5.5e-08 3.147e-04 4.4864 42.1987 -108.3581 
1.0 0.72 0 -0.5 5.5e-08 3.462e-04 5.2394 42.8639 -108.4652 
1.0 0.74 0 -0.5 5.5e-08 3.776e-04 6.0263 43.5321 -108.5694 
1.0 0.76 0 -0.5 5.5e-08 4.090e-04 6.8424 44.2030 -108.6709 
1.0 0.78 0 -0.5 5.5e-08 4.403e-04 7.6837 44.8762 -108.7701 
1.0 0.8 0 -0.5 5.5e-08 4.716e-04 8.5468 45.5516 -108.8673 
1.0 0.82 0 -0.5 5.5e-08 5.027e-04 9.4289 46.2288 -108.9626 
1.0 0.84 0 -0.5 5.5e-08 5.338e-04 10.3277 46.9076 -109.0563 
1.0 0.86 0 -0.5 5.5e-08 5.649e-04 11.2411 47.5879 -109.1486 
1.0 0.88 0 -0.5 5.5e-08 5.958e-04 12.1675 48.2695 -109.2396 
1.0 0.9 0 -0.5 5.5e-08 6.267e-04 13.1054 48.9522 -109.3295 
1.0 0.92 0 -0.5 5.5e-08 6.574e-04 14.0537 49.6360 -109.4184 
1.0 0.94 0 -0.5 5.5e-08 6.881e-04 15.0113 50.3206 -109.5064 
1.0 0.96 0 -0.5 5.5e-08 7.187e-04 15.9771 51.0061 -109.5936 
1.0 0.98 0 -0.5 5.5e-08 7.492e-04 16.9506 51.6923 -109.6802 
1.0 1.0 0 -0.5 5.5e-08 7.795e-04 17.9309 52.3791 -109.7661 
1.0 1.02 0 -0.5 5.5e-08 8.098e-04 18.9175 53.0665 -109.8514 
1.0 1.04 0 -0.5 5.5e-08 8.400e-04 19.9098 53.7545 -109.9362 
1.0 1.06 0 -0.5 5.5e-08 8.700e-04 20.9074 54.4429 -110.0206 
1.0 1.08 0 -0.5 5.5e-08 9.000e-04 21.9098 55.1318 -110.1046 
1.0 1.1 0 -0.5 5.5e-08 9.298e-04 22.9167 55.8210 -110.1882 
1.0 1.12 0 -0.5 5.5e-08 9.595e-04 23.9277 56.5106 -110.2714 
1.0 1.14 0 -0.5 5.5e-08 9.891e-04 24.9425 57.2004 -110.3544 
1.0 1.16 0 -0.5 5.5e-08 1.019e-03 25.9607 57.8905 -110.4372 
1.0 1.18 0 -0.5 5.5e-08 1.048e-03 26.9820 58.5807 -110.5199 
1.0 1.2 0 -0.5 5.5e-08 1.077e-03 28.0061 59.2710 -110.6025 
1.0 1.22 0 -0.5 5.5e-08 1.106e-03 29.0329 59.9613 -110.6851 
1.0 1.24 0 -0.5 5.5e-08 1.136e-03 30.0621 60.6517 -110.7676 
1.0 1.26 0 -0.5 5.5e-08 1.165e-03 31.0934 61.3420 -110.8502 
1.0 1.28 0 -0.5 5.5e-08 1.194e-03 32.1268 62.0323 -110.9328 
1.0 1.3 0 -0.5 5.5e-08 1.222e-03 33.1620 62.7225 -111.0156 
1.0 1.32 0 -0.5 5.5e-08 1.251e-03 34.1988 63.4126 -111.0984 
1.0 1.34 0 -0.5 5.5e-08 1.280e-03 35.2372 64.1026 -111.1815 
1.0 1.36 0 -0.5 5.5e-08 1.308e-03 36.2770 64.7923 -111.2647 
1.0 1.38 0 -0.5 5.5e-08 1.337e-03 37.3180 65.4819 -111.3481 
1.0 1.4 0 -0.5 5.5e-08 1.365e-03 38.3602 66.1712 -111.4317 
1.0 1.42 0 -0.5 5.5e-08 1.394e-03 39.4035 66.8603 -111.5156 
1.0 1.44 0 -0.5 5.5e-08 1.422e-03 40.4476 67.5492 -111.5998 
1.0 1.46 0 -0.5 5.5e-08 1.451e-03 41.4926 68.2378 -111.6842 
1.0 1.48 0 -0.5 5.5e-08 1.479e-03 42.5382 68.9260 -111.7690 
1.0 -1.5 0 -1.0 5.5e-08 3.654e-14 1.943e-10 14.6279 -126.4463 
1.0 -1.48 0 -1.0 5.5e-08 3.655e-14 1.944e-10 14.6282 -126.4463 
1.0 -1.46 0 -1.0 5.5e-08 3.656e-14 1.945e-10 14.6286 -126.4463 
1.0 -1.44 0 -1.0 5.5e-08 3.657e-14 1.945e-10 14.6289 -126.4463 
1.0 -1.42 0 -1.0 5.5e-08 3.658e-14 1.946e-10 14.6292 -126.4463 
1.0 -1.4 0 -1.0 5.5e-08 3.658e-14 1.946e-10 14.6296 -126.4463 
1.0 -1.38 0 -1.0 5.5e-08 3.660e-14 1.947e-10 14.6299 -126.4463 
1.0 -1.36 0 -1.0 5.5e-08 3.661e-14 1.947e-10 14.6303 -126.4463 
1.0 -1.34 0 -1.0 5.5e-08 3.662e-14 1.948e-10 14.6307 -126.4463 
1.0 -1.32 0 -1.0 5.5e-08 3.663e-14 1.949e-10 14.6311 -126.4463 
1.0 -1.3 0 -1.0 5.5e-08 3.664e-14 1.949e-10 14.6315 -126.4463 
1.0 -1.28 0 -1.0 5.5e-08 3.665e-14 1.950e-10 14.6319 -126.4463 
1.0 -1.26 0 -1.0 5.5e-08 3.666e-14 1.951e-10 14.6323 -126.4463 
1.0 -1.24 0 -1.0 5.5e-08 3.670e-14 1.952e-10 14.6328 -126.4463 
1.0 -1.22 0 -1.0 5.5e-08 3.670e-14 1.952e-10 14.6332 -126.4463 
1.0 -1.2 0 -1.0 5.5e-08 3.671e-14 1.953e-10 14.6337 -126.4463 
1.0 -1.18 0 -1.0 5.5e-08 3.674e-14 1.954e-10 14.6342 -126.4463 
1.0 -1.16 0 -1.0 5.5e-08 3.675e-14 1.955e-10 14.6347 -126.4463 
1.0 -1.14 0 -1.0 5.5e-08 3.677e-14 1.956e-10 14.6352 -126.4463 
1.0 -1.12 0 -1.0 5.5e-08 3.678e-14 1.957e-10 14.6358 -126.4463 
1.0 -1.1 0 -1.0 5.5e-08 3.681e-14 1.957e-10 14.6363 -126.4463 
1.0 -1.08 0 -1.0 5.5e-08 3.682e-14 1.959e-10 14.6369 -126.4463 
1.0 -1.06 0 -1.0 5.5e-08 3.683e-14 1.960e-10 14.6375 -126.4463 
1.0 -1.04 0 -1.0 5.5e-08 3.687e-14 1.961e-10 14.6382 -126.4463 
1.0 -1.02 0 -1.0 5.5e-08 3.689e-14 1.962e-10 14.6389 -126.4463 
1.0 -1.0 0 -1.0 5.5e-08 3.690e-14 1.963e-10 14.6395 -126.4463 
1.0 -0.98 0 -1.0 5.5e-08 3.693e-14 1.964e-10 14.6403 -126.4463 
1.0 -0.96 0 -1.0 5.5e-08 3.695e-14 1.966e-10 14.6410 -126.4463 
1.0 -0.94 0 -1.0 5.5e-08 3.698e-14 1.967e-10 14.6418 -126.4463 
1.0 -0.92 0 -1.0 5.5e-08 3.700e-14 1.968e-10 14.6426 -126.4463 
1.0 -0.9 0 -1.0 5.5e-08 3.702e-14 1.970e-10 14.6435 -126.4463 
1.0 -0.88 0 -1.0 5.5e-08 3.706e-14 1.971e-10 14.6444 -126.4463 
1.0 -0.86 0 -1.0 5.5e-08 3.709e-14 1.973e-10 14.6453 -126.4463 
1.0 -0.84 0 -1.0 5.5e-08 3.714e-14 1.974e-10 14.6463 -126.4463 
1.0 -0.82 0 -1.0 5.5e-08 3.716e-14 1.976e-10 14.6474 -126.4463 
1.0 -0.8 0 -1.0 5.5e-08 3.719e-14 1.978e-10 14.6485 -126.4463 
1.0 -0.78 0 -1.0 5.5e-08 3.724e-14 1.980e-10 14.6496 -126.4463 
1.0 -0.76 0 -1.0 5.5e-08 3.727e-14 1.982e-10 14.6509 -126.4463 
1.0 -0.74 0 -1.0 5.5e-08 3.731e-14 1.985e-10 14.6522 -126.4463 
1.0 -0.72 0 -1.0 5.5e-08 3.736e-14 1.987e-10 14.6535 -126.4463 
1.0 -0.7 0 -1.0 5.5e-08 3.740e-14 1.989e-10 14.6550 -126.4463 
1.0 -0.68 0 -1.0 5.5e-08 3.744e-14 1.992e-10 14.6565 -126.4463 
1.0 -0.66 0 -1.0 5.5e-08 3.750e-14 1.995e-10 14.6582 -126.4463 
1.0 -0.64 0 -1.0 5.5e-08 3.757e-14 1.998e-10 14.6599 -126.4463 
1.0 -0.62 0 -1.0 5.5e-08 3.762e-14 2.001e-10 14.6618 -126.4463 
1.0 -0.6 0 -1.0 5.5e-08 3.768e-14 2.005e-10 14.6638 -126.4463 
1.0 -0.58 0 -1.0 5.5e-08 3.776e-14 2.008e-10 14.6660 -126.4463 
1.0 -0.56 0 -1.0 5.5e-08 3.784e-14 2.012e-10 14.6683 -126.4463 
1.0 -0.54 0 -1.0 5.5e-08 3.793e-14 2.017e-10 14.6708 -126.4463 
1.0 -0.52 0 -1.0 5.5e-08 3.801e-14 2.021e-10 14.6735 -126.4463 
1.0 -0.5 0 -1.0 5.5e-08 3.811e-14 2.027e-10 14.6765 -126.4463 
1.0 -0.48 0 -1.0 5.5e-08 3.821e-14 2.032e-10 14.6797 -126.4463 
1.0 -0.46 0 -1.0 5.5e-08 3.833e-14 2.038e-10 14.6832 -126.4463 
1.0 -0.44 0 -1.0 5.5e-08 3.846e-14 2.045e-10 14.6871 -126.4463 
1.0 -0.42 0 -1.0 5.5e-08 3.861e-14 2.053e-10 14.6914 -126.4463 
1.0 -0.4 0 -1.0 5.5e-08 3.876e-14 2.061e-10 14.6962 -126.4463 
1.0 -0.38 0 -1.0 5.5e-08 3.895e-14 2.071e-10 14.7015 -126.4463 
1.0 -0.36 0 -1.0 5.5e-08 3.915e-14 2.082e-10 14.7075 -126.4463 
1.0 -0.34 0 -1.0 5.5e-08 3.938e-14 2.094e-10 14.7142 -126.4463 
1.0 -0.32 0 -1.0 5.5e-08 3.964e-14 2.108e-10 14.7219 -126.4463 
1.0 -0.3 0 -1.0 5.5e-08 3.995e-14 2.124e-10 14.7308 -126.4463 
1.0 -0.28 0 -1.0 5.5e-08 4.031e-14 2.143e-10 14.7412 -126.4463 
1.0 -0.26 0 -1.0 5.5e-08 4.074e-14 2.166e-10 14.7533 -126.4463 
1.0 -0.24 0 -1.0 5.5e-08 4.125e-14 2.193e-10 14.7679 -126.4463 
1.0 -0.22 0 -1.0 5.5e-08 4.190e-14 2.227e-10 14.7855 -126.4463 
1.0 -0.2 0 -1.0 5.5e-08 4.269e-14 2.269e-10 14.8073 -126.4463 
1.0 -0.18 0 -1.0 5.5e-08 4.373e-14 2.324e-10 14.8348 -126.4463 
1.0 -0.16 0 -1.0 5.5e-08 4.512e-14 2.397e-10 14.8706 -126.4463 
1.0 -0.14 0 -1.0 5.5e-08 4.703e-14 2.498e-10 14.9187 -126.4463 
1.0 -0.12 0 -1.0 5.5e-08 4.986e-14 2.647e-10 14.9860 -126.4463 
1.0 -0.1 0 -1.0 5.5e-08 5.431e-14 2.882e-10 15.0842 -126.4463 
1.0 -0.08 0 -1.0 5.5e-08 6.186e-14 3.280e-10 15.2342 -126.4463 
1.0 -0.06 0 -1.0 5.5e-08 7.580e-14 4.014e-10 15.4680 -126.4463 
1.0 -0.04 0 -1.0 5.5e-08 1.030e-13 5.442e-10 15.8205 -126.4463 
1.0 -0.02 0 -1.0 5.5e-08 1.564e-13 8.247e-10 16.3018 -126.4463 
1.0 1.33226762955e-15 0 -1.0 5.5e-08 2.599e-13 1.366e-09 16.8862 -126.4463 
1.0 0.02 0 -1.0 5.5e-08 4.577e-13 2.398e-09 17.5377 -126.4463 
1.0 0.04 0 -1.0 5.5e-08 8.350e-13 4.358e-09 18.2296 -126.4463 
1.0 0.06 0 -1.0 5.5e-08 1.556e-12 8.089e-09 18.9459 -126.4463 
1.0 0.08 0 -1.0 5.5e-08 2.939e-12 1.522e-08 19.6777 -126.4463 
1.0 0.1 0 -1.0 5.5e-08 5.599e-12 2.888e-08 20.4195 -126.4463 
1.0 0.12 0 -1.0 5.5e-08 1.073e-11 5.514e-08 21.1682 -126.4463 
1.0 0.14 0 -1.0 5.5e-08 2.066e-11 1.057e-07 21.9219 -126.4463 
1.0 0.16 0 -1.0 5.5e-08 3.989e-11 2.034e-07 22.6791 -126.4463 
1.0 0.18 0 -1.0 5.5e-08 7.720e-11 3.921e-07 23.4391 -126.4463 
1.0 0.2 0 -1.0 5.5e-08 1.497e-10 7.572e-07 24.2011 -126.4463 
1.0 0.22 0 -1.0 5.5e-08 2.907e-10 1.465e-06 24.9648 -126.4463 
1.0 0.24 0 -1.0 5.5e-08 5.651e-10 2.836e-06 25.7297 -126.4463 
1.0 0.26 0 -1.0 5.5e-08 1.100e-09 5.498e-06 26.4958 -126.4463 
1.0 0.28 0 -1.0 5.5e-08 2.141e-09 1.066e-05 27.2627 -126.4463 
1.0 0.3 0 -1.0 5.5e-08 4.172e-09 2.070e-05 28.0303 -126.4463 
1.0 0.32 0 -1.0 5.5e-08 8.134e-09 4.020e-05 28.7985 -126.4463 
