Vd Vg Vs Vb Ids  
-0.5 -0.490909090909 0 0 -0.000249067669315
-0.9 -0.490909090909 0 0 -0.000356688396787
-0.05 -0.481818181818 0 0 -0.000100958984698
-0.5 -0.481818181818 0 0 -0.000217912269048
-0.9 -0.481818181818 0 0 -0.00031759413396
-0.05 -0.472727272727 0 0 -8.7657284189e-05
-0.5 -0.472727272727 0 0 -0.000189318977897
-0.9 -0.472727272727 0 0 -0.000281212396565
-0.05 -0.463636363636 0 0 -7.51692061548e-05
-0.5 -0.463636363636 0 0 -0.000163246905023
-0.9 -0.463636363636 0 0 -0.000247508746315
-0.05 -0.454545454545 0 0 -6.36581082013e-05
-0.5 -0.454545454545 0 0 -0.000139644802997
-0.9 -0.454545454545 0 0 -0.000216443349331
-0.05 -0.445454545455 0 0 -5.3244821651e-05
-0.5 -0.445454545455 0 0 -0.000118449886162
-0.9 -0.445454545455 0 0 -0.000187970254857
-0.05 -0.436363636364 0 0 -4.40001470391e-05
-0.5 -0.436363636364 0 0 -9.95861982267e-05
-0.9 -0.436363636364 0 0 -0.000162036583458
-0.05 -0.427272727273 0 0 -3.59432076252e-05
-0.5 -0.427272727273 0 0 -8.29625586819e-05
-0.9 -0.427272727273 0 0 -0.000138581495753
-0.05 -0.418181818182 0 0 -2.90453630146e-05
-0.5 -0.418181818182 0 0 -6.84704267681e-05
-0.9 -0.418181818182 0 0 -0.000117534756299
-0.05 -0.409090909091 0 0 -2.32384618096e-05
-0.5 -0.409090909091 0 0 -5.59823414055e-05
-0.9 -0.409090909091 0 0 -9.88147743955e-05
-0.05 -0.4 0 0 -1.84256797602e-05
-0.5 -0.4 0 0 -4.53517625984e-05
-0.9 -0.4 0 0 -8.23262116711e-05
-0.05 -0.390909090909 0 0 -1.44930617903e-05
-0.5 -0.390909090909 0 0 -3.64150060687e-05
-0.9 -0.390909090909 0 0 -6.79575547193e-05
-0.05 -0.381818181818 0 0 -1.13201379627e-05
-0.5 -0.381818181818 0 0 -2.89954993005e-05
-0.9 -0.381818181818 0 0 -5.55793495895e-05
-0.05 -0.372727272727 0 0 -8.78851250192e-06
-0.5 -0.372727272727 0 0 -2.29099456175e-05
-0.9 -0.372727272727 0 0 -4.50439257768e-05
-0.05 -0.363636363636 0 0 -6.78794921823e-06
-0.5 -0.363636363636 0 0 -1.79754376984e-05
-0.9 -0.363636363636 0 0 -3.6187267162e-05
-0.05 -0.354545454545 0 0 -5.22001240913e-06
-0.5 -0.354545454545 0 0 -1.40163481609e-05
-0.9 -0.354545454545 0 0 -2.88332054782e-05
-0.05 -0.345454545455 0 0 -3.99966472669e-06
-0.5 -0.345454545455 0 0 -1.08699968447e-05
-0.9 -0.345454545455 0 0 -2.2799479865e-05
-0.05 -0.336363636364 0 0 -3.05536390494e-06
-0.5 -0.336363636364 0 0 -8.39051836015e-06
-0.9 -0.336363636364 0 0 -1.79046911534e-05
-0.05 -0.327272727273 0 0 -2.32819074114e-06
-0.5 -0.327272727273 0 0 -6.45082111437e-06
-0.9 -0.327272727273 0 0 -1.39749976572e-05
-0.05 -0.318181818182 0 0 -1.77044908576e-06
-0.5 -0.318181818182 0 0 -4.94288213657e-06
-0.9 -0.318181818182 0 0 -1.08495878116e-05
-0.05 -0.309090909091 0 0 -1.34406004832e-06
-0.5 -0.309090909091 0 0 -3.77680328814e-06
-0.9 -0.309090909091 0 0 -8.38438606495e-06
-0.05 -0.3 0 0 -1.01896109321e-06
-0.5 -0.3 0 0 -2.87908637252e-06
-0.9 -0.3 0 0 -6.45390125853e-06
-0.05 -0.290909090909 0 0 -7.71631506341e-07
-0.5 -0.290909090909 0 0 -2.19052332283e-06
-0.9 -0.290909090909 0 0 -4.95146358851e-06
-0.05 -0.281818181818 0 0 -5.83802005966e-07
-0.5 -0.281818181818 0 0 -1.66399726055e-06
-0.9 -0.281818181818 0 0 -3.78826644821e-06
-0.05 -0.272727272727 0 0 -4.41364962648e-07
-0.5 -0.272727272727 0 0 -1.26238792809e-06
-0.9 -0.272727272727 0 0 -2.89165695368e-06
-0.05 -0.263636363636 0 0 -3.33477505019e-07
-0.5 -0.263636363636 0 0 -9.56689832646e-07
-0.9 -0.263636363636 0 0 -2.20305811392e-06
-0.05 -0.254545454545 0 0 -2.51837464373e-07
-0.5 -0.254545454545 0 0 -7.24389311593e-07
-0.9 -0.254545454545 0 0 -1.6758081823e-06
-0.05 -0.245454545455 0 0 -1.9010735773e-07
-0.5 -0.245454545455 0 0 -5.48106176315e-07
-0.9 -0.245454545455 0 0 -1.2731039514e-06
-0.05 -0.236363636364 0 0 -1.43461289602e-07
-0.5 -0.236363636364 0 0 -4.14482089672e-07
-0.9 -0.236363636364 0 0 -9.66152616613e-07
-0.05 -0.227272727273 0 0 -1.08231661799e-07
-0.5 -0.227272727273 0 0 -3.13286374287e-07
-0.9 -0.227272727273 0 0 -7.32576887787e-07
-0.05 -0.218181818182 0 0 -8.16355970545e-08
-0.5 -0.218181818182 0 0 -2.36706235603e-07
-0.9 -0.218181818182 0 0 -5.5507883456e-07
-0.05 -0.209090909091 0 0 -6.15642376631e-08
-0.5 -0.209090909091 0 0 -1.78789192157e-07
-0.9 -0.209090909091 0 0 -4.203451758e-07
-0.05 -0.2 0 0 -4.64211640778e-08
-0.5 -0.2 0 0 -1.35008636335e-07
-0.9 -0.2 0 0 -3.18165567286e-07
-0.05 -0.190909090909 0 0 -3.49989031933e-08
-0.5 -0.190909090909 0 0 -1.01927510783e-07
-0.9 -0.190909090909 0 0 -2.40731778319e-07
-0.05 -0.181818181818 0 0 -2.63848019221e-08
-0.5 -0.181818181818 0 0 -7.69392703354e-08
-0.9 -0.181818181818 0 0 -1.82086377274e-07
-0.05 -0.172727272727 0 0 -1.98894370649e-08
-0.5 -0.172727272727 0 0 -5.80691796863e-08
-0.9 -0.172727272727 0 0 -1.37692545017e-07
-0.05 -0.163636363636 0 0 -1.49922589097e-08
-0.5 -0.163636363636 0 0 -4.3822386744e-08
-0.9 -0.163636363636 0 0 -1.04100555508e-07
-0.05 -0.154545454545 0 0 -1.13003771762e-08
-0.5 -0.154545454545 0 0 -3.30680602184e-08
-0.9 -0.154545454545 0 0 -7.86905185376e-08
-0.05 -0.145454545455 0 0 -8.5173469364e-09
-0.5 -0.145454545455 0 0 -2.495121277e-08
-0.9 -0.145454545455 0 0 -5.94747517725e-08
-0.05 -0.136363636364 0 0 -6.41955036311e-09
-0.5 -0.136363636364 0 0 -1.88257050216e-08
-0.9 -0.136363636364 0 0 -4.49464521779e-08
-0.05 -0.127272727273 0 0 -4.83833977576e-09
-0.5 -0.127272727273 0 0 -1.42034104285e-08
-0.9 -0.127272727273 0 0 -3.39641196518e-08
-0.05 -0.118181818182 0 0 -3.64654533294e-09
-0.5 -0.118181818182 0 0 -1.07156845487e-08
-0.9 -0.118181818182 0 0 -2.56634686208e-08
-0.05 -0.109090909091 0 0 -2.7482859895e-09
-0.5 -0.109090909091 0 0 -8.08418667443e-09
-0.9 -0.109090909091 0 0 -1.93904013347e-08
-0.05 -0.1 0 0 -2.07127839089e-09
-0.5 -0.1 0 0 -6.09880018544e-09
-0.9 -0.1 0 0 -1.46500751183e-08
-0.05 -0.0909090909091 0 0 -1.56103333942e-09
-0.5 -0.0909090909091 0 0 -4.6009350254e-09
-0.9 -0.0909090909091 0 0 -1.10682416014e-08
-0.05 -0.0818181818182 0 0 -1.17647777867e-09
-0.5 -0.0818181818182 0 0 -3.47090665678e-09
-0.9 -0.0818181818182 0 0 -8.36192731073e-09
-0.05 -0.0727272727273 0 0 -8.86652922777e-10
-0.5 -0.0727272727273 0 0 -2.61840048634e-09
-0.9 -0.0727272727273 0 0 -6.31721523133e-09
-0.05 -0.0636363636364 0 0 -6.68224414565e-10
-0.5 -0.0636363636364 0 0 -1.9752697255e-09
-0.9 -0.0636363636364 0 0 -4.77241797222e-09
-0.05 -0.0545454545455 0 0 -5.0360508012e-10
-0.5 -0.0545454545455 0 0 -1.49009724515e-09
-0.9 -0.0545454545455 0 0 -3.6053407549e-09
-0.05 -0.0454545454545 0 0 -3.79539656843e-10
-0.5 -0.0454545454545 0 0 -1.12409032279e-09
-0.9 -0.0454545454545 0 0 -2.72364430856e-09
-0.05 -0.0363636363636 0 0 -2.86037968405e-10
-0.5 -0.0363636363636 0 0 -8.47981917517e-10
-0.9 -0.0363636363636 0 0 -2.0575556734e-09
-0.05 -0.0272727272727 0 0 -2.15570743956e-10
-0.5 -0.0272727272727 0 0 -6.39692190368e-10
-0.9 -0.0272727272727 0 0 -1.55435647193e-09
-0.05 -0.0181818181818 0 0 -1.62463440537e-10
-0.5 -0.0181818181818 0 0 -4.82563881031e-10
-0.9 -0.0181818181818 0 0 -1.17421602127e-09
-0.05 -0.00909090909091 0 0 -1.22439416377e-10
-0.5 -0.00909090909091 0 0 -3.64030731768e-10
-0.9 -0.00909090909091 0 0 -8.87041890353e-10
-0.05 0.0 0 0 -9.22755632658e-11
-0.5 0.0 0 0 -2.7461287355e-10
-0.9 0.0 0 0 -6.70099525106e-10
