vg id -dx +dx -dy +dy
0.00588235	8.89586e-13	0	0	0	0	
0.0142857	9.45267e-13	0	0	0	0	
0.0268908	9.45267e-13	0	0	0	0	
0.0369748	9.64591e-13	0	0	0	0	
0.0453782	9.8431e-13	0	0	0	0	
0.0537815	1.20509e-12	0	0	0	0	
0.0663866	1.22973e-12	0	0	0	0	
0.0781513	1.38849e-12	0	0	0	0	
0.087395	1.99866e-12	0	0	0	0	
0.0991597	2.44696e-12	0	0	0	0	
0.110084	3.05706e-12	0	0	0	0	
0.119328	4.14129e-12	0	0	0	0	
0.129412	5.72474e-12	0	0	0	0	
0.139496	8.07542e-12	0	0	0	0	
0.15042	1.07203e-11	0	0	0	0	
0.161345	1.48193e-11	0	0	0	0	
0.170588	2.26669e-11	0	0	0	0	
0.178992	2.94881e-11	0	0	0	0	
0.189076	4.24468e-11	0	0	0	0	
0.19916	6.11002e-11	0	0	0	0	
0.209244	8.11121e-11	0	0	0	0	
0.220168	1.14418e-10	0	0	0	0	
0.229412	1.647e-10	0	0	0	0	
0.240336	2.23113e-10	0	0	0	0	
0.24958	3.02243e-10	0	0	0	0	
0.259664	4.17808e-10	0	0	0	0	
0.270588	6.1371e-10	0	0	0	0	
0.278151	8.48367e-10	0	0	0	0	
0.289076	1.05989e-09	0	0	0	0	
0.29916	1.27163e-09	0	0	0	0	
0.311765	1.75784e-09	0	0	0	0	
0.318487	2.19612e-09	0	0	0	0	
0.331092	3.03583e-09	0	0	0	0	
0.339496	3.6423e-09	0	0	0	0	
0.35042	5.24293e-09	0	0	0	0	
0.359664	7.85868e-09	0	0	0	0	
0.365546	1.38495e-08	0	0	0	0	
0.378992	2.54155e-08	0	0	0	0	
0.390756	3.80956e-08	0	0	0	0	
0.398319	5.26617e-08	0	0	0	0	
0.405882	7.42855e-08	0	0	0	0	
0.419328	8.91257e-08	0	0	0	0	
0.431092	1.15946e-07	0	0	0	0	
0.438655	1.41953e-07	0	0	0	0	
0.44958	1.60279e-07	0	0	0	0	
0.458824	1.92299e-07	0	0	0	0	
0.468067	2.12775e-07	0	0	0	0	
0.478151	2.40244e-07	0	0	0	0	
0.487395	2.65826e-07	0	0	0	0	
0.495798	2.94131e-07	0	0	0	0	
0.505042	3.12541e-07	0	0	0	0	
0.518487	3.32104e-07	0	0	0	0	
0.531092	3.67466e-07	0	0	0	0	
0.542857	3.90467e-07	0	0	0	0	
0.556303	3.98449e-07	0	0	0	0	
0.570588	4.40876e-07	0	0	0	0	
0.583193	4.49889e-07	0	0	0	0	
0.597479	4.49889e-07	0	0	0	0	
0.615966	5.0797e-07	0	0	0	0	
0.630252	5.18354e-07	0	0	0	0	
0.642017	5.28951e-07	0	0	0	0	
0.661345	5.39765e-07	0	0	0	0	
0.676471	6.09449e-07	0	0	0	0	
0.694958	6.34621e-07	0	0	0	0	
0.710084	6.21908e-07	0	0	0	0	
0.722689	6.09449e-07	0	0	0	0	
0.732773	6.21908e-07	0	0	0	0	
0.746218	6.09449e-07	0	0	0	0	
0.761345	6.34621e-07	0	0	0	0	
0.776471	6.47595e-07	0	0	0	0	
0.794118	6.74343e-07	0	0	0	0	
0.810084	6.21908e-07	0	0	0	0	
0.82521	6.34621e-07	0	0	0	0	
0.845378	6.34621e-07	0	0	0	0	
0.863866	6.21908e-07	0	0	0	0	
0.880672	6.34621e-07	0	0	0	0	
0.890756	6.47595e-07	0	0	0	0	
0.905882	6.60834e-07	0	0	0	0	
0.918487	6.34621e-07	0	0	0	0	
0.931092	6.60834e-07	0	0	0	0	
0.942857	6.34621e-07	0	0	0	0	
0.956303	6.34621e-07	0	0	0	0	
0.968908	6.21908e-07	0	0	0	0	
0.978151	6.60834e-07	0	0	0	0	
0.989076	6.60834e-07	0	0	0	0	
0.000840336	2.99581e-12	0	0	0	0	
0.010084	3.66777e-12	0	0	0	0	
0.0243697	4.49046e-12	0	0	0	0	
0.0369748	5.27959e-12	0	0	0	0	
0.0537815	7.29829e-12	0	0	0	0	
0.0630252	9.49457e-12	0	0	0	0	
0.0705882	1.21043e-11	0	0	0	0	
0.0789916	1.57469e-11	0	0	0	0	
0.0890756	2.40857e-11	0	0	0	0	
0.1	3.2628e-11	0	0	0	0	
0.110084	4.51036e-11	0	0	0	0	
0.117647	7.78947e-11	0	0	0	0	
0.130252	1.2158e-10	0	0	0	0	
0.139496	2.09971e-10	0	0	0	0	
0.15042	3.48239e-10	0	0	0	0	
0.160504	5.01275e-10	0	0	0	0	
0.170588	9.57892e-10	0	0	0	0	
0.181513	1.62116e-09	0	0	0	0	
0.189916	3.22584e-09	0	0	0	0	
0.19916	9.23974e-09	0	0	0	0	
0.210924	1.53243e-08	0	0	0	0	
0.220168	2.29697e-08	0	0	0	0	
0.231092	3.51333e-08	0	0	0	0	
0.242017	5.37383e-08	0	0	0	0	
0.252101	7.73538e-08	0	0	0	0	
0.261345	1.09117e-07	0	0	0	0	
0.270588	1.41953e-07	0	0	0	0	
0.283193	1.73793e-07	0	0	0	0	
0.298319	2.12775e-07	0	0	0	0	
0.313445	2.45156e-07	0	0	0	0	
0.32605	2.76805e-07	0	0	0	0	
0.342017	3.18931e-07	0	0	0	0	
0.357143	3.67466e-07	0	0	0	0	
0.370588	3.98449e-07	0	0	0	0	
0.385714	4.49889e-07	0	0	0	0	
0.397479	4.68471e-07	0	0	0	0	
0.410924	4.87821e-07	0	0	0	0	
0.422689	4.87821e-07	0	0	0	0	
0.431092	5.18354e-07	0	0	0	0	
0.447059	5.18354e-07	0	0	0	0	
0.464706	5.39765e-07	0	0	0	0	
0.481513	5.73549e-07	0	0	0	0	
0.495798	5.85274e-07	0	0	0	0	
0.510924	5.85274e-07	0	0	0	0	
0.52605	5.73549e-07	0	0	0	0	
0.544538	5.97239e-07	0	0	0	0	
0.563866	5.73549e-07	0	0	0	0	
0.57563	5.73549e-07	0	0	0	0	
0.592437	6.09449e-07	0	0	0	0	
0.605042	6.09449e-07	0	0	0	0	
0.618487	5.97239e-07	0	0	0	0	
0.632773	6.09449e-07	0	0	0	0	
0.647059	6.21908e-07	0	0	0	0	
0.663866	6.34621e-07	0	0	0	0	
0.67479	6.21908e-07	0	0	0	0	
0.692437	6.34621e-07	0	0	0	0	
0.709244	6.47595e-07	0	0	0	0	
0.728571	6.47595e-07	0	0	0	0	
0.739496	6.74343e-07	0	0	0	0	
0.754622	6.21908e-07	0	0	0	0	
0.767227	6.47595e-07	0	0	0	0	
0.780672	6.74343e-07	0	0	0	0	
0.794118	6.47595e-07	0	0	0	0	
0.804202	6.47595e-07	0	0	0	0	
0.816807	6.74343e-07	0	0	0	0	
0.828571	6.74343e-07	0	0	0	0	
0.847059	6.88129e-07	0	0	0	0	
0.865546	6.74343e-07	0	0	0	0	
0.880672	6.88129e-07	0	0	0	0	
0.898319	6.88129e-07	0	0	0	0	
0.908403	6.60834e-07	0	0	0	0	
0.921008	7.02196e-07	0	0	0	0	
0.932773	6.88129e-07	0	0	0	0	
0.944538	6.60834e-07	0	0	0	0	
0.944538	6.60834e-07	0	0	0	0	
0.963866	7.02196e-07	0	0	0	0	
0.97479	6.74343e-07	0	0	0	0	
0.984034	6.74343e-07	0	0	0	0	
0.994958	6.74343e-07	0	0	0	0	
