vd vg vs vb l alpha1_p alpha11_p t_fe idsperum vfed qms vfes ids sweepvar qm qmd
0.5 0.267676767677 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.682e-07 -3.805e-04 -1.231e-02 -9.325e-04 2.467e-08 0.50000 6.193e-03 -2.193e-06
0.05 0.272727272727 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.060e-07 -5.648e-04 -1.158e-02 -9.893e-04 1.895e-08 5.0000e-02 6.856e-03 -2.078e-03
0.5 0.272727272727 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.195e-07 -3.805e-04 -1.463e-02 -1.037e-03 2.940e-08 0.50000 7.364e-03 -2.621e-06
0.05 0.277777777778 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.454e-07 -6.020e-04 -1.378e-02 -1.106e-03 2.258e-08 5.0000e-02 8.174e-03 -2.496e-03
0.5 0.277777777778 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.804e-07 -3.805e-04 -1.737e-02 -1.160e-03 3.499e-08 0.50000 8.748e-03 -3.131e-06
0.05 0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.921e-07 -6.468e-04 -1.639e-02 -1.245e-03 2.688e-08 5.0000e-02 9.740e-03 -3.000e-03
0.5 0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.523e-07 -3.806e-04 -2.059e-02 -1.306e-03 4.162e-08 0.50000 1.038e-02 -3.738e-06
0.05 0.287878787879 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.474e-07 -7.006e-04 -1.948e-02 -1.410e-03 3.196e-08 5.0000e-02 1.160e-02 -3.606e-03
0.5 0.287878787879 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.373e-07 -3.807e-04 -2.439e-02 -1.478e-03 4.943e-08 0.50000 1.231e-02 -4.458e-06
0.05 0.292929292929 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.125e-07 -7.655e-04 -2.311e-02 -1.606e-03 3.795e-08 5.0000e-02 1.380e-02 -4.337e-03
0.5 0.292929292929 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.375e-07 -3.807e-04 -2.884e-02 -1.680e-03 5.865e-08 0.50000 1.457e-02 -5.313e-06
0.05 0.29797979798 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.891e-07 -8.438e-04 -2.740e-02 -1.837e-03 4.500e-08 5.0000e-02 1.640e-02 -5.218e-03
0.5 0.29797979798 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.552e-07 -3.808e-04 -3.405e-02 -1.917e-03 6.948e-08 0.50000 1.723e-02 -6.326e-06
0.05 0.30303030303 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.790e-07 -9.382e-04 -3.243e-02 -2.111e-03 5.327e-08 5.0000e-02 1.948e-02 -6.281e-03
0.5 0.30303030303 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.934e-07 -3.809e-04 -4.013e-02 -2.194e-03 8.219e-08 0.50000 2.034e-02 -7.524e-06
0.05 0.308080808081 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.843e-07 -1.052e-03 -3.834e-02 -2.434e-03 6.296e-08 5.0000e-02 2.312e-02 -7.565e-03
0.5 0.308080808081 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.055e-06 -3.811e-04 -4.721e-02 -2.519e-03 9.707e-08 0.50000 2.398e-02 -8.937e-06
0.05 0.313131313131 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.073e-07 -1.190e-03 -4.525e-02 -2.815e-03 7.427e-08 5.0000e-02 2.741e-02 -9.118e-03
0.5 0.313131313131 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.244e-06 -3.812e-04 -5.544e-02 -2.897e-03 1.144e-07 0.50000 2.823e-02 -1.060e-05
0.05 0.318181818182 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 9.503e-07 -1.357e-03 -5.333e-02 -3.264e-03 8.743e-08 5.0000e-02 3.246e-02 -1.100e-02
0.5 0.318181818182 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.464e-06 -3.814e-04 -6.497e-02 -3.338e-03 1.347e-07 0.50000 3.317e-02 -1.255e-05
0.05 0.323232323232 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.116e-06 -1.560e-03 -6.275e-02 -3.792e-03 1.027e-07 5.0000e-02 3.841e-02 -1.328e-02
0.5 0.323232323232 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.719e-06 -3.816e-04 -7.597e-02 -3.849e-03 1.581e-07 0.50000 3.890e-02 -1.484e-05
