vd vg vs vb l alpha1_p alpha11_p t_fe phig vfed qms vfes ids qgi sweepvar qm qmd vgs
0.4 0.0 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.447e-03 0. 4.435e-09 3.013e-21 0.40000 2.355e-03 4.563e-04 -4.435e-12
0.4 0.0040404040404 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 5.064e-03 0. 5.052e-09 3.429e-21 0.40000 2.680e-03 5.197e-04 4.040e-03
0.4 0.00808080808081 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 5.765e-03 0. 5.754e-09 3.903e-21 0.40000 3.051e-03 5.919e-04 8.081e-03
0.4 0.0121212121212 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 6.563e-03 0. 6.554e-09 4.443e-21 0.40000 3.472e-03 6.741e-04 1.212e-02
0.4 0.0161616161616 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 7.470e-03 0. 7.464e-09 5.056e-21 0.40000 3.951e-03 7.676e-04 1.616e-02
0.4 0.020202020202 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 8.501e-03 0. 8.499e-09 5.753e-21 0.40000 4.496e-03 8.739e-04 2.020e-02
0.4 0.0242424242424 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 9.671e-03 0. 9.677e-09 6.546e-21 0.40000 5.115e-03 9.948e-04 2.424e-02
0.4 0.0282828282828 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.100e-02 0. 1.102e-08 7.446e-21 0.40000 5.819e-03 1.132e-03 2.828e-02
0.4 0.0323232323232 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.251e-02 0. 1.254e-08 8.469e-21 0.40000 6.618e-03 1.288e-03 3.232e-02
0.4 0.0363636363636 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.422e-02 0. 1.427e-08 9.630e-21 0.40000 7.526e-03 1.466e-03 3.636e-02
0.4 0.040404040404 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.616e-02 0. 1.624e-08 1.095e-20 0.40000 8.555e-03 1.667e-03 4.040e-02
0.4 0.0444444444444 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.835e-02 0. 1.847e-08 1.244e-20 0.40000 9.722e-03 1.896e-03 4.444e-02
0.4 0.0484848484848 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.084e-02 0. 2.100e-08 1.413e-20 0.40000 1.104e-02 2.155e-03 4.848e-02
0.4 0.0525252525253 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.365e-02 0. 2.387e-08 1.605e-20 0.40000 1.254e-02 2.448e-03 5.253e-02
0.4 0.0565656565657 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.682e-02 0. 2.713e-08 1.821e-20 0.40000 1.423e-02 2.781e-03 5.657e-02
0.4 0.0606060606061 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.040e-02 0. 3.082e-08 2.066e-20 0.40000 1.615e-02 3.157e-03 6.061e-02
0.4 0.0646464646465 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.443e-02 0. 3.500e-08 2.343e-20 0.40000 1.831e-02 3.583e-03 6.465e-02
0.4 0.0686868686869 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.897e-02 0. 3.973e-08 2.655e-20 0.40000 2.075e-02 4.064e-03 6.869e-02
0.4 0.0727272727273 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.406e-02 0. 4.507e-08 3.006e-20 0.40000 2.349e-02 4.606e-03 7.273e-02
0.4 0.0767676767677 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.978e-02 0. 5.109e-08 3.400e-20 0.40000 2.657e-02 5.218e-03 7.677e-02
0.4 0.0808080808081 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 5.617e-02 0. 5.789e-08 3.844e-20 0.40000 3.004e-02 5.906e-03 8.081e-02
0.4 0.0848484848485 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 6.332e-02 0. 6.554e-08 4.340e-20 0.40000 3.392e-02 6.680e-03 8.485e-02
0.4 0.0888888888889 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 7.128e-02 0. 7.415e-08 4.896e-20 0.40000 3.826e-02 7.548e-03 8.889e-02
0.4 0.0929292929293 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 8.014e-02 0. 8.381e-08 5.516e-20 0.40000 4.311e-02 8.521e-03 9.293e-02
0.4 0.0969696969697 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 8.996e-02 0. 9.464e-08 6.206e-20 0.40000 4.850e-02 9.610e-03 9.697e-02
0.4 0.10101010101 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1008 0. 1.068e-07 6.974e-20 0.40000 5.450e-02 1.083e-02 0.1010
0.4 0.105050505051 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1128 0. 1.203e-07 7.824e-20 0.40000 6.115e-02 1.218e-02 0.1051
0.4 0.109090909091 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1260 0. 1.354e-07 8.764e-20 0.40000 6.849e-02 1.369e-02 0.1091
0.4 0.113131313131 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1404 0. 1.522e-07 9.800e-20 0.40000 7.659e-02 1.536e-02 0.1131
0.4 0.117171717172 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1562 0. 1.708e-07 1.094e-19 0.40000 8.548e-02 1.721e-02 0.1172
0.4 0.121212121212 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1734 0. 1.915e-07 1.219e-19 0.40000 9.523e-02 1.926e-02 0.1212
0.4 0.125252525253 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.1920 0. 2.143e-07 1.355e-19 0.40000 0.1059 2.152e-02 0.1253
0.4 0.129292929293 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.2122 0. 2.395e-07 1.503e-19 0.40000 0.1175 2.401e-02 0.1293
0.4 0.133333333333 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.2339 0. 2.672e-07 1.664e-19 0.40000 0.1300 2.674e-02 0.1333
0.4 0.137373737374 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.2573 0. 2.975e-07 1.838e-19 0.40000 0.1436 2.973e-02 0.1374
0.4 0.141414141414 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.2823 0. 3.307e-07 2.025e-19 0.40000 0.1583 3.300e-02 0.1414
0.4 0.145454545455 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.3089 0. 3.670e-07 2.227e-19 0.40000 0.1740 3.656e-02 0.1455
0.4 0.149494949495 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.3373 0. 4.065e-07 2.442e-19 0.40000 0.1909 4.044e-02 0.1495
0.4 0.153535353535 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.3674 0. 4.493e-07 2.672e-19 0.40000 0.2089 4.465e-02 0.1535
0.4 0.157575757576 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.3991 0. 4.958e-07 2.918e-19 0.40000 0.2280 4.922e-02 0.1576
0.4 0.161616161616 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.4326 0. 5.460e-07 3.178e-19 0.40000 0.2483 5.416e-02 0.1616
0.4 0.165656565657 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.4678 0. 6.001e-07 3.453e-19 0.40000 0.2698 5.949e-02 0.1657
0.4 0.169696969697 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.5047 0. 6.582e-07 3.743e-19 0.40000 0.2925 6.524e-02 0.1697
0.4 0.173737373737 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.5433 0. 7.206e-07 4.049e-19 0.40000 0.3164 7.142e-02 0.1737
0.4 0.177777777778 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.5835 0. 7.874e-07 4.369e-19 0.40000 0.3415 7.805e-02 0.1778
0.4 0.181818181818 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.6254 0. 8.588e-07 4.705e-19 0.40000 0.3677 8.516e-02 0.1818
0.4 0.185858585859 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.6689 0. 9.348e-07 5.056e-19 0.40000 0.3951 9.277e-02 0.1859
0.4 0.189898989899 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.7140 0. 1.016e-06 5.422e-19 0.40000 0.4237 0.1009 0.1899
0.4 0.193939393939 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.7606 0. 1.101e-06 5.803e-19 0.40000 0.4535 0.1096 0.1939
0.4 0.19797979798 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.8087 0. 1.192e-06 6.199e-19 0.40000 0.4844 0.1188 0.1980
0.4 0.20202020202 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.8583 0. 1.288e-06 6.609e-19 0.40000 0.5165 0.1286 0.2020
0.4 0.206060606061 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.9094 0. 1.390e-06 7.034e-19 0.40000 0.5497 0.1390 0.2061
0.4 0.210101010101 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 0.9619 0. 1.497e-06 7.472e-19 0.40000 0.5840 0.1500 0.2101
0.4 0.214141414141 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.0159 0. 1.609e-06 7.925e-19 0.40000 0.6194 0.1617 0.2141
0.4 0.218181818182 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.0711 0. 1.726e-06 8.392e-19 0.40000 0.6558 0.1740 0.2182
0.4 0.222222222222 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.1277 0. 1.850e-06 8.872e-19 0.40000 0.6934 0.1870 0.2222
0.4 0.226262626263 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.1856 0. 1.979e-06 9.366e-19 0.40000 0.7320 0.2007 0.2263
