vd vg vs vb l alpha1_p alpha11_p t_fe phig vfed qms vfes ids qgi sweepvar qm qmd vgs
0.4 0.230303030303 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.2448 0. 2.114e-06 9.873e-19 0.40000 0.7716 0.2151 0.2303
0.4 0.234343434343 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.3051 0. 2.254e-06 1.039e-18 0.40000 0.8123 0.2302 0.2343
0.4 0.238383838384 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.3667 0. 2.401e-06 1.093e-18 0.40000 0.8539 0.2460 0.2384
0.4 0.242424242424 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.4295 0. 2.553e-06 1.147e-18 0.40000 0.8965 0.2626 0.2424
0.4 0.246464646465 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.4934 0. 2.711e-06 1.203e-18 0.40000 0.9402 0.2800 0.2465
0.4 0.250505050505 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.5584 0. 2.876e-06 1.260e-18 0.40000 0.9847 0.2981 0.2505
0.4 0.254545454545 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.6245 0. 3.046e-06 1.318e-18 0.40000 1.0302 0.3170 0.2545
0.4 0.258585858586 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.6916 0. 3.222e-06 1.378e-18 0.40000 1.0767 0.3367 0.2586
0.4 0.262626262626 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.7598 0. 3.403e-06 1.438e-18 0.40000 1.1240 0.3572 0.2626
0.4 0.266666666667 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.8290 0. 3.591e-06 1.500e-18 0.40000 1.1723 0.3784 0.2667
0.4 0.270707070707 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.8992 0. 3.785e-06 1.563e-18 0.40000 1.2214 0.4005 0.2707
0.4 0.274747474747 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 1.9704 0. 3.985e-06 1.627e-18 0.40000 1.2714 0.4234 0.2747
0.4 0.278787878788 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.0425 0. 4.190e-06 1.692e-18 0.40000 1.3223 0.4471 0.2788
0.4 0.282828282828 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.1155 0. 4.402e-06 1.758e-18 0.40000 1.3740 0.4716 0.2828
0.4 0.286868686869 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.1894 0. 4.619e-06 1.825e-18 0.40000 1.4265 0.4969 0.2869
0.4 0.290909090909 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.2642 0. 4.842e-06 1.894e-18 0.40000 1.4799 0.5230 0.2909
0.4 0.294949494949 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.3399 0. 5.071e-06 1.963e-18 0.40000 1.5341 0.5499 0.2949
0.4 0.29898989899 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.4164 0. 5.306e-06 2.033e-18 0.40000 1.5890 0.5776 0.2990
0.4 0.30303030303 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.4937 0. 5.546e-06 2.105e-18 0.40000 1.6448 0.6061 0.3030
0.4 0.307070707071 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.5719 0. 5.792e-06 2.177e-18 0.40000 1.7013 0.6354 0.3071
0.4 0.311111111111 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.6508 0. 6.043e-06 2.250e-18 0.40000 1.7586 0.6655 0.3111
0.4 0.315151515152 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.7305 0. 6.301e-06 2.324e-18 0.40000 1.8166 0.6963 0.3152
0.4 0.319191919192 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.8110 0. 6.563e-06 2.400e-18 0.40000 1.8753 0.7280 0.3192
0.4 0.323232323232 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.8922 0. 6.831e-06 2.476e-18 0.40000 1.9348 0.7604 0.3232
0.4 0.327272727273 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 2.9741 0. 7.105e-06 2.553e-18 0.40000 1.9950 0.7936 0.3273
0.4 0.331313131313 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.0568 0. 7.384e-06 2.631e-18 0.40000 2.0560 0.8275 0.3313
0.4 0.335353535354 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.1401 0. 7.668e-06 2.710e-18 0.40000 2.1176 0.8622 0.3354
0.4 0.339393939394 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.2242 0. 7.957e-06 2.789e-18 0.40000 2.1798 0.8977 0.3394
0.4 0.343434343434 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.3089 0. 8.252e-06 2.870e-18 0.40000 2.2428 0.9338 0.3434
0.4 0.347474747475 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.3943 0. 8.551e-06 2.951e-18 0.40000 2.3064 0.9707 0.3475
0.4 0.351515151515 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.4803 0. 8.856e-06 3.033e-18 0.40000 2.3707 1.0084 0.3515
0.4 0.355555555556 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.5669 0. 9.165e-06 3.117e-18 0.40000 2.4356 1.0467 0.3556
0.4 0.359595959596 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.6542 0. 9.480e-06 3.200e-18 0.40000 2.5011 1.0857 0.3596
0.4 0.363636363636 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.7420 0. 9.799e-06 3.285e-18 0.40000 2.5673 1.1255 0.3636
0.4 0.367676767677 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.8305 0. 1.012e-05 3.371e-18 0.40000 2.6341 1.1659 0.3677
0.4 0.371717171717 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 3.9195 0. 1.045e-05 3.457e-18 0.40000 2.7015 1.2070 0.3717
0.4 0.375757575758 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.0092 0. 1.079e-05 3.544e-18 0.40000 2.7694 1.2487 0.3758
0.4 0.379797979798 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.0993 0. 1.112e-05 3.631e-18 0.40000 2.8380 1.2912 0.3798
0.4 0.383838383838 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.1901 0. 1.147e-05 3.720e-18 0.40000 2.9071 1.3342 0.3838
0.4 0.387878787879 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.2813 0. 1.181e-05 3.809e-18 0.40000 2.9768 1.3780 0.3879
0.4 0.391919191919 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.3731 0. 1.216e-05 3.899e-18 0.40000 3.0471 1.4223 0.3919
0.4 0.39595959596 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.4654 0. 1.252e-05 3.990e-18 0.40000 3.1179 1.4673 0.3960
0.4 0.4 0 0 3e-08 -3249270000.0 2.41166e+13 0 4.3 0. 4.5582 0. 1.288e-05 4.081e-18 0.40000 3.1892 1.5129 0.4000
