idsperum vfed vg qms vfes ids vgs_out vgs_noswap sweepvar qm qmd
1.784e-06 0. 0.1461 -7.169e-02 0. 1.641e-07 0.3250 0.3250 5.7000e-09 3.666e-02 -1.395e-05
1.198e-06 0. 0.1509 -4.997e-02 0. 1.102e-07 0.3125 0.3125 5.7500e-09 2.540e-02 -9.491e-06
7.951e-07 0. 0.1341 -3.416e-02 0. 7.315e-08 0.3000 0.3000 5.8000e-09 1.728e-02 -6.348e-06
5.225e-07 0. 0.1259 -2.297e-02 0. 4.807e-08 0.2875 0.2875 5.8500e-09 1.159e-02 -4.188e-06
3.406e-07 0. 0.1143 -1.524e-02 0. 3.134e-08 0.2750 0.2750 5.9000e-09 7.675e-03 -2.735e-06
2.207e-07 0. 0.1127 -1.001e-02 0. 2.031e-08 0.2625 0.2625 5.9500e-09 5.035e-03 -1.773e-06
1.424e-07 0. 9.595e-02 -6.517e-03 0. 1.310e-08 0.2500 0.2500 6.0000e-09 3.280e-03 -1.143e-06
9.153e-08 0. 8.066e-02 -4.219e-03 0. 8.421e-09 0.2375 0.2375 6.0500e-09 2.126e-03 -7.345e-07
5.870e-08 0. 7.762e-02 -2.718e-03 0. 5.401e-09 0.2250 0.2250 6.1000e-09 1.374e-03 -4.708e-07
3.758e-08 0. 7.638e-02 -1.746e-03 0. 3.458e-09 0.2125 0.2125 6.1500e-09 8.867e-04 -3.012e-07
2.403e-08 0. 5.181e-02 -1.119e-03 0. 2.211e-09 0.2000 0.2000 6.2000e-09 5.727e-04 -1.926e-07
1.536e-08 0. 3.783e-02 -7.161e-04 0. 1.413e-09 0.1875 0.1875 6.2500e-09 3.710e-04 -1.230e-07
9.808e-09 0. 2.806e-02 -4.578e-04 0. 9.024e-10 0.1750 0.1750 6.3000e-09 2.416e-04 -7.855e-08
6.262e-09 0. 3.867e-02 -2.924e-04 0. 5.761e-10 0.1625 0.1625 6.3500e-09 1.587e-04 -5.014e-08
3.997e-09 0. -1.372e-02 -1.867e-04 0. 3.677e-10 0.1500 0.1500 6.4000e-09 1.057e-04 -3.200e-08
2.551e-09 0. 2.349e-02 -1.192e-04 0. 2.347e-10 0.1375 0.1375 6.4500e-09 7.181e-05 -2.042e-08
1.628e-09 0. 1.562e-02 -7.608e-05 0. 1.498e-10 0.1250 0.1250 6.5000e-09 5.010e-05 -1.303e-08
1.039e-09 0. -1.711e-02 -4.855e-05 0. 9.556e-11 0.1125 0.1125 6.5500e-09 3.619e-05 -8.315e-09
6.627e-10 0. -2.857e-02 -3.098e-05 0. 6.097e-11 0.1000 0.1000 6.6000e-09 2.726e-05 -5.306e-09
4.229e-10 0. -4.126e-03 -1.977e-05 0. 3.890e-11 8.750e-02 8.750e-02 6.6500e-09 2.150e-05 -3.385e-09
2.698e-10 0. -4.016e-02 -1.261e-05 0. 2.482e-11 7.500e-02 7.500e-02 6.7000e-09 1.777e-05 -2.160e-09
1.721e-10 0. -7.008e-02 -8.048e-06 0. 1.584e-11 6.250e-02 6.250e-02 6.7500e-09 1.533e-05 -1.378e-09
1.098e-10 0. -4.440e-02 -5.135e-06 0. 1.010e-11 5.000e-02 5.000e-02 6.8000e-09 1.372e-05 -8.793e-10
7.008e-11 0. -8.938e-02 -3.276e-06 0. 6.447e-12 3.750e-02 3.750e-02 6.8500e-09 1.263e-05 -5.610e-10
4.471e-11 0. -9.281e-02 -2.090e-06 0. 4.114e-12 2.500e-02 2.500e-02 6.9000e-09 1.188e-05 -3.579e-10
2.853e-11 0. -8.976e-02 -1.334e-06 0. 2.625e-12 1.250e-02 1.250e-02 6.9500e-09 1.134e-05 -2.284e-10
1.820e-11 0. -0.1026 -8.510e-07 0. 1.675e-12 3.296e-12 3.296e-12 7.0000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.959e-02 -8.510e-07 0. 1.675e-12 -1.664e-15 -1.664e-15 7.0500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -9.587e-02 -8.510e-07 0. 1.675e-12 -1.661e-15 -1.661e-15 7.1000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -0.1003 -8.510e-07 0. 1.675e-12 -1.710e-15 -1.710e-15 7.1500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -0.1011 -8.510e-07 0. 1.675e-12 -1.679e-15 -1.679e-15 7.2000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -0.1043 -8.510e-07 0. 1.675e-12 -1.693e-15 -1.693e-15 7.2500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.300e-02 -8.510e-07 0. 1.675e-12 -1.678e-15 -1.678e-15 7.3000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.909e-02 -8.510e-07 0. 1.675e-12 -1.686e-15 -1.686e-15 7.3500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -0.1057 -8.510e-07 0. 1.675e-12 -1.694e-15 -1.694e-15 7.4000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -0.1072 -8.510e-07 0. 1.675e-12 -1.680e-15 -1.680e-15 7.4500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.470e-02 -8.510e-07 0. 1.675e-12 -1.705e-15 -1.705e-15 7.5000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -9.190e-02 -8.510e-07 0. 1.675e-12 -1.665e-15 -1.665e-15 7.5500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -9.161e-02 -8.510e-07 0. 1.675e-12 -1.679e-15 -1.679e-15 7.6000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.760e-02 -8.510e-07 0. 1.675e-12 -1.671e-15 -1.671e-15 7.6500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.772e-02 -8.510e-07 0. 1.675e-12 -1.671e-15 -1.671e-15 7.7000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.610e-02 -8.510e-07 0. 1.675e-12 -1.693e-15 -1.693e-15 7.7500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -7.820e-02 -8.510e-07 0. 1.675e-12 -1.669e-15 -1.669e-15 7.8000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.909e-02 -8.510e-07 0. 1.675e-12 -1.682e-15 -1.682e-15 7.8500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -7.879e-02 -8.510e-07 0. 1.675e-12 -1.679e-15 -1.679e-15 7.9000e-09 1.093e-05 -1.457e-10
1.820e-11 0. -9.456e-02 -8.510e-07 0. 1.675e-12 -1.676e-15 -1.676e-15 7.9500e-09 1.093e-05 -1.457e-10
1.820e-11 0. -8.844e-02 -8.510e-07 0. 1.675e-12 -1.693e-15 -1.693e-15 8.0000e-09 1.093e-05 -1.457e-10
