idsperum vfed vg qms vfes ids vgs_out vgs_noswap sweepvar qm qmd
4.019e-04 -1.516e-03 0.3000 -4.0446 -0.1844 3.698e-05 0.5000 0.6844 3.4500e-09 2.5673 -1.274e-02
4.052e-04 -1.552e-03 0.3000 -4.0688 -0.1858 3.728e-05 0.5000 0.6858 3.5000e-09 2.5834 -1.314e-02
4.075e-04 -1.577e-03 0.3000 -4.0852 -0.1867 3.749e-05 0.5000 0.6867 3.5500e-09 2.5943 -1.342e-02
4.091e-04 -1.595e-03 0.3000 -4.0969 -0.1874 3.764e-05 0.5000 0.6874 3.6000e-09 2.6020 -1.363e-02
4.102e-04 -1.608e-03 0.3000 -4.1051 -0.1879 3.774e-05 0.5000 0.6879 3.6500e-09 2.6075 -1.377e-02
4.110e-04 -1.617e-03 0.3000 -4.1108 -0.1882 3.781e-05 0.5000 0.6882 3.7000e-09 2.6113 -1.387e-02
4.115e-04 -1.624e-03 0.3000 -4.1149 -0.1884 3.786e-05 0.5000 0.6884 3.7500e-09 2.6140 -1.395e-02
4.119e-04 -1.629e-03 0.3000 -4.1178 -0.1886 3.790e-05 0.5000 0.6886 3.8000e-09 2.6159 -1.400e-02
4.122e-04 -1.632e-03 0.3000 -4.1198 -0.1887 3.792e-05 0.5000 0.6887 3.8500e-09 2.6173 -1.404e-02
4.124e-04 -1.634e-03 0.3000 -4.1212 -0.1888 3.794e-05 0.5000 0.6888 3.9000e-09 2.6182 -1.406e-02
4.125e-04 -1.636e-03 0.3000 -4.1222 -0.1889 3.795e-05 0.5000 0.6889 3.9500e-09 2.6188 -1.408e-02
4.126e-04 -1.637e-03 0.3000 -4.1229 -0.1889 3.796e-05 0.5000 0.6889 4.0000e-09 2.6193 -1.409e-02
4.127e-04 -1.638e-03 0.3000 -4.1233 -0.1889 3.797e-05 0.5000 0.6889 4.0500e-09 2.6196 -1.410e-02
4.128e-04 -1.638e-03 0.3000 -4.1237 -0.1889 3.797e-05 0.5000 0.6889 4.1000e-09 2.6199 -1.411e-02
4.128e-04 -1.639e-03 0.3000 -4.1239 -0.1890 3.798e-05 0.5000 0.6890 4.1500e-09 2.6200 -1.411e-02
4.128e-04 -1.639e-03 0.3000 -4.1241 -0.1890 3.798e-05 0.5000 0.6890 4.2000e-09 2.6201 -1.411e-02
4.128e-04 -1.639e-03 0.3000 -4.1242 -0.1890 3.798e-05 0.5000 0.6890 4.2500e-09 2.6202 -1.412e-02
4.128e-04 -1.639e-03 0.3000 -4.1243 -0.1890 3.798e-05 0.5000 0.6890 4.3000e-09 2.6203 -1.412e-02
4.128e-04 -1.639e-03 0.3000 -4.1244 -0.1890 3.798e-05 0.5000 0.6890 4.3500e-09 2.6203 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1244 -0.1890 3.798e-05 0.5000 0.6890 4.4000e-09 2.6203 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1244 -0.1890 3.798e-05 0.5000 0.6890 4.4500e-09 2.6203 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1244 -0.1890 3.798e-05 0.5000 0.6890 4.5000e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.5500e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.6000e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.6500e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.7000e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.7500e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.8000e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.8500e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.9000e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 4.9500e-09 2.6204 -1.412e-02
4.129e-04 -1.639e-03 0.3000 -4.1245 -0.1890 3.798e-05 0.5000 0.6890 5.0000e-09 2.6204 -1.412e-02
4.040e-04 -1.539e-03 0.2804 -4.0602 -0.1978 3.717e-05 0.4875 0.6853 5.0500e-09 2.5776 -1.300e-02
3.816e-04 -1.318e-03 0.2511 -3.8957 -0.2007 3.511e-05 0.4750 0.6757 5.1000e-09 2.4685 -1.051e-02
3.498e-04 -1.071e-03 0.4498 -3.6596 -0.1993 3.219e-05 0.4625 0.6618 5.1500e-09 2.3120 -7.744e-03
3.111e-04 -8.534e-04 0.2601 -3.3667 -0.1941 2.862e-05 0.4500 0.6442 5.2000e-09 2.1184 -5.306e-03
2.655e-04 -6.825e-04 0.2500 -3.0128 -0.1846 2.443e-05 0.4375 0.6221 5.2500e-09 1.8851 -3.389e-03
2.154e-04 -5.623e-04 0.2400 -2.6077 -0.1708 1.982e-05 0.4250 0.5958 5.3000e-09 1.6191 -2.041e-03
1.645e-04 -4.883e-04 0.2300 -2.1671 -0.1529 1.513e-05 0.4125 0.5654 5.3500e-09 1.3315 -1.212e-03
1.152e-04 -4.406e-04 0.2200 -1.7061 -0.1313 1.060e-05 0.4000 0.5313 5.4000e-09 1.0328 -6.761e-04
7.137e-05 -4.138e-04 0.2100 -1.2343 -0.1050 6.566e-06 0.3875 0.4925 5.4500e-09 0.7312 -3.766e-04
3.767e-05 -3.984e-04 0.2000 -0.7948 -7.532e-02 3.466e-06 0.3750 0.4503 5.5000e-09 0.4566 -2.029e-04
1.621e-05 -3.892e-04 0.1900 -0.4360 -4.508e-02 1.491e-06 0.3622 0.4073 5.5500e-09 0.2402 -9.975e-05
6.925e-06 -3.846e-04 0.1800 -0.2270 -2.204e-02 6.371e-07 0.3500 0.3720 5.6000e-09 0.1205 -4.857e-05
3.633e-06 -3.827e-04 0.1700 -0.1333 -1.109e-02 3.342e-07 0.3375 0.3486 5.6500e-09 6.931e-02 -2.722e-05
2.215e-06 -3.818e-04 0.1600 -8.687e-02 -6.961e-03 2.038e-07 0.3250 0.3320 5.7000e-09 4.462e-02 -1.714e-05
1.395e-06 -3.812e-04 0.1500 -5.739e-02 -4.683e-03 1.283e-07 0.3125 0.3172 5.7500e-09 2.923e-02 -1.100e-05
8.847e-07 -3.809e-04 0.1400 -3.774e-02 -3.203e-03 8.139e-08 0.3000 0.3032 5.8000e-09 1.912e-02 -7.051e-06
5.635e-07 -3.807e-04 0.1300 -2.468e-02 -2.225e-03 5.184e-08 0.2875 0.2897 5.8500e-09 1.246e-02 -4.515e-06
3.597e-07 -3.805e-04 0.1200 -1.607e-02 -1.581e-03 3.310e-08 0.2750 0.2766 5.9000e-09 8.091e-03 -2.888e-06
2.302e-07 -3.804e-04 0.1100 -1.043e-02 -1.162e-03 2.118e-08 0.2625 0.2637 5.9500e-09 5.246e-03 -1.849e-06
1.477e-07 -3.804e-04 0.1000 -6.757e-03 -8.881e-04 1.359e-08 0.2500 0.2509 6.0000e-09 3.400e-03 -1.186e-06
9.481e-08 -3.803e-04 9.000e-02 -4.367e-03 -7.094e-04 8.723e-09 0.2375 0.2382 6.0500e-09 2.200e-03 -7.608e-07
6.092e-08 -3.803e-04 8.000e-02 -2.819e-03 -5.934e-04 5.605e-09 0.2250 0.2256 6.1000e-09 1.424e-03 -4.886e-07
3.889e-08 -3.803e-04 7.000e-02 -1.806e-03 -5.174e-04 3.578e-09 0.2125 0.2130 6.1500e-09 9.168e-04 -3.117e-07
2.464e-08 -3.803e-04 6.000e-02 -1.147e-03 -4.678e-04 2.267e-09 0.2000 0.2005 6.2000e-09 5.867e-04 -1.974e-07
1.568e-08 -3.803e-04 5.000e-02 -7.312e-04 -4.365e-04 1.443e-09 0.1875 0.1879 6.2500e-09 3.785e-04 -1.256e-07
1.010e-08 -3.803e-04 4.000e-02 -4.711e-04 -4.169e-04 9.288e-10 0.1750 0.1754 6.3000e-09 2.483e-04 -8.085e-08
6.461e-09 -3.803e-04 3.000e-02 -3.017e-04 -4.041e-04 5.944e-10 0.1625 0.1629 6.3500e-09 1.634e-04 -5.174e-08
4.107e-09 -3.803e-04 2.000e-02 -1.919e-04 -3.958e-04 3.778e-10 0.1500 0.1504 6.4000e-09 1.083e-04 -3.288e-08
2.590e-09 -3.803e-04 1.000e-02 -1.210e-04 -3.905e-04 2.382e-10 0.1375 0.1379 6.4500e-09 7.272e-05 -2.073e-08
1.668e-09 -3.803e-04 0. -7.795e-05 -3.872e-04 1.534e-10 0.1250 0.1254 6.5000e-09 5.104e-05 -1.335e-08
1.070e-09 -3.803e-04 -1.000e-02 -5.003e-05 -3.851e-04 9.847e-11 0.1125 0.1129 6.5500e-09 3.693e-05 -8.569e-09
6.826e-10 -3.803e-04 -2.000e-02 -3.191e-05 -3.837e-04 6.280e-11 0.1000 0.1004 6.6000e-09 2.773e-05 -5.465e-09
4.322e-10 -3.803e-04 -3.000e-02 -2.020e-05 -3.828e-04 3.976e-11 8.750e-02 8.788e-02 6.6500e-09 2.172e-05 -3.460e-09
2.750e-10 -3.803e-04 -4.000e-02 -1.286e-05 -3.823e-04 2.530e-11 7.500e-02 7.538e-02 6.7000e-09 1.790e-05 -2.202e-09
1.770e-10 -3.803e-04 -5.000e-02 -8.275e-06 -3.819e-04 1.628e-11 6.250e-02 6.288e-02 6.7500e-09 1.545e-05 -1.417e-09
1.132e-10 -3.803e-04 -6.000e-02 -5.294e-06 -3.817e-04 1.042e-11 5.000e-02 5.038e-02 6.8000e-09 1.381e-05 -9.066e-10
7.197e-11 -3.803e-04 -7.000e-02 -3.365e-06 -3.815e-04 6.621e-12 3.750e-02 3.788e-02 6.8500e-09 1.268e-05 -5.761e-10
4.537e-11 -3.803e-04 -8.000e-02 -2.121e-06 -3.814e-04 4.174e-12 2.500e-02 2.538e-02 6.9000e-09 1.190e-05 -3.632e-10
2.923e-11 -3.803e-04 -9.000e-02 -1.366e-06 -3.813e-04 2.689e-12 1.250e-02 1.288e-02 6.9500e-09 1.136e-05 -2.340e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.813e-04 1.698e-12 -3.959e-11 3.813e-04 7.0000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.710e-15 3.812e-04 7.0500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.702e-15 3.812e-04 7.1000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.719e-15 3.812e-04 7.1500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.715e-15 3.812e-04 7.2000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.694e-15 3.812e-04 7.2500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.672e-15 3.812e-04 7.3000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.659e-15 3.812e-04 7.3500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.663e-15 3.812e-04 7.4000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.667e-15 3.812e-04 7.4500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.672e-15 3.812e-04 7.5000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.676e-15 3.812e-04 7.5500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.680e-15 3.812e-04 7.6000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.684e-15 3.812e-04 7.6500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.689e-15 3.812e-04 7.7000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.693e-15 3.812e-04 7.7500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.697e-15 3.812e-04 7.8000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.701e-15 3.812e-04 7.8500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.705e-15 3.812e-04 7.9000e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.709e-15 3.812e-04 7.9500e-09 1.095e-05 -1.477e-10
1.845e-11 -3.803e-04 -0.1000 -8.627e-07 -3.812e-04 1.698e-12 -1.713e-15 3.812e-04 8.0000e-09 1.095e-05 -1.477e-10
