vd vg vs vb l alpha1_p alpha11_p t_fe idsperum vfed qms vfes ids sweepvar qm qmd
0.5 0.161616161616 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 7.160e-09 -3.803e-04 -2.875e-04 -4.059e-04 6.587e-10 0.50000 -3.799e-06 -4.924e-08
0.05 0.166666666667 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.675e-09 -3.842e-04 -2.648e-04 -4.038e-04 4.301e-10 5.0000e-02 -4.777e-05 -4.491e-05
0.5 0.166666666667 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.568e-09 -3.803e-04 -3.440e-04 -4.109e-04 7.883e-10 0.50000 -4.546e-06 -5.893e-08
0.05 0.171717171717 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.606e-09 -3.850e-04 -3.176e-04 -4.085e-04 5.158e-10 5.0000e-02 -5.734e-05 -5.390e-05
0.5 0.171717171717 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.029e-08 -3.803e-04 -4.131e-04 -4.171e-04 9.468e-10 0.50000 -5.459e-06 -7.077e-08
0.05 0.176767676768 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 6.731e-09 -3.860e-04 -3.812e-04 -4.141e-04 6.192e-10 5.0000e-02 -6.880e-05 -6.468e-05
0.5 0.176767676768 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.231e-08 -3.803e-04 -4.942e-04 -4.243e-04 1.133e-09 0.50000 -6.531e-06 -8.470e-08
0.05 0.181818181818 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 8.073e-09 -3.872e-04 -4.573e-04 -4.209e-04 7.428e-10 5.0000e-02 -8.263e-05 -7.768e-05
0.5 0.181818181818 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.484e-08 -3.803e-04 -5.956e-04 -4.334e-04 1.366e-09 0.50000 -7.871e-06 -1.021e-07
0.05 0.186868686869 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 9.687e-09 -3.885e-04 -5.485e-04 -4.290e-04 8.912e-10 5.0000e-02 -9.905e-05 -9.311e-05
0.5 0.186868686869 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.750e-08 -3.803e-04 -7.021e-04 -4.429e-04 1.610e-09 0.50000 -9.278e-06 -1.203e-07
0.05 0.191919191919 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.162e-08 -3.902e-04 -6.578e-04 -4.387e-04 1.069e-09 5.0000e-02 -1.188e-04 -1.117e-04
0.5 0.191919191919 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.121e-08 -3.803e-04 -8.508e-04 -4.561e-04 1.952e-09 0.50000 -1.124e-05 -1.459e-07
0.05 0.19696969697 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.394e-08 -3.922e-04 -7.889e-04 -4.503e-04 1.282e-09 5.0000e-02 -1.426e-04 -1.340e-04
0.5 0.19696969697 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.537e-08 -3.803e-04 -1.017e-03 -4.710e-04 2.334e-09 0.50000 -1.344e-05 -1.744e-07
0.05 0.20202020202 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 1.672e-08 -3.945e-04 -9.458e-04 -4.643e-04 1.538e-09 5.0000e-02 -1.710e-04 -1.607e-04
0.5 0.20202020202 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.054e-08 -3.803e-04 -1.224e-03 -4.894e-04 2.810e-09 0.50000 -1.617e-05 -2.099e-07
0.05 0.207070707071 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.006e-08 -3.974e-04 -1.134e-03 -4.810e-04 1.845e-09 5.0000e-02 -2.052e-04 -1.929e-04
0.5 0.207070707071 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 3.655e-08 -3.803e-04 -1.464e-03 -5.108e-04 3.363e-09 0.50000 -1.935e-05 -2.511e-07
0.05 0.212121212121 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.405e-08 -4.008e-04 -1.360e-03 -5.011e-04 2.213e-09 5.0000e-02 -2.462e-04 -2.315e-04
0.5 0.212121212121 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 4.386e-08 -3.803e-04 -1.756e-03 -5.368e-04 4.036e-09 0.50000 -2.321e-05 -3.012e-07
0.05 0.217171717172 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 2.884e-08 -4.049e-04 -1.630e-03 -5.251e-04 2.654e-09 5.0000e-02 -2.953e-04 -2.777e-04
0.5 0.217171717172 0 0 2e-08 -3249270000.0 2.41166e+13 1e-08 5.261e-08 -3.803e-04 -2.104e-03 -5.679e-04 4.840e-09 0.50000 -2.781e-05 -3.608e-07
