vd vg vs vb l alpha1_p alpha11_p t_fe ni in1aux vfed qid vn2aux in2aux vfes ids qmis vn1aux sweepvar vtm
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 7.935e-02 0.3846 7.908e-02 -64.4724 5.095e-02 -7.898e-08 14.5665 5.067e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 9.547e-02 0.3888 9.522e-02 -64.4724 6.645e-02 -7.865e-08 14.7334 6.618e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1117 0.3929 0.1115 -64.4724 8.208e-02 -7.833e-08 14.8963 8.182e-02 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1280 0.3970 0.1278 -64.4724 9.782e-02 -7.801e-08 15.0555 9.757e-02 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1443 0.4009 0.1443 -64.4724 0.1135 -7.772e-08 15.2093 0.1135 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1608 0.4048 0.1608 -64.4724 0.1294 -7.740e-08 15.3617 0.1294 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1774 0.4086 0.1774 -64.4724 0.1455 -7.708e-08 15.5110 0.1455 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1940 0.4123 0.1940 -64.4724 0.1617 -7.676e-08 15.6572 0.1617 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.2109 0.4159 0.2107 -64.4724 0.1781 -7.642e-08 15.8021 0.1778 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.2108 0.4159 0.2108 -64.4724 0.1779 -7.645e-08 15.8006 0.1779 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1942 0.4123 0.1940 -64.4724 0.1618 -7.674e-08 15.6587 0.1616 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1775 0.4086 0.1773 -64.4724 0.1457 -7.706e-08 15.5125 0.1455 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1608 0.4048 0.1608 -64.4724 0.1294 -7.740e-08 15.3617 0.1294 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1443 0.4009 0.1443 -64.4724 0.1135 -7.772e-08 15.2093 0.1135 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1280 0.3970 0.1278 -64.4724 9.781e-02 -7.801e-08 15.0554 9.758e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 0.1117 0.3929 0.1115 -64.4724 8.207e-02 -7.834e-08 14.8962 8.183e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 9.527e-02 0.3887 9.527e-02 -64.4724 6.625e-02 -7.869e-08 14.7312 6.625e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 7.933e-02 0.3845 7.908e-02 -64.4724 5.093e-02 -7.898e-08 14.5663 5.068e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 6.311e-02 0.3801 6.311e-02 -64.4724 3.536e-02 -7.933e-08 14.3929 3.536e-02 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 4.740e-02 0.3757 4.714e-02 -64.4724 2.033e-02 -7.961e-08 14.2196 2.005e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 3.162e-02 0.3712 3.135e-02 -64.4724 5.244e-03 -7.992e-08 14.0392 4.954e-03 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 1.598e-02 0.3665 1.569e-02 -64.4724 -9.678e-03 -8.023e-08 13.8536 -9.980e-03 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 2.449e-04 0.3615 2.448e-04 -64.4724 -2.465e-02 -8.056e-08 13.6595 -2.465e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.488e-02 0.3566 -1.519e-02 -64.4724 -3.899e-02 -8.080e-08 13.4655 -3.932e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -3.006e-02 0.3514 -3.039e-02 -64.4724 -5.334e-02 -8.107e-08 13.2620 -5.369e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -4.505e-02 0.3461 -4.540e-02 -64.4724 -6.748e-02 -8.132e-08 13.0514 -6.784e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -5.985e-02 0.3405 -6.022e-02 -64.4724 -8.137e-02 -8.154e-08 12.8332 -8.176e-02 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.442e-02 0.3348 -7.481e-02 -64.4724 -9.499e-02 -8.173e-08 12.6066 -9.540e-02 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.875e-02 0.3288 -8.917e-02 -64.4724 -0.1083 -8.187e-08 12.3707 -0.1088 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1028 0.3225 -0.1033 -64.4724 -0.1213 -8.196e-08 12.1245 -0.1218 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1166 0.3160 -0.1170 -64.4724 -0.1339 -8.197e-08 11.8669 -0.1344 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1300 0.3091 -0.1305 -64.4724 -0.1462 -8.189e-08 11.5963 -0.1467 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1433 0.3016 -0.1433 -64.4724 -0.1582 -8.173e-08 11.3028 -0.1582 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1559 0.2939 -0.1559 -64.4724 -0.1694 -8.134e-08 10.9993 -0.1694 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1679 0.2856 -0.1679 -64.4724 -0.1799 -8.071e-08 10.6759 -0.1799 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1793 0.2767 -0.1793 -64.4724 -0.1897 -7.974e-08 10.3289 -0.1897 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1894 0.2674 -0.1903 -64.4724 -0.1982 -7.836e-08 9.9695 -0.1990 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1990 0.2569 -0.2000 -64.4724 -0.2059 -7.625e-08 9.5628 -0.2068 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2073 0.2451 -0.2084 -64.4724 -0.2121 -7.304e-08 9.1129 -0.2132 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2141 0.2307 -0.2141 -64.4724 -0.2166 -6.700e-08 8.5716 -0.2166 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2176 0.2142 -0.2176 -64.4724 -0.2179 -5.721e-08 7.9723 -0.2179 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2161 0.1929 -0.2161 -64.4724 -0.2147 -3.720e-08 7.2439 -0.2147 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2007 0.1585 -0.2007 -64.4724 -0.2033 2.409e-08 6.2846 -0.2033 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.822e-02 1.118e-02 -1.821e-02 -64.4724 -0.1709 3.787e-07 4.7649 -0.1709 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.280e-03 4.808e-03 -8.175e-03 -64.4724 -7.512e-02 8.575e-08 1.8727 -7.430e-02 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -4.287e-03 2.254e-03 -4.280e-03 -64.4724 -2.791e-02 1.972e-08 0.6728 -2.523e-02 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -2.393e-03 1.043e-03 -1.649e-03 -64.4724 -1.136e-02 6.035e-09 0.2622 -5.417e-03 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.545e-03 5.009e-04 -1.191e-03 -64.4724 -6.207e-03 2.887e-09 0.1346 -3.519e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.133e-03 2.371e-04 -9.604e-04 -64.4724 -3.366e-03 1.318e-09 6.437e-02 -2.028e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -9.355e-04 1.109e-04 -8.520e-04 -64.4724 -1.977e-03 5.998e-10 3.004e-02 -1.339e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.424e-04 5.143e-05 -8.026e-04 -64.4724 -1.321e-03 2.725e-10 1.382e-02 -1.025e-03 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.991e-04 2.372e-05 -7.991e-04 -64.4724 -1.019e-03 1.245e-10 6.353e-03 -1.019e-03 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.790e-04 1.087e-05 -7.790e-04 -64.4724 -8.787e-04 5.630e-11 2.886e-03 -8.787e-04 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.698e-04 4.972e-06 -7.698e-04 -64.4724 -8.150e-04 2.552e-11 1.311e-03 -8.150e-04 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.655e-04 2.269e-06 -7.655e-04 -64.4724 -7.861e-04 1.158e-11 5.955e-04 -7.861e-04 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.636e-04 1.034e-06 -7.636e-04 -64.4724 -7.729e-04 5.255e-12 2.705e-04 -7.729e-04 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.627e-04 4.705e-07 -7.627e-04 -64.4724 -7.670e-04 2.386e-12 1.229e-04 -7.670e-04 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.623e-04 2.141e-07 -7.623e-04 -64.4724 -7.642e-04 1.084e-12 5.583e-05 -7.642e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.621e-04 9.733e-08 -7.621e-04 -64.4724 -7.630e-04 4.922e-13 2.536e-05 -7.630e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.527e-04 9.805e-08 -9.527e-04 -64.4724 -9.538e-04 4.959e-13 2.555e-05 -9.538e-04 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.529e-04 2.156e-07 -9.528e-04 -64.4724 -9.553e-04 1.092e-12 5.624e-05 -9.548e-04 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.534e-04 4.740e-07 -9.534e-04 -64.4724 -9.587e-04 2.404e-12 1.238e-04 -9.587e-04 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.545e-04 1.041e-06 -9.545e-04 -64.4724 -9.663e-04 5.295e-12 2.726e-04 -9.663e-04 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.570e-04 2.285e-06 -9.570e-04 -64.4724 -9.828e-04 1.167e-11 6.001e-04 -9.828e-04 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.623e-04 5.009e-06 -9.623e-04 -64.4724 -1.019e-03 2.572e-11 1.321e-03 -1.019e-03 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.739e-04 1.096e-05 -9.739e-04 -64.4724 -1.100e-03 5.679e-11 2.910e-03 -1.100e-03 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.992e-04 2.389e-05 -9.906e-04 -64.4724 -1.276e-03 1.254e-10 6.401e-03 -1.216e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.054e-03 5.189e-05 -1.036e-03 -64.4724 -1.665e-03 2.783e-10 1.409e-02 -1.534e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.172e-03 1.122e-04 -1.172e-03 -64.4724 -2.540e-03 6.309e-10 3.140e-02 -2.540e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.422e-03 2.404e-04 -1.340e-03 -64.4724 -4.417e-03 1.418e-09 6.852e-02 -3.809e-03 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.952e-03 5.114e-04 -1.783e-03 -64.4724 -8.645e-03 3.351e-09 0.1521 -7.383e-03 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -3.064e-03 1.080e-03 -2.718e-03 -64.4724 -1.844e-02 8.653e-09 0.3461 -1.590e-02 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -5.520e-03 2.336e-03 -5.519e-03 -64.4724 -7.164e-02 5.776e-08 1.4129 -7.140e-02 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.123e-02 5.256e-03 -1.123e-02 -64.4724 -0.2648 7.241e-07 6.9371 -0.2658 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -2.385e-02 1.172e-02 -2.011e-02 -64.4724 -0.2723 8.988e-07 7.9535 -0.2785 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2697 0.2252 -0.2697 -64.4724 -0.2717 -6.204e-08 8.3806 -0.2717 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2633 0.2389 -0.2633 -64.4724 -0.2678 -6.621e-08 8.9013 -0.2678 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2547 0.2505 -0.2547 -64.4724 -0.2614 -6.851e-08 9.3492 -0.2614 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2447 0.2607 -0.2447 -64.4724 -0.2533 -6.982e-08 9.7458 -0.2533 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2336 0.2699 -0.2336 -64.4724 -0.2440 -7.057e-08 10.1041 -0.2440 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2211 0.2786 -0.2221 -64.4724 -0.2332 -7.095e-08 10.4471 -0.2342 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.2086 0.2863 -0.2095 -64.4724 -0.2221 -7.112e-08 10.7483 -0.2230 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1961 0.2932 -0.1961 -64.4724 -0.2108 -7.122e-08 11.0200 -0.2108 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1821 0.3002 -0.1827 -64.4724 -0.1981 -7.109e-08 11.2953 -0.1988 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1682 0.3066 -0.1688 -64.4724 -0.1854 -7.096e-08 11.5462 -0.1860 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1540 0.3127 -0.1545 -64.4724 -0.1722 -7.077e-08 11.7846 -0.1728 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1394 0.3184 -0.1399 -64.4724 -0.1587 -7.055e-08 12.0120 -0.1592 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1250 0.3238 -0.1250 -64.4724 -0.1452 -7.036e-08 12.2245 -0.1452 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -0.1096 0.3292 -0.1100 -64.4724 -0.1307 -7.004e-08 12.4383 -0.1312 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -9.437e-02 0.3343 -9.478e-02 -64.4724 -0.1164 -6.975e-08 12.6391 -0.1168 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -7.895e-02 0.3393 -7.933e-02 -64.4724 -0.1017 -6.946e-08 12.8327 -0.1021 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -6.335e-02 0.3440 -6.371e-02 -64.4724 -8.693e-02 -6.916e-08 13.0197 -8.731e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -4.760e-02 0.3486 -4.794e-02 -64.4724 -7.192e-02 -6.886e-08 13.2006 -7.228e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -3.170e-02 0.3531 -3.202e-02 -64.4724 -5.673e-02 -6.855e-08 13.3760 -5.707e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 -1.567e-02 0.3574 -1.597e-02 -64.4724 -4.138e-02 -6.824e-08 13.5461 -4.171e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 4.913e-04 0.3616 1.971e-04 -64.4724 -2.588e-02 -6.794e-08 13.7115 -2.619e-02 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 1.677e-02 0.3657 1.648e-02 -64.4724 -1.024e-02 -6.763e-08 13.8725 -1.054e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 3.315e-02 0.3696 3.288e-02 -64.4724 5.532e-03 -6.733e-08 14.0292 5.248e-03 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 4.963e-02 0.3735 4.937e-02 -64.4724 2.143e-02 -6.702e-08 14.1821 2.115e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 6.621e-02 0.3773 6.596e-02 -64.4724 3.744e-02 -6.672e-08 14.3312 3.717e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 8.287e-02 0.3810 8.263e-02 -64.4724 5.355e-02 -6.643e-08 14.4770 5.330e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 9.962e-02 0.3846 9.939e-02 -64.4724 6.977e-02 -6.613e-08 14.6195 6.953e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1165 0.3882 0.1162 -64.4724 8.608e-02 -6.584e-08 14.7589 8.585e-02 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1334 0.3917 0.1331 -64.4724 0.1025 -6.556e-08 14.8954 0.1023 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1502 0.3950 0.1502 -64.4724 0.1188 -6.530e-08 15.0277 0.1188 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1674 0.3984 0.1672 -64.4724 0.1355 -6.500e-08 15.1602 0.1353 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1845 0.4017 0.1843 -64.4724 0.1522 -6.472e-08 15.2888 0.1520 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.2017 0.4049 0.2015 -64.4724 0.1689 -6.445e-08 15.4150 0.1687 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.2187 0.4080 0.2187 -64.4724 0.1855 -6.420e-08 15.5378 0.1855 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.2187 0.4080 0.2187 -64.4724 0.1855 -6.420e-08 15.5378 0.1855 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.2016 0.4049 0.2015 -64.4724 0.1689 -6.445e-08 15.4149 0.1687 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1845 0.4017 0.1843 -64.4724 0.1522 -6.472e-08 15.2887 0.1520 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1674 0.3984 0.1672 -64.4724 0.1355 -6.500e-08 15.1601 0.1353 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1503 0.3951 0.1501 -64.4724 0.1190 -6.528e-08 15.0290 0.1188 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1332 0.3916 0.1332 -64.4724 0.1023 -6.558e-08 14.8938 0.1023 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 0.1164 0.3882 0.1162 -64.4724 8.607e-02 -6.585e-08 14.7588 8.585e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 5e-07 2.651e+16 -64.4724 9.961e-02 0.3846 9.940e-02 -64.4724 6.975e-02 -6.614e-08 14.6193 6.953e-02 5.0000e-02 2.586e-02
