vd vg vs vb l alpha1_p alpha11_p t_fe ni in1aux vfed qid vn2aux in2aux vfes ids qmis vn1aux sweepvar vtm
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1358 0.2751 -0.1369 -64.4724 -0.1444 -9.072e-08 10.2153 -0.1454 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1265 0.2850 -0.1265 -64.4724 -0.1367 -9.293e-08 10.5973 -0.1367 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1155 0.2951 -0.1163 -64.4724 -0.1274 -9.493e-08 10.9859 -0.1282 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1043 0.3041 -0.1050 -64.4724 -0.1177 -9.624e-08 11.3357 -0.1184 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -9.252e-02 0.3125 -9.316e-02 -64.4724 -0.1073 -9.719e-08 11.6661 -0.1080 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -8.063e-02 0.3203 -8.063e-02 -64.4724 -9.674e-02 -9.788e-08 11.9705 -9.674e-02 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -6.795e-02 0.3280 -6.795e-02 -64.4724 -8.532e-02 -9.836e-08 12.2698 -8.532e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.458e-02 0.3354 -5.508e-02 -64.4724 -7.316e-02 -9.863e-08 12.5625 -7.368e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -4.122e-02 0.3424 -4.169e-02 -64.4724 -6.093e-02 -9.879e-08 12.8353 -6.141e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -2.757e-02 0.3491 -2.801e-02 -64.4724 -4.835e-02 -9.885e-08 13.0972 -4.880e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -1.366e-02 0.3555 -1.407e-02 -64.4724 -3.545e-02 -9.883e-08 13.3493 -3.587e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 4.954e-04 0.3617 1.110e-04 -64.4724 -2.227e-02 -9.874e-08 13.5923 -2.267e-02 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 1.487e-02 0.3676 1.450e-02 -64.4724 -8.819e-03 -9.860e-08 13.8272 -9.199e-03 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 2.944e-02 0.3734 2.909e-02 -64.4724 4.868e-03 -9.841e-08 14.0544 4.507e-03 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 4.396e-02 0.3789 4.396e-02 -64.4724 1.854e-02 -9.823e-08 14.2709 1.854e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 5.912e-02 0.3844 5.881e-02 -64.4724 3.289e-02 -9.793e-08 14.4882 3.256e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 7.398e-02 0.3896 7.398e-02 -64.4724 4.697e-02 -9.770e-08 14.6927 4.697e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 8.944e-02 0.3948 8.915e-02 -64.4724 6.167e-02 -9.736e-08 14.8978 6.137e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1048 0.3998 0.1045 -64.4724 7.631e-02 -9.704e-08 15.0945 7.602e-02 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1203 0.4047 0.1200 -64.4724 9.111e-02 -9.672e-08 15.2862 9.083e-02 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1359 0.4094 0.1357 -64.4724 0.1061 -9.638e-08 15.4733 0.1058 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1515 0.4140 0.1515 -64.4724 0.1209 -9.607e-08 15.6537 0.1209 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1675 0.4186 0.1673 -64.4724 0.1363 -9.569e-08 15.8345 0.1361 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1833 0.4230 0.1833 -64.4724 0.1515 -9.536e-08 16.0071 0.1515 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1993 0.4273 0.1993 -64.4724 0.1669 -9.500e-08 16.1781 0.1669 5.0000e-02 2.586e-02
0.05 1.0 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1993 0.4273 0.1993 -64.4724 0.1669 -9.500e-08 16.1781 0.1669 5.0000e-02 2.586e-02
0.05 0.979591836735 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1834 0.4230 0.1832 -64.4724 0.1516 -9.533e-08 16.0090 0.1514 5.0000e-02 2.586e-02
0.05 0.959183673469 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1675 0.4186 0.1673 -64.4724 0.1363 -9.569e-08 15.8343 0.1361 5.0000e-02 2.586e-02
0.05 0.938775510204 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1515 0.4140 0.1515 -64.4724 0.1209 -9.607e-08 15.6537 0.1209 5.0000e-02 2.586e-02
0.05 0.918367346939 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1359 0.4094 0.1357 -64.4724 0.1060 -9.638e-08 15.4731 0.1058 5.0000e-02 2.586e-02
0.05 0.897959183673 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1203 0.4047 0.1200 -64.4724 9.109e-02 -9.672e-08 15.2860 9.084e-02 5.0000e-02 2.586e-02
0.05 0.877551020408 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 0.1048 0.3998 0.1045 -64.4724 7.630e-02 -9.705e-08 15.0943 7.603e-02 5.0000e-02 2.586e-02
0.05 0.857142857143 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 8.942e-02 0.3948 8.916e-02 -64.4724 6.165e-02 -9.736e-08 14.8975 6.138e-02 5.0000e-02 2.586e-02
0.05 0.836734693878 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 7.398e-02 0.3896 7.398e-02 -64.4724 4.697e-02 -9.770e-08 14.6927 4.697e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 5.910e-02 0.3844 5.882e-02 -64.4724 3.287e-02 -9.794e-08 14.4879 3.257e-02 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 4.417e-02 0.3790 4.388e-02 -64.4724 1.875e-02 -9.819e-08 14.2742 1.844e-02 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 2.941e-02 0.3734 2.910e-02 -64.4724 4.843e-03 -9.842e-08 14.0540 4.519e-03 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 1.484e-02 0.3676 1.451e-02 -64.4724 -8.846e-03 -9.860e-08 13.8267 -9.185e-03 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 4.653e-04 0.3616 1.240e-04 -64.4724 -2.230e-02 -9.875e-08 13.5918 -2.265e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -1.369e-02 0.3555 -1.405e-02 -64.4724 -3.548e-02 -9.884e-08 13.3487 -3.586e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -2.761e-02 0.3490 -2.799e-02 -64.4724 -4.838e-02 -9.886e-08 13.0965 -4.878e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -4.126e-02 0.3424 -4.167e-02 -64.4724 -6.097e-02 -9.879e-08 12.8345 -6.138e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.463e-02 0.3354 -5.505e-02 -64.4724 -7.321e-02 -9.863e-08 12.5615 -7.365e-02 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -6.766e-02 0.3282 -6.812e-02 -64.4724 -8.505e-02 -9.832e-08 12.2765 -8.552e-02 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -8.033e-02 0.3205 -8.082e-02 -64.4724 -9.647e-02 -9.785e-08 11.9780 -9.697e-02 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -9.290e-02 0.3123 -9.290e-02 -64.4724 -0.1077 -9.718e-08 11.6559 -0.1077 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1044 0.3040 -0.1049 -64.4724 -0.1177 -9.620e-08 11.3336 -0.1183 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1159 0.2947 -0.1159 -64.4724 -0.1278 -9.482e-08 10.9721 -0.1278 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1262 0.2854 -0.1269 -64.4724 -0.1364 -9.303e-08 10.6103 -0.1371 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1363 0.2746 -0.1363 -64.4724 -0.1448 -9.032e-08 10.1955 -0.1448 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1452 0.2632 -0.1452 -64.4724 -0.1518 -8.669e-08 9.7615 -0.1518 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1524 0.2512 -0.1534 -64.4724 -0.1572 -8.216e-08 9.3108 -0.1582 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1588 0.2365 -0.1588 -64.4724 -0.1615 -7.404e-08 8.7665 -0.1615 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1626 0.2203 -0.1626 -64.4724 -0.1634 -6.268e-08 8.1828 -0.1634 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1631 0.2009 -0.1631 -64.4724 -0.1623 -4.421e-08 7.5169 -0.1623 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1578 0.1761 -0.1578 -64.4724 -0.1572 -1.115e-08 6.7389 -0.1572 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -0.1445 0.1474 -0.1481 -64.4724 -0.1475 3.037e-08 5.9026 -0.1495 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -7.416e-02 6.486e-02 -7.465e-02 -64.4724 -0.1259 2.305e-07 4.6483 -0.1259 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -2.134e-02 1.775e-02 -1.719e-02 -64.4724 -9.458e-02 1.915e-07 3.2822 -9.459e-02 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -9.547e-03 7.656e-03 -3.919e-03 -64.4724 -5.956e-02 9.063e-08 1.9855 -5.926e-02 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.447e-03 4.157e-03 -3.279e-03 -64.4724 -3.146e-02 3.405e-08 1.0238 -2.869e-02 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -3.029e-03 2.095e-03 -1.998e-03 -64.4724 -1.666e-02 1.422e-08 0.5310 -1.371e-02 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -1.779e-03 1.029e-03 -1.270e-03 -64.4724 -8.761e-03 6.288e-09 0.2700 -6.490e-03 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -1.153e-03 4.958e-04 -8.991e-04 -64.4724 -4.601e-03 2.844e-09 0.1328 -3.101e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -8.472e-04 2.350e-04 -7.211e-04 -64.4724 -2.498e-03 1.298e-09 6.349e-02 -1.638e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -7.006e-04 1.100e-04 -6.390e-04 -64.4724 -1.472e-03 5.925e-10 2.969e-02 -1.030e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -6.314e-04 5.104e-05 -6.018e-04 -64.4724 -9.870e-04 2.698e-10 1.369e-02 -7.731e-04 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.991e-04 2.352e-05 -5.851e-04 -64.4724 -7.616e-04 1.226e-10 6.266e-03 -6.616e-04 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.841e-04 1.079e-05 -5.776e-04 -64.4724 -6.581e-04 5.570e-11 2.856e-03 -6.121e-04 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.773e-04 4.935e-06 -5.773e-04 -64.4724 -6.110e-04 2.532e-11 1.301e-03 -6.110e-04 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.741e-04 2.252e-06 -5.741e-04 -64.4724 -5.894e-04 1.149e-11 5.910e-04 -5.894e-04 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.727e-04 1.026e-06 -5.727e-04 -64.4724 -5.796e-04 5.216e-12 2.685e-04 -5.796e-04 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.720e-04 4.671e-07 -5.717e-04 -64.4724 -5.752e-04 2.368e-12 1.220e-04 -5.732e-04 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.717e-04 2.125e-07 -5.717e-04 -64.4724 -5.732e-04 1.076e-12 5.542e-05 -5.732e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 3e-07 2.651e+16 -64.4724 -5.716e-04 9.662e-08 -5.716e-04 -64.4724 -5.723e-04 4.886e-13 2.518e-05 -5.722e-04 5.0000e-02 2.586e-02
0.05 0.0 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.621e-04 9.733e-08 -7.621e-04 -64.4724 -7.630e-04 4.922e-13 2.536e-05 -7.630e-04 5.0000e-02 2.586e-02
0.05 0.0204081632653 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.623e-04 2.141e-07 -7.623e-04 -64.4724 -7.642e-04 1.084e-12 5.583e-05 -7.642e-04 5.0000e-02 2.586e-02
0.05 0.0408163265306 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.627e-04 4.705e-07 -7.627e-04 -64.4724 -7.670e-04 2.386e-12 1.229e-04 -7.670e-04 5.0000e-02 2.586e-02
0.05 0.0612244897959 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.636e-04 1.034e-06 -7.636e-04 -64.4724 -7.729e-04 5.255e-12 2.705e-04 -7.729e-04 5.0000e-02 2.586e-02
0.05 0.0816326530612 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.655e-04 2.269e-06 -7.655e-04 -64.4724 -7.861e-04 1.158e-11 5.955e-04 -7.861e-04 5.0000e-02 2.586e-02
0.05 0.102040816327 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.698e-04 4.972e-06 -7.698e-04 -64.4724 -8.150e-04 2.552e-11 1.311e-03 -8.150e-04 5.0000e-02 2.586e-02
0.05 0.122448979592 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.790e-04 1.087e-05 -7.790e-04 -64.4724 -8.787e-04 5.630e-11 2.886e-03 -8.787e-04 5.0000e-02 2.586e-02
0.05 0.142857142857 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.991e-04 2.372e-05 -7.991e-04 -64.4724 -1.019e-03 1.245e-10 6.353e-03 -1.019e-03 5.0000e-02 2.586e-02
0.05 0.163265306122 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.426e-04 5.151e-05 -8.426e-04 -64.4724 -1.328e-03 2.761e-10 1.398e-02 -1.328e-03 5.0000e-02 2.586e-02
0.05 0.183673469388 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -9.358e-04 1.111e-04 -9.048e-04 -64.4724 -1.997e-03 6.111e-10 3.052e-02 -1.774e-03 5.0000e-02 2.586e-02
0.05 0.204081632653 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.135e-03 2.386e-04 -1.135e-03 -64.4724 -3.504e-03 1.401e-09 6.779e-02 -3.504e-03 5.0000e-02 2.586e-02
0.05 0.224489795918 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.552e-03 5.049e-04 -1.418e-03 -64.4724 -6.593e-03 3.140e-09 0.1442 -5.669e-03 5.0000e-02 2.586e-02
0.05 0.244897959184 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -2.435e-03 1.070e-03 -2.435e-03 -64.4724 -1.413e-02 8.158e-09 0.3307 -1.411e-02 5.0000e-02 2.586e-02
0.05 0.265306122449 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -4.218e-03 2.210e-03 -3.680e-03 -64.4724 -2.771e-02 1.955e-08 0.6679 -2.485e-02 5.0000e-02 2.586e-02
0.05 0.285714285714 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.308e-03 4.825e-03 -8.301e-03 -64.4724 -7.639e-02 8.814e-08 1.9058 -7.588e-02 5.0000e-02 2.586e-02
0.05 0.30612244898 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.652e-02 1.009e-02 -1.423e-02 -64.4724 -0.1641 3.473e-07 4.5134 -0.1618 5.0000e-02 2.586e-02
0.05 0.326530612245 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2034 0.1628 -0.2052 -64.4724 -0.2033 -1.808e-09 6.2846 -0.2033 5.0000e-02 2.586e-02
0.05 0.34693877551 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2161 0.1929 -0.2161 -64.4724 -0.2147 -3.720e-08 7.2439 -0.2147 5.0000e-02 2.586e-02
0.05 0.367346938776 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2176 0.2142 -0.2176 -64.4724 -0.2179 -5.721e-08 7.9723 -0.2179 5.0000e-02 2.586e-02
0.05 0.387755102041 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2141 0.2307 -0.2141 -64.4724 -0.2166 -6.707e-08 8.5721 -0.2166 5.0000e-02 2.586e-02
0.05 0.408163265306 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.2077 0.2444 -0.2077 -64.4724 -0.2124 -7.260e-08 9.0871 -0.2124 5.0000e-02 2.586e-02
0.05 0.428571428571 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1988 0.2571 -0.2002 -64.4724 -0.2057 -7.660e-08 9.5715 -0.2071 5.0000e-02 2.586e-02
0.05 0.448979591837 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1893 0.2676 -0.1905 -64.4724 -0.1981 -7.851e-08 9.9754 -0.1992 5.0000e-02 2.586e-02
0.05 0.469387755102 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1793 0.2767 -0.1793 -64.4724 -0.1897 -7.974e-08 10.3289 -0.1897 5.0000e-02 2.586e-02
0.05 0.489795918367 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1674 0.2860 -0.1683 -64.4724 -0.1795 -8.073e-08 10.6902 -0.1804 5.0000e-02 2.586e-02
0.05 0.510204081633 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1554 0.2942 -0.1562 -64.4724 -0.1690 -8.132e-08 11.0112 -0.1698 5.0000e-02 2.586e-02
0.05 0.530612244898 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1429 0.3019 -0.1436 -64.4724 -0.1578 -8.169e-08 11.3128 -0.1585 5.0000e-02 2.586e-02
0.05 0.551020408163 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1299 0.3091 -0.1305 -64.4724 -0.1461 -8.189e-08 11.5978 -0.1467 5.0000e-02 2.586e-02
0.05 0.571428571429 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1169 0.3158 -0.1169 -64.4724 -0.1342 -8.202e-08 11.8605 -0.1342 5.0000e-02 2.586e-02
0.05 0.591836734694 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -0.1028 0.3226 -0.1033 -64.4724 -0.1213 -8.195e-08 12.1255 -0.1218 5.0000e-02 2.586e-02
0.05 0.612244897959 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -8.871e-02 0.3288 -8.919e-02 -64.4724 -0.1083 -8.186e-08 12.3715 -0.1088 5.0000e-02 2.586e-02
0.05 0.632653061224 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -7.438e-02 0.3348 -7.483e-02 -64.4724 -9.495e-02 -8.172e-08 12.6073 -9.542e-02 5.0000e-02 2.586e-02
0.05 0.65306122449 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -5.981e-02 0.3406 -6.023e-02 -64.4724 -8.133e-02 -8.153e-08 12.8338 -8.177e-02 5.0000e-02 2.586e-02
0.05 0.673469387755 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -4.502e-02 0.3461 -4.541e-02 -64.4724 -6.745e-02 -8.131e-08 13.0519 -6.786e-02 5.0000e-02 2.586e-02
0.05 0.69387755102 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -3.002e-02 0.3514 -3.040e-02 -64.4724 -5.331e-02 -8.107e-08 13.2624 -5.370e-02 5.0000e-02 2.586e-02
0.05 0.714285714286 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 -1.485e-02 0.3566 -1.520e-02 -64.4724 -3.896e-02 -8.080e-08 13.4659 -3.933e-02 5.0000e-02 2.586e-02
0.05 0.734693877551 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 4.981e-04 0.3616 1.633e-04 -64.4724 -2.440e-02 -8.052e-08 13.6629 -2.475e-02 5.0000e-02 2.586e-02
0.05 0.755102040816 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 1.600e-02 0.3665 1.568e-02 -64.4724 -9.655e-03 -8.022e-08 13.8539 -9.989e-03 5.0000e-02 2.586e-02
0.05 0.775510204082 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 3.164e-02 0.3712 3.134e-02 -64.4724 5.266e-03 -7.992e-08 14.0395 4.946e-03 5.0000e-02 2.586e-02
0.05 0.795918367347 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 4.742e-02 0.3757 4.713e-02 -64.4724 2.035e-02 -7.961e-08 14.2198 2.004e-02 5.0000e-02 2.586e-02
0.05 0.816326530612 0 0 1e-06 -84927000.0 611660000000.0 4e-07 2.651e+16 -64.4724 6.311e-02 0.3801 6.311e-02 -64.4724 3.536e-02 -7.933e-08 14.3929 3.536e-02 5.0000e-02 2.586e-02
