vd vg vs vb l alpha1_p alpha11_p t_fe idsperum vfed qmfe2 vgn1 qmfe1 qms vfes ids qmsguessd vgn2 qmsguesss qgi sweepvar qm qmd vgs
-0.05 0.0 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.094e-11 0. -3.5030 13.1452 -6.0673 -1.390e-06 0. -1.927e-12 -2.889e-07 8.1901 -1.390e-06 -2.171e-23 -5.0000e-02 -3.032e-07 -2.889e-07 -9.199e-07
-0.05 -0.00707070707071 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.624e-11 0. -3.5030 13.1454 -6.0673 -1.742e-06 0. -2.415e-12 -3.619e-07 8.1903 -1.742e-06 -2.243e-23 -5.0000e-02 -3.799e-07 -3.619e-07 7.070e-03
-0.05 -0.0141414141414 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.287e-11 0. -3.5030 13.1453 -6.0673 -2.181e-06 0. -3.024e-12 -4.532e-07 8.1902 -2.181e-06 -2.328e-23 -5.0000e-02 -4.758e-07 -4.532e-07 1.412e-02
-0.05 -0.0212121212121 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.121e-11 0. -3.5030 13.1452 -6.0673 -2.735e-06 0. -3.791e-12 -5.683e-07 8.1901 -2.735e-06 -2.430e-23 -5.0000e-02 -5.966e-07 -5.683e-07 2.121e-02
-0.05 -0.0282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.163e-11 0. -3.5030 13.1452 -6.0673 -3.427e-06 0. -4.750e-12 -7.122e-07 8.1901 -3.427e-06 -2.553e-23 -5.0000e-02 -7.476e-07 -7.122e-07 2.828e-02
-0.05 -0.0353535353535 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.467e-11 0. -3.5030 13.1451 -6.0673 -4.292e-06 0. -5.950e-12 -8.921e-07 8.1900 -4.292e-06 -2.701e-23 -5.0000e-02 -9.365e-07 -8.921e-07 3.534e-02
-0.05 -0.0424242424242 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.107e-11 0. -3.5030 13.1451 -6.0673 -5.380e-06 0. -7.458e-12 -1.118e-06 8.1901 -5.381e-06 -2.883e-23 -5.0000e-02 -1.174e-06 -1.118e-06 4.242e-02
-0.05 -0.0494949494949 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.016e-10 0. -3.5030 13.1451 -6.0673 -6.742e-06 0. -9.346e-12 -1.401e-06 8.1901 -6.742e-06 -3.106e-23 -5.0000e-02 -1.471e-06 -1.401e-06 4.949e-02
-0.05 -0.0565656565657 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.273e-10 0. -3.5030 13.1451 -6.0673 -8.450e-06 0. -1.171e-11 -1.756e-06 8.1901 -8.450e-06 -3.381e-23 -5.0000e-02 -1.843e-06 -1.756e-06 5.657e-02
-0.05 -0.0636363636364 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.595e-10 0. -3.5030 13.1450 -6.0673 -1.059e-05 0. -1.468e-11 -2.201e-06 8.1899 -1.059e-05 -3.720e-23 -5.0000e-02 -2.310e-06 -2.201e-06 6.364e-02
-0.05 -0.0707070707071 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.999e-10 0. -3.5030 13.1451 -6.0673 -1.327e-05 0. -1.839e-11 -2.758e-06 8.1901 -1.327e-05 -4.141e-23 -5.0000e-02 -2.895e-06 -2.758e-06 7.071e-02
-0.05 -0.0777777777778 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.503e-10 0. -3.5030 13.1449 -6.0673 -1.661e-05 0. -2.303e-11 -3.454e-06 8.1898 -1.661e-05 -4.661e-23 -5.0000e-02 -3.625e-06 -3.454e-06 7.775e-02
-0.05 -0.0848484848485 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.139e-10 0. -3.5030 13.1451 -6.0673 -2.083e-05 0. -2.888e-11 -4.330e-06 8.1901 -2.083e-05 -5.313e-23 -5.0000e-02 -4.545e-06 -4.330e-06 8.485e-02
-0.05 -0.0919191919192 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.934e-10 0. -3.5030 13.1451 -6.0673 -2.611e-05 0. -3.619e-11 -5.427e-06 8.1900 -2.611e-05 -6.124e-23 -5.0000e-02 -5.697e-06 -5.427e-06 9.192e-02
-0.05 -0.0989898989899 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.925e-10 0. -3.5030 13.1445 -6.0673 -3.269e-05 0. -4.531e-11 -6.800e-06 8.1894 -3.270e-05 -7.131e-23 -5.0000e-02 -7.138e-06 -6.800e-06 9.897e-02
-0.05 -0.106060606061 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.175e-10 0. -3.5030 13.1453 -6.0673 -4.098e-05 0. -5.681e-11 -8.517e-06 8.1902 -4.099e-05 -8.393e-23 -5.0000e-02 -8.940e-06 -8.517e-06 0.1061
-0.05 -0.113131313131 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.738e-10 0. -3.5030 13.1451 -6.0673 -5.135e-05 0. -7.119e-11 -1.068e-05 8.1901 -5.136e-05 -9.969e-23 -5.0000e-02 -1.121e-05 -1.067e-05 0.1131
-0.05 -0.120202020202 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.685e-10 0. -3.5030 13.1451 -6.0673 -6.426e-05 0. -8.910e-11 -1.336e-05 8.1900 -6.429e-05 -1.193e-22 -5.0000e-02 -1.403e-05 -1.336e-05 0.1202
-0.05 -0.127272727273 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.215e-09 0. -3.5030 13.1452 -6.0673 -8.061e-05 0. -1.118e-10 -1.676e-05 8.1901 -8.065e-05 -1.440e-22 -5.0000e-02 -1.759e-05 -1.676e-05 0.1273
-0.05 -0.134343434343 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.521e-09 0. -3.5030 13.1454 -6.0673 -1.009e-04 0. -1.400e-10 -2.099e-05 8.1903 -1.010e-04 -1.747e-22 -5.0000e-02 -2.203e-05 -2.098e-05 0.1343
-0.05 -0.141414141414 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.908e-09 0. -3.5030 13.1460 -6.0673 -1.266e-04 0. -1.755e-10 -2.630e-05 8.1910 -1.267e-04 -2.134e-22 -5.0000e-02 -2.760e-05 -2.630e-05 0.1414
-0.05 -0.148484848485 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.390e-09 0. -3.5030 13.1452 -6.0673 -1.585e-04 0. -2.199e-10 -3.298e-05 8.1901 -1.587e-04 -2.617e-22 -5.0000e-02 -3.461e-05 -3.298e-05 0.1485
-0.05 -0.155555555556 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.994e-09 0. -3.5030 13.1451 -6.0673 -1.986e-04 0. -2.755e-10 -4.133e-05 8.1901 -1.989e-04 -3.221e-22 -5.0000e-02 -4.337e-05 -4.132e-05 0.1556
-0.05 -0.162626262626 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.750e-09 0. -3.5030 13.1444 -6.0673 -2.487e-04 0. -3.450e-10 -5.182e-05 8.1894 -2.491e-04 -3.977e-22 -5.0000e-02 -5.437e-05 -5.180e-05 0.1626
-0.05 -0.169696969697 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.700e-09 0. -3.5030 13.1452 -6.0673 -3.116e-04 0. -4.324e-10 -6.490e-05 8.1901 -3.122e-04 -4.924e-22 -5.0000e-02 -6.809e-05 -6.487e-05 0.1697
-0.05 -0.176767676768 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.886e-09 0. -3.5030 13.1450 -6.0673 -3.902e-04 0. -5.415e-10 -8.132e-05 8.1900 -3.911e-04 -6.108e-22 -5.0000e-02 -8.531e-05 -8.128e-05 0.1768
-0.05 -0.183838383838 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.373e-09 0. -3.5030 13.1452 -6.0673 -4.886e-04 0. -6.783e-10 -1.019e-04 8.1902 -4.901e-04 -7.590e-22 -5.0000e-02 -1.069e-04 -1.018e-04 0.1838
-0.05 -0.190909090909 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.236e-09 0. -3.5030 13.1452 -6.0673 -6.119e-04 0. -8.497e-10 -1.277e-04 8.1901 -6.141e-04 -9.447e-22 -5.0000e-02 -1.339e-04 -1.276e-04 0.1909
-0.05 -0.19797979798 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.157e-08 0. -3.5030 13.1451 -6.0673 -7.660e-04 0. -1.064e-09 -1.600e-04 8.1901 -7.695e-04 -1.177e-21 -5.0000e-02 -1.678e-04 -1.598e-04 0.1980
-0.05 -0.205050505051 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.449e-08 0. -3.5030 13.1461 -6.0673 -9.588e-04 0. -1.333e-09 -2.004e-04 8.1910 -9.643e-04 -1.467e-21 -5.0000e-02 -2.100e-04 -2.001e-04 0.2051
-0.05 -0.212121212121 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.813e-08 0. -3.5030 13.1453 -6.0673 -1.199e-03 0. -1.668e-09 -2.511e-04 8.1902 -1.207e-03 -1.829e-21 -5.0000e-02 -2.631e-04 -2.508e-04 0.2121
-0.05 -0.219191919192 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.269e-08 0. -3.5030 13.1452 -6.0673 -1.500e-03 0. -2.088e-09 -3.148e-04 8.1901 -1.513e-03 -2.283e-21 -5.0000e-02 -3.296e-04 -3.142e-04 0.2192
-0.05 -0.226262626263 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.837e-08 0. -3.5030 13.1446 -6.0673 -1.874e-03 0. -2.610e-09 -3.945e-04 8.1895 -1.894e-03 -2.848e-21 -5.0000e-02 -4.128e-04 -3.935e-04 0.2262
-0.05 -0.233333333333 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.551e-08 0. -3.5030 13.1452 -6.0673 -2.342e-03 0. -3.267e-09 -4.941e-04 8.1901 -2.374e-03 -3.555e-21 -5.0000e-02 -5.168e-04 -4.927e-04 0.2333
-0.05 -0.240404040404 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.440e-08 0. -3.5030 13.1460 -6.0673 -2.924e-03 0. -4.085e-09 -6.185e-04 8.1910 -2.972e-03 -4.433e-21 -5.0000e-02 -6.464e-04 -6.163e-04 0.2404
-0.05 -0.247474747475 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.547e-08 0. -3.5030 13.1451 -6.0673 -3.647e-03 0. -5.103e-09 -7.756e-04 8.1901 -3.722e-03 -5.529e-21 -5.0000e-02 -8.096e-04 -7.721e-04 0.2475
-0.05 -0.254545454545 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.931e-08 0. -3.5030 13.1451 -6.0673 -4.548e-03 0. -6.377e-09 -9.722e-04 8.1901 -4.661e-03 -6.894e-21 -5.0000e-02 -1.013e-03 -9.666e-04 0.2546
-0.05 -0.261616161616 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.613e-08 0. -3.5030 13.1451 -6.0673 -5.638e-03 0. -7.924e-09 -1.213e-03 8.1901 -5.809e-03 -8.549e-21 -5.0000e-02 -1.262e-03 -1.204e-03 0.2615
-0.05 -0.268686868687 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.079e-07 0. -3.5030 13.1445 -6.0673 -7.042e-03 0. -9.926e-09 -1.527e-03 8.1895 -7.303e-03 -1.069e-20 -5.0000e-02 -1.586e-03 -1.514e-03 0.2687
-0.05 -0.275757575758 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.343e-07 0. -3.5030 13.1465 -6.0673 -8.733e-03 0. -1.236e-08 -1.907e-03 8.1914 -9.125e-03 -1.326e-20 -5.0000e-02 -1.976e-03 -1.886e-03 0.2757
-0.05 -0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.673e-07 0. -3.5030 13.1455 -6.0673 -1.084e-02 0. -1.539e-08 -2.394e-03 8.1904 -1.142e-02 -1.648e-20 -5.0000e-02 -2.472e-03 -2.362e-03 0.2828
-0.05 -0.289898989899 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.078e-07 0. -3.5030 13.1455 -6.0673 -1.340e-02 0. -1.912e-08 -2.996e-03 8.1905 -1.427e-02 -2.041e-20 -5.0000e-02 -3.083e-03 -2.947e-03 0.2899
-0.05 -0.29696969697 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.579e-07 0. -3.5030 13.1456 -6.0673 -1.653e-02 0. -2.372e-08 -3.752e-03 8.1905 -1.782e-02 -2.524e-20 -5.0000e-02 -3.844e-03 -3.676e-03 0.2970
-0.05 -0.30404040404 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.195e-07 0. -3.5030 13.1457 -6.0673 -2.035e-02 0. -2.940e-08 -4.698e-03 8.1906 -2.224e-02 -3.116e-20 -5.0000e-02 -4.789e-03 -4.583e-03 0.3041
-0.05 -0.311111111111 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.948e-07 0. -3.5030 13.1457 -6.0673 -2.496e-02 0. -3.632e-08 -5.878e-03 8.1906 -2.772e-02 -3.834e-20 -5.0000e-02 -5.955e-03 -5.703e-03 0.3111
-0.05 -0.318181818182 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.875e-07 0. -3.5030 13.1475 -6.0673 -3.055e-02 0. -4.485e-08 -7.348e-03 8.1925 -3.453e-02 -4.708e-20 -5.0000e-02 -7.390e-03 -7.084e-03 0.3182
-0.05 -0.325252525253 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.992e-07 0. -3.5030 13.1459 -6.0673 -3.720e-02 0. -5.513e-08 -9.201e-03 8.1909 -4.290e-02 -5.760e-20 -5.0000e-02 -9.174e-03 -8.804e-03 0.3253
-0.05 -0.332323232323 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.352e-07 0. -3.5030 13.1464 -6.0673 -4.514e-02 0. -6.764e-08 -1.150e-02 8.1914 -5.323e-02 -7.025e-20 -5.0000e-02 -1.135e-02 -1.091e-02 0.3323
-0.05 -0.339393939394 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.977e-07 0. -3.5030 13.1499 -6.0673 -5.441e-02 0. -8.258e-08 -1.429e-02 8.1948 -6.572e-02 -8.509e-20 -5.0000e-02 -1.395e-02 -1.341e-02 0.3393
-0.05 -0.346464646465 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.094e-06 0. -3.5030 13.1467 -6.0673 -6.550e-02 0. -1.007e-07 -1.793e-02 8.1917 -8.124e-02 -1.032e-19 -5.0000e-02 -1.727e-02 -1.663e-02 0.3465
-0.05 -0.353535353535 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.328e-06 0. -3.5030 13.1469 -6.0673 -7.833e-02 0. -1.222e-07 -2.238e-02 8.1919 -9.995e-02 -1.243e-19 -5.0000e-02 -2.122e-02 -2.047e-02 0.3535
-0.05 -0.360606060606 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.605e-06 0. -3.5030 13.1472 -6.0673 -9.312e-02 0. -1.476e-07 -2.788e-02 8.1922 -0.1224 -1.489e-19 -5.0000e-02 -2.599e-02 -2.510e-02 0.3606
-0.05 -0.367676767677 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.930e-06 0. -3.5030 13.1476 -6.0673 -0.1101 0. -1.776e-07 -3.469e-02 8.1926 -0.1491 -1.775e-19 -5.0000e-02 -3.171e-02 -3.068e-02 0.3677
-0.05 -0.374747474747 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.311e-06 0. -3.5030 13.1500 -6.0673 -0.1293 0. -2.126e-07 -4.300e-02 8.1950 -0.1805 -2.103e-19 -5.0000e-02 -3.848e-02 -3.728e-02 0.3747
-0.05 -0.381818181818 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.751e-06 0. -3.5030 13.1483 -6.0673 -0.1511 0. -2.531e-07 -5.347e-02 8.1933 -0.2173 -2.483e-19 -5.0000e-02 -4.670e-02 -4.533e-02 0.3818
-0.05 -0.388888888889 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.258e-06 0. -3.5030 13.1489 -6.0673 -0.1753 0. -2.997e-07 -6.611e-02 8.1939 -0.2593 -2.912e-19 -5.0000e-02 -5.627e-02 -5.470e-02 0.3889
-0.05 -0.39595959596 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.831e-06 0. -3.5030 13.1481 -6.0673 -0.2019 0. -3.524e-07 -8.150e-02 8.1931 -0.3063 -3.392e-19 -5.0000e-02 -6.746e-02 -6.568e-02 0.3959
-0.05 -0.40303030303 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.494e-06 0. -3.5030 13.1499 -6.0673 -0.2318 0. -4.134e-07 -0.1002 8.1948 -0.3592 -3.937e-19 -5.0000e-02 -8.053e-02 -7.853e-02 0.4030
-0.05 -0.410101010101 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.229e-06 0. -3.5030 13.1499 -6.0673 -0.2640 0. -4.810e-07 -0.1227 8.1949 -0.4161 -4.536e-19 -5.0000e-02 -9.554e-02 -9.331e-02 0.4101
-0.05 -0.417171717172 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.060e-06 0. -3.5030 13.1531 -6.0673 -0.2992 0. -5.575e-07 -0.1491 8.1980 -0.4769 -5.199e-19 -5.0000e-02 -0.1126 -0.1101 0.4172
-0.05 -0.424242424242 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.970e-06 0. -3.5030 13.1515 -6.0673 -0.3370 0. -6.412e-07 -0.1809 8.1964 -0.5400 -5.929e-19 -5.0000e-02 -0.1323 -0.1296 0.4243
