vd vg vs vb l alpha1_p alpha11_p t_fe idsperum qms vfes ids sweepvar qm qmd
0.7 0.262626262626 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.508e-07 -1.129e-02 0. 2.307e-08 0.70000 5.681e-03 -1.181e-06
0.7 0.272727272727 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.556e-07 -1.583e-02 0. 3.272e-08 0.70000 7.971e-03 -1.669e-06
0.7 0.282828282828 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.022e-07 -2.204e-02 0. 4.620e-08 0.70000 1.111e-02 -2.345e-06
0.7 0.292929292929 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.056e-07 -3.042e-02 0. 6.491e-08 0.70000 1.538e-02 -3.269e-06
0.7 0.30303030303 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.855e-07 -4.158e-02 0. 9.067e-08 0.70000 2.108e-02 -4.512e-06
0.7 0.313131313131 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.367e-06 -5.616e-02 0. 1.257e-07 0.70000 2.859e-02 -6.153e-06
0.7 0.323232323232 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.880e-06 -7.486e-02 0. 1.729e-07 0.70000 3.832e-02 -8.269e-06
0.7 0.333333333333 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.561e-06 -9.837e-02 0. 2.356e-07 0.70000 5.067e-02 -1.093e-05
0.7 0.343434343434 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.453e-06 -0.1273 0. 3.177e-07 0.70000 6.607e-02 -1.418e-05
0.7 0.353535353535 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.603e-06 -0.1622 0. 4.235e-07 0.70000 8.488e-02 -1.803e-05
0.7 0.363636363636 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.063e-06 -0.2034 0. 5.578e-07 0.70000 0.1074 -2.247e-05
0.7 0.373737373737 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.889e-06 -0.2511 0. 7.258e-07 0.70000 0.1340 -2.742e-05
0.7 0.383838383838 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.014e-05 -0.3055 0. 9.326e-07 0.70000 0.1647 -3.279e-05
0.7 0.393939393939 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.286e-05 -0.3665 0. 1.183e-06 0.70000 0.1997 -3.846e-05
0.7 0.40404040404 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.612e-05 -0.4341 0. 1.483e-06 0.70000 0.2390 -4.432e-05
0.7 0.414141414141 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.997e-05 -0.5079 0. 1.837e-06 0.70000 0.2825 -5.025e-05
0.7 0.424242424242 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.445e-05 -0.5878 0. 2.250e-06 0.70000 0.3302 -5.617e-05
0.7 0.434343434343 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.961e-05 -0.6735 0. 2.724e-06 0.70000 0.3820 -6.200e-05
0.7 0.444444444444 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.549e-05 -0.7648 0. 3.265e-06 0.70000 0.4377 -6.773e-05
0.7 0.454545454545 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.211e-05 -0.8612 0. 3.874e-06 0.70000 0.4971 -7.335e-05
0.7 0.464646464646 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.951e-05 -0.9627 0. 4.555e-06 0.70000 0.5601 -7.887e-05
0.7 0.474747474747 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.771e-05 -1.0688 0. 5.309e-06 0.70000 0.6265 -8.436e-05
0.7 0.484848484848 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.672e-05 -1.1795 0. 6.139e-06 0.70000 0.6962 -8.986e-05
0.7 0.494949494949 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.657e-05 -1.2945 0. 7.045e-06 0.70000 0.7691 -9.546e-05
0.7 0.505050505051 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.727e-05 -1.4137 0. 8.029e-06 0.70000 0.8450 -1.012e-04
0.7 0.515151515152 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.882e-05 -1.5368 0. 9.091e-06 0.70000 0.9237 -1.073e-04
0.7 0.525252525253 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.112e-04 -1.6639 0. 1.023e-05 0.70000 1.0054 -1.138e-04
0.7 0.535353535354 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.245e-04 -1.7947 0. 1.145e-05 0.70000 1.0897 -1.208e-04
0.7 0.545454545455 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.386e-04 -1.9291 0. 1.275e-05 0.70000 1.1766 -1.286e-04
0.7 0.555555555556 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.535e-04 -2.0670 0. 1.412e-05 0.70000 1.2661 -1.372e-04
0.7 0.565656565657 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.693e-04 -2.2083 0. 1.558e-05 0.70000 1.3580 -1.469e-04
0.7 0.575757575758 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.859e-04 -2.3529 0. 1.710e-05 0.70000 1.4522 -1.578e-04
0.7 0.585858585859 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.033e-04 -2.5008 0. 1.870e-05 0.70000 1.5488 -1.704e-04
0.7 0.59595959596 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.214e-04 -2.6517 0. 2.037e-05 0.70000 1.6476 -1.849e-04
0.7 0.606060606061 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.404e-04 -2.8056 0. 2.211e-05 0.70000 1.7485 -2.017e-04
0.7 0.616161616162 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.600e-04 -2.9624 0. 2.392e-05 0.70000 1.8514 -2.212e-04
0.7 0.626262626263 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.803e-04 -3.1219 0. 2.579e-05 0.70000 1.9564 -2.441e-04
0.7 0.636363636364 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.013e-04 -3.2843 0. 2.772e-05 0.70000 2.0633 -2.711e-04
0.7 0.646464646465 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.229e-04 -3.4492 0. 2.971e-05 0.70000 2.1721 -3.029e-04
0.7 0.656565656566 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.452e-04 -3.6167 0. 3.176e-05 0.70000 2.2827 -3.406e-04
0.7 0.666666666667 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.680e-04 -3.7866 0. 3.385e-05 0.70000 2.3950 -3.857e-04
0.7 0.676767676768 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.913e-04 -3.9590 0. 3.600e-05 0.70000 2.5091 -4.395e-04
0.7 0.686868686869 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.152e-04 -4.1336 0. 3.820e-05 0.70000 2.6248 -5.043e-04
0.7 0.69696969697 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.396e-04 -4.3105 0. 4.044e-05 0.70000 2.7421 -5.824e-04
0.7 0.707070707071 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.644e-04 -4.4895 0. 4.272e-05 0.70000 2.8609 -6.771e-04
0.7 0.717171717172 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.896e-04 -4.6706 0. 4.504e-05 0.70000 2.9813 -7.923e-04
0.7 0.727272727273 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.152e-04 -4.8538 0. 4.740e-05 0.70000 3.1031 -9.331e-04
0.7 0.737373737374 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.412e-04 -5.0389 0. 4.979e-05 0.70000 3.2263 -1.106e-03
0.7 0.747474747475 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.675e-04 -5.2260 0. 5.221e-05 0.70000 3.3509 -1.319e-03
0.7 0.757575757576 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.942e-04 -5.4149 0. 5.466e-05 0.70000 3.4768 -1.582e-03
0.7 0.767676767677 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.211e-04 -5.6056 0. 5.714e-05 0.70000 3.6041 -1.908e-03
0.7 0.777777777778 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.483e-04 -5.7980 0. 5.964e-05 0.70000 3.7326 -2.315e-03
0.7 0.787878787879 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.757e-04 -5.9921 0. 6.217e-05 0.70000 3.8624 -2.823e-03
0.7 0.79797979798 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.034e-04 -6.1879 0. 6.471e-05 0.70000 3.9934 -3.459e-03
0.7 0.808080808081 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.313e-04 -6.3852 0. 6.728e-05 0.70000 4.1255 -4.258e-03
0.7 0.818181818182 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.594e-04 -6.5841 0. 6.986e-05 0.70000 4.2588 -5.264e-03
0.7 0.828282828283 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.876e-04 -6.7845 0. 7.246e-05 0.70000 4.3933 -6.532e-03
0.7 0.838383838384 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.160e-04 -6.9864 0. 7.507e-05 0.70000 4.5289 -8.132e-03
0.7 0.848484848485 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.446e-04 -7.1897 0. 7.770e-05 0.70000 4.6655 -1.015e-02
0.7 0.858585858586 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.733e-04 -7.3944 0. 8.035e-05 0.70000 4.8032 -1.270e-02
0.7 0.868686868687 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.022e-04 -7.6004 0. 8.300e-05 0.70000 4.9420 -1.592e-02
0.7 0.878787878788 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.312e-04 -7.8078 0. 8.567e-05 0.70000 5.0819 -1.997e-02
0.7 0.888888888889 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.604e-04 -8.0164 0. 8.835e-05 0.70000 5.2227 -2.504e-02
0.7 0.89898989899 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.897e-04 -8.2263 0. 9.105e-05 0.70000 5.3646 -3.138e-02
0.7 0.909090909091 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.019e-03 -8.4374 0. 9.376e-05 0.70000 5.5075 -3.926e-02
0.7 0.919191919192 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.049e-03 -8.6497 0. 9.649e-05 0.70000 5.6514 -4.899e-02
0.7 0.929292929293 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.079e-03 -8.8631 0. 9.924e-05 0.70000 5.7963 -6.089e-02
0.7 0.939393939394 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.109e-03 -9.0777 0. 1.020e-04 0.70000 5.9422 -7.535e-02
0.7 0.949494949495 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.139e-03 -9.2933 0. 1.048e-04 0.70000 6.0891 -9.272e-02
0.7 0.959595959596 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.170e-03 -9.5100 0. 1.076e-04 0.70000 6.2370 -0.1134
0.7 0.969696969697 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.201e-03 -9.7278 0. 1.105e-04 0.70000 6.3859 -0.1377
0.7 0.979797979798 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.232e-03 -9.9466 0. 1.133e-04 0.70000 6.5358 -0.1659
0.7 0.989898989899 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.264e-03 -10.1664 0. 1.163e-04 0.70000 6.6867 -0.1983
0.7 1.0 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.296e-03 -10.3872 0. 1.192e-04 0.70000 6.8387 -0.2352
