vd vg vs vb l alpha1_p alpha11_p t_fe idsperum vfed qms vfes ids sweepvar qm qmd
0.5 0.0 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.820e-11 0. -8.510e-07 0. 1.675e-12 0.50000 1.093e-05 -1.457e-10
0.5 0.00505050505051 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.183e-11 0. -1.020e-06 0. 2.008e-12 0.50000 1.109e-05 -1.747e-10
0.5 0.010101010101 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.617e-11 0. -1.224e-06 0. 2.408e-12 0.50000 1.125e-05 -2.095e-10
0.5 0.0151515151515 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.138e-11 0. -1.467e-06 0. 2.887e-12 0.50000 1.144e-05 -2.512e-10
0.5 0.020202020202 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.763e-11 0. -1.759e-06 0. 3.462e-12 0.50000 1.165e-05 -3.012e-10
0.5 0.0252525252525 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.512e-11 0. -2.109e-06 0. 4.151e-12 0.50000 1.189e-05 -3.612e-10
0.5 0.030303030303 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.410e-11 0. -2.529e-06 0. 4.977e-12 0.50000 1.217e-05 -4.331e-10
0.5 0.0353535353535 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.487e-11 0. -3.033e-06 0. 5.968e-12 0.50000 1.249e-05 -5.194e-10
0.5 0.040404040404 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 7.779e-11 0. -3.637e-06 0. 7.157e-12 0.50000 1.285e-05 -6.227e-10
0.5 0.0454545454545 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.328e-11 0. -4.361e-06 0. 8.582e-12 0.50000 1.328e-05 -7.467e-10
0.5 0.0505050505051 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.118e-10 0. -5.229e-06 0. 1.029e-11 0.50000 1.378e-05 -8.954e-10
0.5 0.0555555555556 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.341e-10 0. -6.270e-06 0. 1.234e-11 0.50000 1.436e-05 -1.074e-09
0.5 0.0606060606061 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.608e-10 0. -7.518e-06 0. 1.480e-11 0.50000 1.505e-05 -1.287e-09
0.5 0.0656565656566 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.928e-10 0. -9.015e-06 0. 1.774e-11 0.50000 1.586e-05 -1.544e-09
0.5 0.0707070707071 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.312e-10 0. -1.081e-05 0. 2.127e-11 0.50000 1.682e-05 -1.851e-09
0.5 0.0757575757576 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.773e-10 0. -1.296e-05 0. 2.551e-11 0.50000 1.795e-05 -2.220e-09
0.5 0.0808080808081 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.324e-10 0. -1.554e-05 0. 3.059e-11 0.50000 1.931e-05 -2.661e-09
0.5 0.0858585858586 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 3.986e-10 0. -1.864e-05 0. 3.667e-11 0.50000 2.091e-05 -3.191e-09
0.5 0.0909090909091 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 4.780e-10 0. -2.235e-05 0. 4.398e-11 0.50000 2.283e-05 -3.827e-09
0.5 0.0959595959596 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 5.731e-10 0. -2.679e-05 0. 5.273e-11 0.50000 2.511e-05 -4.588e-09
0.5 0.10101010101 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 6.872e-10 0. -3.213e-05 0. 6.323e-11 0.50000 2.784e-05 -5.502e-09
0.5 0.106060606061 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 8.240e-10 0. -3.852e-05 0. 7.581e-11 0.50000 3.110e-05 -6.597e-09
0.5 0.111111111111 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 9.881e-10 0. -4.619e-05 0. 9.090e-11 0.50000 3.499e-05 -7.910e-09
0.5 0.116161616162 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.185e-09 0. -5.538e-05 0. 1.090e-10 0.50000 3.965e-05 -9.485e-09
0.5 0.121212121212 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.421e-09 0. -6.640e-05 0. 1.307e-10 0.50000 4.522e-05 -1.137e-08
0.5 0.126262626263 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 1.703e-09 0. -7.961e-05 0. 1.567e-10 0.50000 5.188e-05 -1.364e-08
0.5 0.131313131313 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.042e-09 0. -9.545e-05 0. 1.879e-10 0.50000 5.986e-05 -1.635e-08
0.5 0.136363636364 0 0 2e-08 -3249270000.0 2.41166e+13 0.0 2.449e-09 0. -1.144e-04 0. 2.253e-10 0.50000 6.942e-05 -1.960e-08
